temperatura_transporte_c,tempo_transporte_h,veiculo_higienizado,carga_compartilhada_quimicos,embalagem_secundaria_protecao,lacres_veiculo_integridade,registro_condicoes_transporte,lote_identificado,probabilidade
19.0,68.5,1,0,1,1,1,1,0
25.8,2.7,1,1,1,0,1,0,3
16.8,45.3,1,1,0,0,1,1,3
23.3,55.3,1,1,1,1,1,0,3
38.8,34.4,1,1,0,1,0,1,3
35.3,9.4,0,0,1,0,1,0,0
13.3,54.9,0,1,1,0,0,0,3
35.0,38.9,0,0,0,1,0,1,0
37.2,38.2,0,0,1,1,0,1,0
37.5,5.9,1,1,1,1,1,0,3
24.8,55.4,1,0,0,1,1,0,0
15.2,20.5,0,0,1,0,0,1,0
29.2,68.2,1,0,0,0,0,0,0
26.6,8.6,1,0,1,0,1,1,0
36.1,6.7,0,0,0,1,1,1,0
30.6,18.3,1,1,0,1,1,0,3
25.3,38.7,0,0,0,0,1,1,0
17.0,38.9,1,0,1,1,1,0,0
24.5,30.8,0,1,0,1,0,0,3
33.9,63.2,1,1,0,1,1,1,3
37.7,49.2,0,0,0,0,1,0,0
31.2,4.1,0,0,1,0,1,1,0
39.3,37.0,1,1,1,1,0,0,3
32.4,70.0,1,0,0,1,1,1,0
16.0,59.0,1,0,1,1,0,0,0
17.3,41.3,0,1,1,1,1,1,3
25.0,28.9,1,0,0,1,1,0,0
21.1,8.4,1,1,0,1,0,0,3
26.4,3.3,1,1,0,1,1,0,3
10.1,20.8,1,0,0,1,1,1,0
18.7,52.8,0,0,1,0,0,1,0
17.3,40.0,0,0,1,0,1,1,0
31.2,68.0,0,1,1,0,0,0,3
34.4,20.2,0,0,0,1,1,1,0
25.0,5.8,0,0,0,1,1,0,0
24.7,57.8,1,1,1,0,0,1,3
36.4,46.5,1,0,0,0,0,0,0
17.8,33.2,0,0,1,1,0,0,0
22.8,11.8,0,0,0,0,1,1,0
22.7,39.8,1,1,0,1,0,0,3
36.7,14.9,1,1,1,0,1,1,3
13.7,62.3,1,0,0,1,1,1,0
29.9,8.5,1,0,1,0,1,1,0
14.8,7.3,0,0,0,0,1,1,0
23.1,61.2,1,1,1,0,1,0,3
37.3,53.6,1,0,1,1,0,0,0
27.8,70.4,1,0,0,1,0,1,0
10.3,24.5,0,0,1,0,1,0,0
38.1,37.6,1,0,0,1,0,0,0
36.3,2.3,1,1,0,1,1,1,3
12.0,16.6,0,0,1,1,0,1,0
24.1,48.7,0,0,0,0,1,0,0
14.8,50.6,1,0,0,1,1,1,0
27.1,27.1,1,0,0,0,1,1,0
29.4,63.8,1,0,1,0,1,1,0
28.9,32.5,0,1,1,1,0,1,3
36.8,4.8,1,0,1,1,0,0,0
21.8,21.1,0,0,1,1,0,1,0
35.8,41.3,1,0,0,1,1,1,0
19.7,12.7,0,1,1,1,1,0,3
14.0,67.5,0,0,0,0,0,1,0
13.8,35.3,1,1,0,1,0,1,3
11.7,47.7,1,1,1,1,1,1,3
30.9,12.9,0,1,0,0,0,1,3
13.0,15.6,1,1,0,0,0,0,3
33.2,34.9,0,0,0,0,1,1,0
21.7,62.0,1,1,1,0,1,1,3
20.3,17.8,0,0,1,1,1,1,0
12.8,67.1,0,1,0,1,0,1,3
23.8,36.4,1,0,1,1,0,0,0
29.9,17.0,1,1,0,1,1,0,3
11.0,39.5,0,0,0,0,0,0,0
17.4,59.7,1,1,0,0,1,0,3
35.8,12.6,1,1,1,1,1,0,3
34.5,9.9,1,1,1,1,0,1,3
30.9,26.9,1,0,1,0,0,1,0
26.0,56.0,1,1,1,1,0,0,3
36.9,4.6,1,1,0,0,1,1,3
24.1,8.6,1,0,1,1,1,1,0
37.0,51.2,1,0,1,1,0,0,0
23.1,54.4,1,1,1,1,1,1,3
16.3,41.8,0,0,1,1,0,1,0
28.9,12.9,1,1,1,0,1,1,3
24.1,4.7,1,0,1,0,0,0,0
28.7,27.8,0,1,1,1,0,0,3
25.2,62.9,1,1,1,0,1,0,3
26.9,38.7,0,0,0,0,1,0,0
29.7,17.6,0,0,1,0,0,0,0
15.1,69.1,1,1,1,0,0,1,3
25.7,38.0,1,1,1,1,1,0,3
36.9,12.4,1,0,1,1,1,1,0
38.1,24.4,0,1,1,1,0,1,3
12.5,3.6,0,0,0,0,0,0,0
36.9,16.6,0,0,1,0,0,1,0
30.2,7.3,0,0,1,0,1,0,0
36.0,39.4,0,1,0,0,1,1,3
34.0,18.4,1,1,0,0,0,1,3
31.9,17.0,0,0,1,1,0,0,0
39.9,69.1,1,1,1,0,1,0,3
18.1,64.7,0,1,1,1,0,1,3
39.4,21.9,1,0,0,0,0,1,0
10.2,26.0,0,0,1,0,0,1,0
20.3,28.6,1,0,1,0,0,0,0
32.5,36.0,1,0,1,0,1,0,0
10.9,5.0,1,1,1,1,1,0,3
16.3,29.5,0,0,0,1,1,1,0
14.8,11.1,0,1,0,1,0,0,3
28.8,25.5,0,1,1,1,1,0,3
24.3,29.7,1,0,1,0,1,1,0
37.3,45.5,1,1,0,0,0,1,3
21.0,13.5,0,1,1,1,1,1,3
39.9,60.1,0,0,0,0,1,0,0
21.8,39.3,1,0,1,1,0,0,0
39.4,11.9,1,1,1,1,1,1,3
27.5,61.8,1,1,1,1,0,1,3
25.2,11.2,0,1,1,0,0,0,3
35.4,46.5,0,0,1,0,0,0,0
32.4,39.5,0,1,0,1,1,1,3
33.1,71.0,1,1,0,1,1,1,3
26.2,17.0,1,1,0,1,1,0,3
26.3,16.7,0,1,0,0,0,0,3
27.9,37.1,0,1,1,0,0,1,3
22.7,39.6,0,0,1,0,0,0,0
15.9,55.3,0,1,0,0,1,0,3
19.3,64.6,1,0,0,0,0,1,0
24.4,27.2,0,1,1,1,0,1,3
19.0,19.1,1,1,1,0,0,0,3
26.5,8.7,1,1,0,0,0,1,3
35.2,51.2,0,0,1,0,1,0,0
34.0,32.6,1,1,0,1,1,0,3
26.6,13.7,0,0,1,1,0,1,0
29.8,10.3,1,1,0,0,0,0,3
23.5,45.5,1,1,0,0,1,1,3
39.8,70.7,1,1,0,1,0,1,3
32.8,57.5,1,1,1,0,1,0,3
38.9,68.4,1,0,0,0,0,1,0
19.0,39.2,0,0,0,1,0,0,0
39.5,31.1,0,1,0,1,1,1,3
24.3,27.3,0,1,1,0,1,1,3
20.0,5.6,0,0,0,1,1,0,0
18.0,21.0,1,0,1,1,1,1,0
18.8,59.6,0,0,0,0,0,1,0
38.7,31.0,0,0,1,0,1,0,0
19.8,15.4,0,1,0,0,1,1,3
14.9,31.9,1,0,0,1,1,1,0
13.6,40.2,0,0,0,1,0,0,0
38.0,55.2,1,1,0,0,0,1,3
18.8,7.1,1,0,1,1,1,0,0
30.2,21.4,0,0,0,1,0,1,0
13.8,22.4,0,1,1,0,1,1,3
15.5,28.1,0,1,0,0,0,1,3
19.2,13.0,0,1,0,0,1,1,3
14.4,17.0,0,1,0,1,1,1,3
38.3,5.0,1,1,0,0,1,1,3
23.4,24.0,0,1,0,0,1,0,3
38.4,65.4,0,0,0,0,1,0,0
18.0,16.7,1,0,0,1,1,0,0
15.8,52.9,0,0,0,1,1,0,0
26.2,46.6,1,0,1,0,1,1,0
36.7,6.3,1,0,0,1,1,1,0
32.3,59.6,1,0,1,1,1,0,0
12.1,8.9,0,1,0,1,0,1,3
40.0,41.2,0,1,1,1,0,1,3
31.6,17.5,1,0,0,1,0,0,0
22.6,69.5,1,1,1,0,0,0,3
15.2,65.2,0,0,1,0,0,1,0
15.9,43.0,1,1,1,1,0,0,3
39.3,58.4,1,1,1,1,0,0,3
14.4,66.5,1,0,1,0,1,1,0
13.6,5.5,1,0,1,1,1,1,0
36.7,46.2,1,0,0,1,1,0,0
27.3,69.2,0,1,0,0,0,0,3
31.5,32.9,1,0,0,0,0,0,0
39.3,6.8,0,1,1,0,0,1,3
11.0,60.1,0,1,0,0,0,0,3
11.1,17.2,1,1,1,0,0,0,3
29.8,47.0,0,0,0,1,1,0,0
24.2,59.2,0,0,0,0,1,0,0
23.5,28.1,1,1,0,0,0,0,3
10.8,1.1,1,1,0,1,0,1,3
35.3,30.0,0,0,1,1,1,0,0
36.6,32.6,1,1,1,0,0,1,3
14.2,9.7,1,0,0,0,1,1,0
27.6,65.4,0,0,1,0,0,1,0
28.5,60.7,0,1,1,1,0,0,3
33.5,44.0,0,1,1,1,1,0,3
13.1,18.5,1,0,0,1,0,0,0
21.2,56.8,0,0,1,1,0,1,0
10.7,30.8,0,0,0,1,0,1,0
16.6,61.6,1,0,1,0,1,1,0
32.8,35.3,0,1,0,1,1,0,3
18.2,68.6,1,0,0,1,1,0,0
23.1,36.0,1,1,1,1,1,0,3
38.8,22.8,1,0,0,1,0,1,0
19.2,29.3,0,0,0,1,1,1,0
20.4,44.3,0,1,1,1,1,1,3
23.2,64.6,0,1,1,1,1,0,3
21.5,32.3,0,0,1,0,1,0,0
20.7,23.0,1,1,0,0,0,0,3
13.8,30.2,1,1,1,0,1,0,3
31.1,71.2,0,1,0,0,1,1,3
38.2,68.8,0,1,0,1,0,0,3
36.6,60.4,0,1,0,0,1,0,3
36.7,52.6,1,1,0,0,0,0,3
24.3,43.1,0,0,1,1,1,0,0
21.5,11.4,0,1,0,1,0,0,3
14.0,26.0,1,1,0,1,1,1,3
35.0,71.3,1,0,0,0,0,1,0
35.6,41.0,0,0,1,1,0,1,0
10.3,1.7,1,1,1,1,1,0,3
24.7,2.9,0,1,1,0,0,1,3
29.0,3.0,1,0,1,1,1,0,0
36.6,36.3,0,1,1,0,0,0,3
21.9,8.9,1,1,1,1,0,0,3
27.8,24.6,0,1,0,1,0,0,3
31.2,55.5,0,1,1,1,0,1,3
31.8,8.0,1,1,0,0,1,1,3
26.1,70.4,0,1,0,1,0,0,3
12.4,60.7,0,1,0,1,1,1,3
15.4,4.2,0,0,1,0,1,0,0
18.6,30.2,1,1,0,0,0,0,3
20.5,6.9,0,0,0,1,0,1,0
34.4,12.3,0,0,0,1,0,1,0
11.2,65.7,0,1,1,1,1,1,3
19.6,60.1,1,1,1,1,0,1,3
26.9,47.2,0,0,0,0,0,1,0
15.3,59.5,1,1,0,1,1,0,3
22.5,9.2,1,0,0,1,0,1,0
29.0,24.8,1,1,0,0,0,1,3
37.4,39.2,1,1,0,1,1,1,3
14.5,24.8,0,0,0,0,1,1,0
30.9,37.4,1,1,0,1,1,1,3
16.5,35.4,0,1,1,0,1,0,3
33.6,30.3,1,0,0,1,0,1,0
18.3,25.8,0,0,0,0,1,0,0
15.5,33.1,1,1,0,1,0,1,3
40.0,38.6,1,0,1,1,0,0,0
24.8,15.6,0,0,1,1,0,0,0
11.3,50.1,0,0,0,1,0,0,0
10.4,46.4,0,1,1,0,0,0,3
14.0,39.0,1,1,1,1,0,1,3
32.7,57.6,0,0,1,1,1,0,0
19.8,42.7,1,0,1,0,1,0,0
24.9,67.1,0,0,1,0,0,1,0
12.5,16.8,0,1,1,0,1,0,3
32.6,8.8,1,1,1,1,1,1,3
33.5,33.4,0,1,1,0,0,0,3
32.1,53.9,1,1,1,0,1,0,3
35.7,54.3,0,0,1,0,1,0,0
10.7,1.9,1,1,0,1,1,0,3
30.4,63.8,0,0,0,0,1,1,0
33.4,34.5,1,1,1,1,1,0,3
26.4,28.6,0,1,0,0,0,1,3
32.9,10.9,1,0,0,1,1,1,0
15.7,64.5,0,1,0,0,0,0,3
30.5,21.0,0,0,1,1,0,1,0
29.3,24.8,1,0,1,0,0,0,0
27.7,24.3,1,0,0,0,1,0,0
34.4,59.2,1,0,0,1,1,0,0
23.6,44.4,1,1,0,0,0,0,3
31.3,3.9,0,0,1,0,0,0,0
19.3,21.4,0,0,0,0,0,0,0
12.3,24.0,0,1,0,0,0,1,3
12.2,44.2,0,1,1,0,0,0,3
26.3,67.9,0,1,1,1,0,1,3
26.0,20.8,0,1,1,0,0,0,3
15.1,70.7,1,0,0,0,1,1,0
26.5,1.3,1,0,1,1,0,1,0
39.4,21.9,1,1,1,0,0,1,3
13.5,6.7,1,1,1,0,0,0,3
20.4,21.6,0,1,1,1,1,0,3
37.4,48.4,0,0,1,0,0,0,0
34.5,34.0,0,1,0,0,1,1,3
34.2,42.6,0,0,1,1,0,0,0
20.0,42.3,0,1,1,1,0,1,3
17.9,10.1,0,1,1,0,0,0,3
28.5,65.0,1,0,1,1,0,1,0
29.5,69.5,0,0,0,0,0,0,0
34.3,38.6,1,0,1,0,1,1,0
16.3,51.9,0,1,0,1,0,0,3
19.3,51.9,1,0,0,0,1,0,0
30.5,26.3,1,1,1,1,1,0,3
33.2,69.0,0,1,0,1,0,0,3
26.4,23.8,0,1,0,0,0,0,3
13.8,67.3,0,0,1,1,0,1,0
36.5,28.5,0,1,0,0,1,1,3
17.2,17.6,1,1,0,1,1,1,3
20.0,64.7,0,0,1,0,0,0,0
19.9,56.7,1,0,0,0,1,1,0
22.2,52.3,1,0,0,1,1,0,0
27.2,41.0,0,0,1,0,0,0,0
30.7,55.7,0,1,1,0,1,0,3
11.7,59.0,1,1,1,0,1,0,3
27.3,27.0,0,1,1,1,0,0,3
15.0,54.2,1,1,1,1,0,1,3
35.1,53.6,0,0,1,1,0,1,0
10.3,1.3,1,0,1,1,1,1,0
39.4,43.0,0,1,0,1,0,1,3
18.3,30.6,1,0,0,1,1,1,0
37.1,36.2,0,0,1,1,0,0,0
20.1,61.2,0,1,0,0,1,1,3
21.9,20.1,0,0,0,0,1,0,0
24.1,5.3,1,0,0,1,0,0,0
29.7,33.3,0,1,1,0,1,0,3
30.6,23.6,1,0,0,1,1,1,0
23.0,33.4,0,1,0,0,1,1,3
33.1,18.9,0,1,1,0,0,1,3
18.6,68.1,1,1,0,1,1,0,3
29.9,65.7,0,0,1,1,0,0,0
37.0,30.5,0,0,0,0,1,1,0
21.1,47.8,0,1,0,1,0,0,3
33.7,19.7,1,0,0,0,1,0,0
19.6,5.0,1,0,1,0,0,1,0
19.3,7.1,0,0,0,0,0,1,0
37.1,42.5,1,0,1,0,1,0,0
14.6,13.0,1,0,1,0,0,0,0
10.2,46.7,1,1,0,1,1,0,3
20.3,14.5,1,1,1,1,1,0,3
25.9,56.4,1,0,1,1,0,1,0
17.6,24.2,1,1,0,0,1,0,3
39.6,53.3,0,0,0,0,1,1,0
28.0,40.9,1,0,0,1,0,0,0
33.8,52.9,1,1,0,0,1,1,3
33.9,26.1,1,1,1,0,0,0,3
33.7,46.7,1,1,0,1,1,0,3
13.1,18.3,0,0,1,1,0,1,0
25.1,15.6,0,0,1,1,1,1,0
29.8,36.6,1,1,0,0,1,0,3
14.0,47.1,1,1,0,0,0,1,3
25.0,16.5,0,0,1,1,0,1,0
28.7,13.5,0,1,1,1,0,1,3
21.9,65.9,1,0,0,1,1,1,0
27.7,27.0,1,1,1,0,0,1,3
31.0,68.0,0,1,0,1,1,0,3
38.6,11.7,0,0,1,1,0,0,0
32.1,55.0,0,1,1,0,1,1,3
35.2,66.7,0,1,1,1,1,1,3
25.8,31.4,1,0,1,0,1,0,0
30.1,28.0,1,1,0,0,1,0,3
15.2,14.2,0,0,0,0,0,0,0
39.5,45.3,1,1,0,0,0,1,3
36.1,40.0,1,1,1,1,0,0,3
36.6,62.0,1,1,1,1,0,1,3
11.5,50.3,0,0,1,0,1,0,0
20.3,36.6,0,1,0,1,0,1,3
16.3,12.4,1,0,0,0,0,0,0
22.8,20.5,0,0,1,0,0,1,0
27.0,68.0,1,0,1,1,0,1,0
31.1,60.5,0,1,1,0,0,0,3
13.4,56.0,0,1,1,0,1,1,3
34.7,65.2,1,1,0,0,1,1,3
22.8,50.6,1,0,1,0,1,1,0
24.5,27.5,1,1,0,0,1,1,3
12.2,2.2,1,0,0,0,0,1,0
29.5,64.9,1,0,1,0,1,0,0
31.6,20.0,0,1,1,0,0,0,3
36.6,46.5,0,1,1,1,0,0,3
16.6,56.0,0,0,0,1,0,0,0
19.1,53.5,0,1,1,1,1,0,3
13.3,31.7,0,1,0,0,0,1,3
31.5,33.9,1,1,1,0,0,0,3
36.2,12.1,0,1,1,0,0,0,3
35.9,2.2,1,0,0,1,1,1,0
35.0,8.6,0,1,1,0,0,1,3
14.3,11.7,1,1,0,1,0,1,3
36.1,63.3,1,1,1,0,1,1,3
14.9,56.6,0,1,0,1,1,1,3
25.8,69.1,0,1,1,1,0,0,3
39.0,66.5,0,1,1,0,1,1,3
38.2,46.2,0,0,1,0,1,1,0
12.0,60.0,0,0,0,1,1,0,0
37.9,45.7,1,1,1,1,0,1,3
17.8,62.2,1,0,1,1,1,1,0
38.7,40.0,0,0,0,0,1,1,0
10.7,6.0,0,0,0,1,1,0,0
10.5,35.5,0,1,0,0,0,1,3
31.3,24.6,0,0,1,1,1,1,0
13.4,46.8,1,1,1,1,0,0,3
14.9,8.1,0,1,0,1,0,0,3
38.1,29.0,0,1,0,0,1,0,3
27.2,52.2,1,0,0,1,1,1,0
13.0,42.4,0,0,0,1,1,1,0
31.6,67.5,0,1,1,1,0,1,3
26.6,18.4,0,1,0,1,0,0,3
18.2,71.9,1,0,0,1,0,1,0
30.1,17.8,0,1,0,1,0,1,3
38.0,14.9,1,1,1,0,1,1,3
35.3,56.9,0,1,1,0,1,1,3
29.1,36.0,0,1,0,0,1,0,3
21.6,30.0,0,1,1,1,0,0,3
33.0,18.9,1,0,1,0,0,0,0
22.3,9.6,0,0,0,1,1,0,0
32.2,65.2,0,0,1,0,0,0,0
22.8,1.3,1,0,0,0,0,0,0
14.7,36.1,0,1,0,0,0,1,3
25.4,62.7,0,1,0,1,1,1,3
11.8,47.1,0,1,1,0,1,0,3
11.8,45.2,1,0,1,0,0,1,0
35.1,27.5,1,0,1,1,0,0,0
35.3,45.8,1,0,1,1,1,0,0
15.0,11.0,1,0,0,0,1,0,0
23.4,56.6,0,0,0,1,1,0,0
11.7,35.7,1,0,1,1,1,1,0
36.9,9.5,0,1,1,0,1,0,3
29.7,55.6,1,1,0,1,1,0,3
38.1,18.3,0,0,1,1,0,0,0
35.8,27.1,1,1,1,0,1,1,3
22.0,55.4,0,0,1,1,0,0,0
38.6,56.3,0,1,0,1,0,0,3
15.3,31.7,0,1,0,0,0,0,3
25.1,13.9,1,1,1,0,1,1,3
15.9,27.9,1,1,1,1,1,1,3
36.6,68.1,0,0,1,0,0,1,0
32.8,64.6,0,0,0,1,1,0,0
36.4,68.5,1,1,0,0,0,0,3
10.8,7.4,0,1,1,1,0,0,3
11.1,64.7,0,0,0,0,1,1,0
15.6,25.3,0,1,0,1,0,0,3
38.2,7.5,1,0,1,0,0,1,0
37.7,10.9,0,0,0,0,1,1,0
37.2,54.4,0,0,1,0,1,1,0
12.0,36.1,1,1,0,0,0,1,3
29.9,21.0,0,1,0,0,0,1,3
31.2,62.5,1,1,1,0,0,0,3
15.6,23.9,0,1,0,0,0,0,3
13.7,29.2,0,0,0,1,1,0,0
30.5,60.7,1,0,1,1,0,0,0
21.0,32.1,1,0,0,0,0,1,0
13.6,31.2,0,1,0,1,1,1,3
31.6,2.7,0,1,0,0,1,0,3
12.3,57.9,0,1,0,1,0,1,3
40.0,69.7,1,1,1,0,0,1,3
22.5,55.4,0,0,1,1,0,0,0
38.2,51.7,1,0,1,1,1,1,0
34.0,21.9,0,0,0,1,0,0,0
30.0,18.2,1,0,0,1,1,1,0
39.2,4.4,0,0,1,1,0,0,0
25.6,32.3,1,1,1,0,0,1,3
10.1,13.1,0,0,0,0,1,0,0
14.5,29.1,0,1,1,0,0,0,3
23.6,2.2,1,1,1,1,1,1,3
37.5,40.0,0,1,1,1,0,1,3
28.5,4.0,0,1,0,1,1,1,3
21.5,52.4,1,1,0,1,1,1,3
35.2,51.8,0,1,1,1,0,0,3
33.9,57.6,0,1,0,0,0,1,3
28.4,6.7,1,0,1,0,1,0,0
13.5,46.6,0,0,0,1,1,0,0
13.8,66.1,1,1,1,1,1,1,3
31.8,16.0,1,1,1,0,1,1,3
15.3,45.9,0,0,1,1,1,1,0
28.9,6.4,0,1,0,1,1,0,3
12.3,63.2,1,1,1,1,1,0,3
32.5,31.0,1,0,0,0,0,0,0
26.3,11.6,1,0,0,1,1,0,0
27.2,46.0,1,0,0,0,0,0,0
28.7,65.6,1,0,1,0,0,0,0
27.2,69.1,0,1,1,1,1,1,3
15.3,14.8,1,0,1,1,0,1,0
27.1,14.4,1,1,0,1,1,1,3
13.3,55.7,0,0,1,0,0,1,0
12.0,34.4,1,1,1,1,0,0,3
19.8,64.7,0,1,0,0,0,0,3
19.0,32.5,1,1,0,0,0,1,3
23.8,48.0,0,1,0,1,1,1,3
35.9,34.6,1,1,1,1,1,0,3
16.2,17.4,0,0,0,1,1,1,0
16.4,9.2,0,0,1,0,1,0,0
30.8,41.0,0,0,0,0,0,1,0
24.2,44.3,0,1,0,0,0,0,3
12.0,58.2,0,0,1,1,1,1,0
39.9,18.1,0,0,1,1,0,0,0
37.6,6.2,0,0,0,1,0,1,0
19.2,57.9,1,0,1,0,1,1,0
30.7,15.4,0,1,1,0,1,1,3
19.0,50.9,1,0,0,0,0,1,0
13.4,38.2,0,0,0,0,0,1,0
16.6,22.1,1,0,0,0,0,1,0
20.1,57.9,1,0,1,0,0,0,0
11.8,39.0,1,0,0,1,1,1,0
19.8,60.2,1,0,0,1,0,0,0
31.9,16.6,1,0,0,1,0,0,0
23.2,70.2,0,0,0,1,1,1,0
29.2,27.9,0,0,0,1,1,1,0
25.2,21.2,1,1,1,0,1,1,3
38.7,2.8,0,0,0,0,1,1,0
11.0,50.1,1,0,0,0,0,1,0
22.7,54.3,1,0,1,0,0,1,0
35.1,64.6,1,1,1,0,1,0,3
26.5,21.7,0,0,1,0,1,1,0
19.9,71.7,1,1,0,1,0,0,3
33.3,26.8,0,1,0,1,1,1,3
22.6,60.9,1,0,1,1,0,0,0
14.0,49.0,1,0,1,0,0,1,0
18.2,65.0,1,1,1,0,1,0,3
37.0,9.9,0,1,1,1,1,0,3
27.1,21.6,1,0,0,1,0,1,0
20.4,24.2,0,0,1,0,1,1,0
31.6,61.8,0,0,1,0,0,0,0
10.3,48.1,1,0,0,0,1,0,0
21.5,8.8,1,1,0,0,1,1,3
35.3,61.7,1,0,0,1,1,0,0
28.4,35.2,0,1,1,1,1,1,3
15.1,13.1,1,0,0,1,0,0,0
37.8,27.0,1,0,1,0,1,0,0
28.1,19.7,1,1,1,0,1,1,3
13.8,30.3,1,0,1,1,1,1,0
11.5,14.3,0,0,0,1,1,1,0
39.7,2.9,1,0,0,0,1,0,0
35.3,18.9,0,0,0,1,1,0,0
12.9,69.6,0,0,1,1,1,1,0
25.4,36.5,1,1,1,1,0,0,3
19.1,42.7,0,1,0,1,0,0,3
23.9,7.2,1,0,1,1,1,0,0
36.5,54.9,0,1,1,0,0,0,3
14.1,7.1,1,0,0,0,0,1,0
11.4,5.2,1,1,0,1,1,0,3
22.8,41.0,1,0,0,1,0,0,0
28.3,30.6,1,1,1,0,0,0,3
13.1,14.4,0,0,0,1,1,1,0
12.7,42.4,0,0,0,1,1,1,0
30.2,57.3,1,1,1,1,0,1,3
21.9,20.1,0,0,1,1,0,1,0
15.9,26.9,1,0,1,0,1,1,0
16.4,2.9,1,1,0,0,0,1,3
28.9,69.5,0,0,1,1,0,0,0
39.4,70.1,1,0,0,0,1,0,0
36.8,58.8,0,0,1,1,1,1,0
15.4,57.7,0,0,0,1,0,1,0
37.5,51.9,1,0,1,0,1,0,0
21.8,29.5,0,0,1,1,1,0,0
21.4,45.1,0,0,1,0,1,1,0
37.5,29.8,1,1,1,0,0,1,3
14.4,57.8,0,0,0,0,1,1,0
10.8,54.6,0,1,0,0,0,1,3
37.8,38.1,0,0,0,0,1,0,0
19.9,41.3,1,0,1,0,0,1,0
19.7,71.8,1,1,1,1,0,0,3
10.7,38.9,0,0,1,0,1,1,0
30.6,19.6,0,0,1,0,1,1,0
37.0,63.6,1,1,1,0,1,1,3
31.1,1.0,0,0,1,0,0,0,0
21.2,28.4,1,1,1,0,0,1,3
38.6,11.8,1,0,0,0,1,1,0
17.1,45.3,0,1,1,1,0,0,3
28.7,52.9,1,1,1,1,0,1,3
36.4,8.5,1,1,0,0,0,0,3
13.1,8.5,1,1,1,0,0,0,3
21.6,8.0,1,0,0,1,0,1,0
30.5,10.2,1,1,1,1,0,0,3
13.4,64.1,1,1,0,0,0,0,3
34.0,71.7,0,0,1,0,0,0,0
20.8,21.5,1,0,1,0,0,1,0
16.4,46.6,0,0,0,1,0,1,0
30.9,20.9,1,1,0,0,0,1,3
32.6,59.9,1,1,0,1,1,0,3
19.5,45.2,1,1,0,1,0,0,3
17.7,5.5,1,0,1,1,0,0,0
36.6,47.1,1,0,0,1,1,1,0
39.6,49.2,0,1,1,0,0,0,3
33.3,38.4,0,0,0,0,1,1,0
37.5,48.8,1,1,0,0,1,0,3
16.2,15.2,1,0,0,1,0,0,0
27.4,53.0,1,1,0,1,0,1,3
38.6,68.3,1,1,0,1,0,0,3
20.8,64.5,1,0,0,1,0,1,0
32.8,11.5,0,1,1,0,0,1,3
21.4,45.8,0,0,0,1,1,1,0
17.8,26.7,0,0,1,1,1,1,0
20.1,13.9,1,0,0,1,1,0,0
20.8,8.1,1,0,1,1,1,0,0
10.1,23.4,1,0,0,0,0,1,0
18.9,19.4,1,0,1,0,1,1,0
32.0,58.1,0,0,0,1,0,0,0
20.0,30.1,1,0,0,0,0,0,0
23.1,32.4,1,1,0,1,1,0,3
17.9,28.8,0,0,0,0,1,1,0
20.2,14.5,0,0,1,0,1,1,0
31.0,28.0,1,0,1,0,1,1,0
38.1,25.6,1,1,1,0,0,0,3
28.6,64.5,0,1,0,0,1,0,3
37.2,38.5,0,1,0,1,0,1,3
26.3,29.1,1,0,1,1,1,0,0
23.1,70.0,1,1,0,1,1,1,3
37.4,51.5,1,1,1,1,0,1,3
22.7,2.1,0,0,1,1,1,1,0
30.2,38.7,1,1,1,1,1,1,3
21.0,11.2,1,1,0,0,0,1,3
34.8,58.0,0,0,1,0,0,0,0
33.9,46.6,0,1,1,0,0,0,3
38.1,4.9,1,0,1,1,0,1,0
16.9,24.7,1,1,1,1,1,1,3
34.4,25.0,1,1,1,0,1,0,3
32.6,10.5,0,1,1,1,0,1,3
21.7,32.5,1,0,1,0,1,0,0
19.9,26.7,1,1,0,0,0,0,3
11.8,69.0,1,1,1,1,1,0,3
27.3,27.3,1,0,1,1,1,0,0
18.9,61.4,1,0,0,0,1,1,0
13.5,4.8,0,1,1,0,1,0,3
18.3,55.7,0,1,1,1,0,0,3
33.6,4.2,0,1,0,1,0,1,3
16.5,22.9,0,1,0,0,1,1,3
36.2,39.3,1,0,0,0,1,0,0
29.7,12.4,1,0,1,1,1,1,0
16.2,17.0,1,1,0,0,0,0,3
18.1,56.3,1,1,1,0,1,0,3
34.9,59.1,0,1,1,1,0,0,3
25.8,64.4,1,1,1,1,1,1,3
18.0,57.4,1,1,1,0,0,1,3
20.9,17.2,1,0,0,1,1,1,0
20.5,44.0,0,0,0,0,0,1,0
31.5,2.3,1,0,0,0,1,0,0
39.4,55.3,1,0,1,0,1,0,0
32.8,39.8,1,1,1,0,0,0,3
15.5,22.8,1,1,1,0,1,0,3
14.7,4.6,0,0,1,1,1,0,0
18.9,43.3,1,0,1,1,1,1,0
30.7,38.5,0,1,0,1,1,0,3
14.7,53.9,0,0,0,1,0,0,0
38.8,24.1,1,0,1,0,1,1,0
16.2,16.6,1,0,1,1,1,1,0
24.8,11.6,1,0,1,1,0,0,0
27.2,9.8,0,1,1,0,0,0,3
32.5,66.5,1,1,1,1,0,0,3
20.1,54.1,1,0,0,0,1,0,0
33.5,29.1,1,0,0,1,0,0,0
12.5,34.6,0,0,0,0,1,0,0
34.2,51.6,1,1,1,0,0,1,3
28.7,15.8,0,1,0,0,0,0,3
19.6,38.8,1,0,1,0,0,1,0
