tempo_decantacao_h,temperatura_decantacao_c,tanque_limpio_sanitizado,cobertura_anti_pragas,remocao_espuma_impurezas,material_tanque_inox_grau_alimentar,claridade_visual_nota,lote_identificado,probabilidade
49.8,30.9,1,0,1,1,2.0,1,3
6.0,28.9,1,1,0,1,0.0,0,2
23.1,31.7,0,0,0,0,1.0,0,1
17.4,21.3,0,1,1,0,1.0,0,0
71.7,23.8,1,1,1,1,1.0,1,2
28.4,31.7,0,1,1,1,1.0,0,2
9.3,18.5,1,1,0,0,0.0,1,1
56.6,23.4,0,0,0,0,2.0,0,2
20.4,29.6,1,0,1,0,0.0,1,1
17.7,19.6,0,1,1,0,1.0,0,0
10.0,31.9,1,1,1,1,0.0,0,2
61.3,31.4,1,0,0,1,0.0,0,3
30.0,19.4,0,0,0,1,2.0,0,0
70.9,26.8,1,0,0,0,1.0,1,2
24.0,31.0,0,0,0,0,1.0,0,1
9.9,29.6,1,1,0,0,1.0,1,2
20.1,29.1,1,1,0,1,0.0,0,1
12.7,18.9,0,1,1,0,2.0,1,1
24.9,33.5,0,0,1,1,0.0,1,2
55.9,26.7,0,0,0,0,1.0,1,2
59.3,30.8,0,1,0,0,1.0,0,3
49.7,29.4,1,1,1,0,1.0,0,2
57.2,19.6,1,1,1,0,2.0,0,2
33.3,33.0,0,0,1,1,0.0,0,2
16.2,34.9,1,1,0,1,1.0,0,3
25.9,19.4,1,1,1,0,0.0,1,0
45.7,21.1,1,0,1,0,1.0,0,1
66.8,24.2,1,1,1,1,2.0,0,2
15.9,26.6,0,1,1,1,2.0,0,1
48.0,28.5,0,0,0,0,2.0,0,2
68.0,29.5,0,0,1,0,1.0,1,2
14.9,27.5,1,1,0,1,0.0,0,1
5.6,19.9,0,0,1,1,0.0,0,1
31.8,27.9,0,1,1,1,1.0,0,1
7.5,24.6,1,0,1,1,1.0,0,1
41.6,18.7,1,1,0,1,1.0,1,1
44.0,21.2,1,0,1,0,0.0,0,1
63.8,24.8,0,1,1,0,1.0,1,2
15.0,22.2,1,0,0,1,0.0,0,1
59.2,31.5,0,0,0,1,1.0,1,3
20.3,26.7,0,1,1,1,0.0,0,1
56.4,22.4,0,1,1,1,0.0,0,2
25.2,22.8,0,0,1,0,2.0,0,0
71.4,26.9,0,1,1,0,1.0,1,2
50.3,24.2,0,0,1,0,1.0,0,2
70.7,29.0,0,1,0,0,1.0,1,2
59.6,30.0,0,0,1,1,2.0,0,3
50.6,23.8,1,0,1,1,2.0,1,2
61.7,28.8,0,0,0,0,1.0,0,2
40.6,31.1,0,0,0,0,0.0,1,2
21.9,19.5,0,1,0,0,1.0,0,0
46.0,27.8,1,1,1,0,2.0,1,2
10.8,31.6,1,1,1,1,0.0,1,2
27.8,30.5,0,1,1,0,0.0,0,1
62.9,34.1,1,0,1,1,0.0,1,3
43.4,21.6,0,1,0,0,1.0,0,1
60.3,25.8,1,0,0,1,1.0,0,2
65.8,26.8,0,1,0,0,2.0,0,2
9.0,20.6,1,0,0,1,2.0,0,1
30.3,21.4,1,1,0,1,1.0,1,0
24.7,30.1,0,1,0,0,0.0,1,1
49.8,32.0,1,0,1,0,1.0,1,3
25.7,19.7,1,0,0,1,1.0,0,0
41.7,22.0,0,1,1,1,0.0,1,1
58.6,30.2,0,0,1,1,0.0,1,3
41.5,18.5,1,1,0,0,0.0,1,1
33.7,23.5,0,0,1,1,1.0,0,1
14.7,32.2,0,1,1,1,1.0,0,2
50.2,31.1,0,1,1,0,1.0,0,3
21.0,24.6,0,0,0,0,1.0,0,0
45.5,21.3,1,1,0,1,1.0,0,1
37.0,27.7,0,0,1,1,1.0,0,1
68.7,23.2,1,1,0,0,1.0,0,2
8.9,27.2,1,0,0,1,0.0,0,1
22.3,20.6,1,1,1,1,1.0,0,0
33.5,21.3,1,0,1,1,1.0,1,1
39.0,29.6,1,0,1,0,1.0,0,2
14.8,28.0,1,0,1,1,0.0,0,1
32.5,25.0,1,0,1,0,1.0,0,1
66.6,33.4,0,1,1,0,2.0,1,3
61.0,25.5,0,0,0,0,0.0,0,2
16.4,21.1,1,0,1,1,1.0,1,0
21.3,32.3,0,1,0,0,1.0,1,2
8.2,34.1,0,0,1,1,1.0,1,3
7.5,32.6,1,0,0,0,0.0,1,3
18.9,31.0,0,1,0,1,1.0,0,2
14.7,33.9,1,1,1,0,1.0,0,2
54.3,22.7,0,1,0,1,1.0,0,2
61.5,20.6,1,0,0,1,1.0,1,2
53.1,30.7,1,1,1,1,1.0,0,3
33.0,32.4,1,0,1,0,0.0,1,2
43.8,34.8,0,0,1,1,0.0,1,3
70.1,25.4,0,1,1,1,1.0,1,2
32.8,23.9,1,1,0,1,0.0,1,1
19.0,29.5,0,0,1,0,2.0,1,1
3.9,21.0,1,0,1,0,1.0,0,1
27.5,18.0,1,0,1,1,2.0,0,0
7.2,26.9,0,0,0,1,1.0,1,2
21.4,28.8,0,0,0,0,1.0,1,1
67.6,26.6,0,0,1,1,0.0,0,2
51.4,21.2,0,0,0,0,1.0,0,2
28.7,28.8,1,1,1,1,2.0,1,1
15.2,22.1,1,0,1,1,1.0,1,1
27.5,25.0,0,1,0,0,2.0,1,0
70.9,23.2,0,0,1,0,0.0,1,2
70.1,20.3,0,0,1,0,0.0,1,2
31.9,32.4,1,1,0,0,1.0,1,2
56.6,28.3,0,0,1,0,1.0,1,2
11.7,29.0,1,0,1,0,2.0,1,2
42.3,34.4,1,1,1,1,0.0,0,3
17.2,18.8,0,0,1,0,1.0,0,0
4.8,21.8,1,1,0,1,0.0,0,1
45.4,21.5,1,0,0,1,1.0,1,1
31.1,32.3,0,1,1,1,1.0,1,2
57.9,28.7,0,0,1,0,1.0,0,2
31.1,24.7,0,1,1,1,0.0,0,0
2.2,21.1,1,0,1,0,1.0,0,1
23.3,32.3,0,0,1,1,2.0,1,2
60.4,32.4,1,1,1,0,1.0,0,3
44.8,26.3,0,1,1,1,2.0,1,2
26.4,33.6,0,1,1,1,1.0,1,2
20.6,27.8,0,1,0,0,1.0,1,1
46.3,27.2,1,1,0,1,1.0,0,2
18.1,21.9,1,1,1,0,1.0,0,0
54.2,19.3,1,0,0,1,0.0,1,2
4.6,26.0,0,1,1,1,1.0,1,2
65.1,27.2,1,0,1,1,0.0,1,2
2.3,27.5,0,1,1,0,1.0,1,2
34.8,31.1,0,1,0,0,1.0,1,2
52.1,27.0,1,1,1,0,0.0,0,2
50.4,32.7,0,1,1,0,0.0,0,3
26.2,20.8,1,1,1,1,2.0,1,0
40.4,30.2,1,0,1,1,2.0,1,2
36.6,26.4,1,1,1,0,1.0,1,1
62.4,33.3,0,1,0,0,1.0,0,3
5.0,25.5,0,1,1,1,2.0,0,1
55.2,30.6,1,0,1,0,1.0,0,3
28.8,25.4,0,1,0,1,2.0,1,0
50.6,32.2,0,1,0,0,2.0,1,3
64.6,30.5,0,0,0,0,0.0,1,3
69.7,30.1,1,0,1,0,1.0,1,3
20.0,25.1,0,0,0,0,2.0,0,0
3.0,18.3,0,0,1,0,1.0,1,1
3.9,32.2,1,1,0,1,1.0,1,3
43.5,28.5,1,1,0,1,1.0,0,2
32.9,28.2,0,1,1,0,0.0,1,1
56.6,21.8,0,0,1,0,2.0,1,2
62.6,23.1,1,0,0,1,1.0,1,2
14.3,32.6,0,0,1,1,1.0,1,2
8.9,34.6,0,1,1,0,1.0,0,3
58.1,23.3,1,0,0,0,2.0,1,2
59.4,34.4,1,0,1,0,1.0,1,3
26.0,25.5,0,0,1,1,1.0,0,0
18.8,19.3,0,1,0,1,2.0,0,0
3.8,29.3,1,0,0,1,2.0,0,2
39.2,23.9,0,1,0,1,2.0,0,1
46.2,18.4,0,0,1,0,1.0,1,1
43.5,22.9,0,1,1,1,0.0,0,1
33.6,20.8,1,1,0,0,2.0,1,1
8.5,30.0,0,0,1,0,2.0,1,2
39.3,32.5,1,0,1,1,0.0,1,3
27.4,33.8,1,1,0,0,1.0,0,2
51.6,27.8,1,0,1,1,0.0,1,2
71.0,23.8,0,1,0,1,2.0,0,2
44.2,26.9,0,1,0,1,0.0,0,2
37.2,23.1,1,0,1,1,1.0,0,1
23.3,25.4,1,0,0,0,1.0,1,0
12.8,34.7,0,1,0,0,2.0,1,3
14.4,33.0,1,1,0,1,2.0,1,2
10.6,23.6,0,0,1,0,1.0,0,1
46.8,18.6,0,1,1,1,1.0,1,2
64.2,21.6,1,1,0,1,0.0,1,2
19.0,30.4,1,1,1,1,0.0,1,1
24.2,18.9,0,1,0,1,0.0,1,0
58.4,25.0,0,1,0,1,1.0,0,2
63.0,24.9,0,1,0,1,2.0,0,2
38.0,28.2,0,0,0,1,1.0,0,2
35.7,25.9,1,0,0,1,1.0,0,1
10.9,20.1,0,1,0,0,1.0,1,1
59.3,18.7,1,0,0,0,2.0,0,2
20.8,23.6,1,0,1,0,1.0,1,0
41.6,28.0,1,0,1,1,1.0,1,2
54.5,33.5,1,1,0,0,1.0,1,3
57.5,29.5,0,0,0,0,0.0,0,2
35.8,32.9,0,0,1,0,2.0,1,2
17.0,22.0,1,0,1,0,1.0,0,0
19.4,21.4,1,1,1,1,0.0,1,0
15.9,28.8,0,1,0,1,0.0,0,1
38.2,19.0,1,1,1,0,0.0,1,1
36.6,34.2,0,1,1,0,0.0,0,3
55.5,32.1,1,0,1,1,1.0,1,3
28.4,28.0,1,0,1,0,1.0,0,1
43.4,26.9,1,1,1,1,0.0,0,2
25.1,24.4,1,0,1,1,1.0,0,0
29.3,23.0,1,0,0,1,1.0,0,0
42.7,23.1,1,0,1,0,2.0,0,1
52.2,25.7,1,0,0,0,0.0,1,2
46.2,24.3,0,1,1,0,1.0,0,1
45.7,26.8,1,1,1,0,1.0,0,2
64.3,23.6,1,0,0,0,1.0,0,2
5.5,34.3,1,1,1,1,1.0,1,3
3.2,23.1,0,0,0,1,0.0,1,1
50.4,22.5,0,1,1,1,1.0,0,2
17.4,29.9,0,0,0,0,2.0,1,1
58.0,19.6,1,0,0,1,0.0,0,2
50.0,31.2,0,0,0,0,2.0,0,3
36.3,34.4,0,0,1,1,1.0,1,3
31.1,24.9,0,0,1,1,1.0,0,0
17.3,23.6,0,1,1,0,0.0,1,0
28.7,30.3,1,1,1,1,1.0,0,1
16.6,21.9,1,1,0,1,2.0,0,0
27.4,22.5,1,0,1,1,0.0,0,0
21.1,34.6,0,1,1,1,0.0,0,2
70.0,26.3,0,1,0,0,1.0,0,2
46.0,22.7,0,1,0,0,2.0,0,1
49.5,21.8,1,1,1,1,2.0,1,2
7.4,30.5,1,1,0,0,0.0,0,2
45.0,30.5,0,0,1,0,1.0,1,2
45.0,20.5,0,0,0,1,0.0,0,1
27.0,26.7,1,0,1,1,0.0,1,1
49.0,34.6,0,1,0,0,1.0,0,3
4.7,29.8,0,0,0,1,2.0,0,2
60.0,31.7,0,1,0,1,0.0,0,3
24.8,27.6,0,0,1,0,0.0,0,1
27.3,19.9,1,1,1,1,2.0,0,0
48.0,19.7,1,0,1,0,0.0,1,2
25.9,29.3,0,1,1,0,2.0,0,1
35.8,30.8,1,1,1,1,1.0,0,2
70.1,32.3,1,0,1,0,1.0,0,3
26.4,30.9,0,0,1,1,1.0,0,1
31.8,35.0,1,1,0,0,1.0,0,3
11.7,23.4,0,0,0,1,1.0,1,1
68.6,29.9,0,0,1,1,0.0,1,3
50.7,18.7,1,0,1,1,1.0,1,2
33.0,21.0,0,0,1,0,1.0,0,1
40.8,20.0,0,1,0,0,1.0,0,1
52.8,23.0,0,1,0,1,0.0,1,2
27.7,25.8,1,0,1,0,2.0,0,0
66.4,23.3,1,1,1,1,2.0,1,2
8.8,29.3,0,1,0,0,1.0,0,2
58.1,18.8,1,0,1,1,1.0,0,2
21.8,33.2,0,1,0,0,1.0,1,2
2.6,32.9,1,0,0,1,1.0,1,3
57.1,34.3,1,0,0,0,0.0,0,3
8.2,33.8,0,0,0,1,0.0,1,3
30.0,34.6,1,1,1,1,1.0,0,2
65.7,26.1,1,0,0,1,1.0,1,2
55.8,33.5,0,1,1,0,1.0,0,3
35.7,22.6,0,1,0,1,0.0,1,1
27.0,26.4,1,1,0,0,2.0,1,0
18.9,20.4,1,0,0,0,0.0,0,0
5.1,30.2,0,1,0,0,0.0,1,2
29.2,33.5,1,1,0,0,1.0,1,2
36.2,29.5,0,0,1,1,2.0,1,2
17.7,25.8,1,0,0,0,1.0,0,1
23.6,34.2,1,1,1,1,1.0,0,2
44.4,21.1,1,1,0,0,0.0,1,1
33.5,34.9,1,1,0,0,0.0,0,3
69.5,19.7,1,0,0,1,0.0,0,2
8.7,24.0,1,1,0,0,1.0,1,1
39.2,20.7,1,0,1,0,2.0,1,1
35.1,27.0,0,1,0,1,1.0,0,1
57.3,25.4,1,1,0,1,0.0,1,2
66.3,32.0,0,0,0,1,2.0,1,3
25.5,28.8,1,0,0,0,1.0,1,1
58.6,31.7,0,0,0,1,2.0,0,3
63.4,21.3,1,0,0,0,1.0,0,2
40.7,23.6,1,0,0,1,0.0,0,1
56.2,20.0,1,1,1,1,0.0,0,2
8.9,21.2,1,0,0,1,0.0,1,1
63.2,21.0,1,0,0,0,2.0,0,2
69.3,26.4,0,0,1,1,1.0,1,2
60.2,26.7,0,1,0,1,0.0,1,2
10.2,28.0,1,0,0,1,2.0,1,2
2.2,22.0,1,0,0,0,1.0,1,1
26.2,28.9,0,1,1,1,1.0,0,1
21.4,31.4,1,1,0,0,1.0,1,2
42.2,29.7,0,1,1,0,1.0,1,2
2.2,22.1,1,1,1,1,1.0,1,1
39.3,23.1,0,1,1,0,1.0,0,1
65.6,23.2,1,0,1,1,2.0,1,2
38.2,20.4,1,0,0,0,0.0,1,1
5.0,32.0,1,1,1,0,1.0,0,3
36.2,34.1,0,0,0,0,2.0,0,3
48.8,19.7,0,0,0,1,2.0,1,2
23.7,24.2,0,0,1,1,2.0,0,0
66.4,31.6,1,0,0,1,1.0,1,3
68.6,21.6,0,0,1,0,2.0,0,2
51.5,25.4,1,0,0,1,0.0,0,2
40.6,18.2,1,1,0,0,1.0,0,1
29.0,34.9,0,1,0,1,1.0,0,2
36.3,23.7,0,0,0,0,2.0,0,1
28.2,27.5,0,1,1,0,1.0,1,1
42.9,22.2,0,1,0,0,2.0,1,1
17.4,21.5,0,0,0,1,2.0,0,0
10.2,28.2,0,0,0,1,2.0,1,2
70.4,27.9,0,0,0,0,1.0,0,2
20.5,31.7,1,1,1,1,0.0,1,2
43.3,25.9,0,0,1,1,0.0,0,1
51.0,20.0,0,1,1,0,1.0,0,2
42.7,28.0,1,0,0,1,1.0,0,2
51.9,29.4,1,1,1,0,1.0,0,2
20.0,18.0,0,0,0,0,1.0,1,0
64.2,27.4,1,1,1,1,1.0,1,2
30.0,29.0,0,1,1,1,2.0,0,1
41.6,25.1,0,0,0,1,1.0,0,1
14.1,31.4,1,0,1,1,0.0,1,2
30.4,22.6,1,0,1,1,0.0,1,0
49.1,20.3,1,0,0,0,1.0,0,2
43.9,33.0,0,1,0,1,2.0,1,3
33.1,22.2,0,0,1,1,0.0,1,1
11.5,25.5,0,1,1,0,1.0,0,1
16.0,26.9,1,0,1,0,1.0,0,1
67.9,25.0,1,1,1,0,2.0,0,2
57.6,24.2,0,1,1,0,0.0,0,2
31.9,27.7,1,1,0,0,0.0,0,1
65.1,32.0,0,0,1,1,0.0,1,3
15.3,23.5,1,1,1,1,2.0,0,1
7.5,25.1,1,1,1,1,1.0,1,1
71.9,28.1,1,1,0,0,1.0,0,2
39.1,20.8,1,1,1,1,2.0,1,1
68.4,29.3,1,1,1,0,2.0,1,2
39.9,29.4,1,1,0,1,1.0,1,2
35.8,23.5,1,1,1,0,1.0,1,1
52.7,26.4,0,1,1,1,0.0,0,2
35.5,26.6,1,0,1,0,1.0,1,1
34.3,19.5,1,1,0,0,1.0,1,1
40.2,18.0,0,0,1,1,0.0,0,1
17.2,21.4,0,0,1,0,1.0,0,0
31.7,34.5,0,1,1,1,0.0,1,2
52.3,26.5,1,0,0,0,1.0,1,2
35.3,28.2,0,1,1,1,1.0,1,1
47.6,20.8,1,1,0,0,1.0,0,2
70.2,18.8,0,1,0,0,0.0,0,2
48.8,26.8,0,0,0,1,2.0,1,2
36.9,18.4,0,0,1,1,1.0,0,1
65.9,34.2,1,0,0,0,0.0,1,3
58.5,31.1,0,0,1,0,2.0,1,3
30.4,30.8,1,1,0,0,0.0,1,2
51.2,27.9,1,0,0,1,1.0,1,2
37.6,29.9,0,1,1,1,2.0,1,2
45.0,26.9,1,1,0,1,1.0,0,2
46.3,19.6,0,1,0,1,0.0,1,1
38.6,28.5,0,1,0,0,1.0,1,2
32.2,32.2,0,0,1,1,1.0,0,2
23.1,26.5,1,0,0,0,1.0,1,0
22.8,30.6,0,1,1,1,1.0,1,1
66.0,21.3,1,0,1,1,1.0,1,2
26.0,30.8,1,0,1,1,1.0,1,1
39.6,25.5,0,1,1,1,1.0,0,1
2.8,27.7,0,1,1,1,0.0,0,2
59.7,21.6,1,1,0,1,1.0,1,2
70.3,31.7,0,1,1,1,1.0,1,3
23.7,26.0,1,0,0,0,2.0,1,0
54.5,23.9,0,1,0,0,1.0,0,2
59.6,19.9,0,1,1,1,0.0,1,2
58.0,34.5,0,0,1,0,1.0,0,3
57.4,19.2,0,0,1,0,2.0,1,2
29.0,24.1,1,1,1,1,2.0,1,0
17.4,21.3,1,1,1,0,2.0,1,0
39.5,30.2,1,0,0,1,2.0,0,2
62.6,21.4,1,1,0,1,1.0,0,2
38.1,28.8,1,1,1,1,2.0,0,2
67.6,28.6,1,0,1,1,1.0,1,2
10.7,27.6,1,0,1,1,1.0,0,1
22.7,20.4,1,1,1,0,1.0,0,0
62.8,19.7,0,1,0,1,1.0,1,2
70.0,27.9,1,0,0,1,0.0,1,2
46.0,25.6,1,1,0,1,1.0,0,2
40.3,23.8,1,0,1,0,0.0,1,1
36.7,21.8,0,0,1,0,2.0,1,1
8.5,22.7,1,0,1,1,1.0,1,1
54.0,23.4,0,0,0,0,0.0,0,2
7.5,27.1,1,1,1,0,1.0,1,2
22.6,25.2,0,1,1,1,2.0,0,0
4.7,26.6,0,1,1,0,0.0,1,2
69.8,24.4,1,1,1,0,2.0,1,2
38.6,33.7,0,1,1,1,1.0,1,3
52.6,18.9,1,1,1,1,1.0,1,2
28.7,19.4,0,0,0,1,1.0,0,0
36.1,26.3,1,0,1,1,1.0,1,1
69.6,23.5,0,1,0,1,0.0,0,2
59.6,31.0,0,1,0,1,2.0,0,3
12.9,25.3,1,1,1,1,1.0,0,1
14.7,24.1,0,1,1,1,0.0,0,1
54.5,32.8,0,1,0,0,2.0,1,3
3.9,26.8,0,1,0,1,2.0,1,2
28.2,34.3,0,1,0,0,0.0,1,2
56.0,19.4,1,1,1,0,0.0,0,2
6.9,23.8,0,0,0,0,1.0,0,1
27.1,22.1,1,0,1,1,1.0,0,0
67.6,26.5,1,0,1,0,0.0,0,2
10.4,20.2,0,1,0,0,2.0,1,1
18.3,34.3,0,0,1,0,1.0,0,2
11.0,27.8,0,1,0,0,1.0,1,1
11.7,18.2,1,0,1,0,1.0,1,1
15.0,21.8,1,1,0,1,0.0,1,1
67.6,21.6,1,1,0,1,1.0,0,2
50.9,18.5,0,0,1,0,0.0,1,2
60.9,29.4,1,1,0,1,1.0,1,2
3.3,18.5,1,1,0,1,2.0,0,1
12.4,27.2,0,1,0,1,2.0,0,1
61.6,24.8,1,1,0,1,2.0,1,2
16.4,19.3,0,0,0,0,0.0,1,0
7.9,30.4,0,0,1,0,1.0,0,2
24.9,21.2,1,1,0,1,1.0,0,0
26.9,32.0,0,0,0,1,1.0,1,2
44.1,18.3,0,0,0,1,2.0,0,1
32.2,32.0,1,0,0,0,2.0,1,2
20.1,19.6,0,0,0,1,1.0,0,0
35.5,33.2,0,0,0,1,2.0,0,2
34.7,22.9,1,1,0,1,0.0,1,1
26.0,32.5,0,0,1,0,1.0,0,2
52.8,22.7,1,0,0,1,0.0,1,2
26.4,33.8,1,1,0,0,1.0,1,2
32.1,26.0,1,1,1,0,1.0,0,1
20.7,23.1,0,0,1,1,0.0,1,0
34.6,19.2,0,1,1,1,2.0,0,1
25.3,24.9,0,1,0,0,0.0,1,0
31.3,23.2,0,0,1,0,1.0,0,0
28.3,23.9,1,1,1,1,1.0,1,0
41.6,34.8,0,0,0,1,0.0,0,3
63.5,20.4,0,1,1,0,1.0,1,2
56.9,24.4,1,0,0,0,2.0,1,2
48.8,20.3,0,0,1,0,0.0,1,2
48.7,32.5,0,0,1,1,1.0,1,3
29.8,22.2,1,0,0,0,1.0,0,0
71.5,32.3,0,1,1,0,1.0,1,3
24.9,20.9,0,1,1,1,0.0,1,0
8.1,30.7,1,1,1,1,1.0,0,2
59.4,30.2,1,0,0,0,1.0,0,3
54.2,22.8,0,1,1,0,0.0,0,2
7.2,31.2,1,1,0,0,1.0,1,2
40.0,33.6,1,0,1,1,1.0,0,3
3.8,18.9,1,0,0,1,0.0,1,1
59.7,19.3,0,0,0,1,0.0,0,2
12.2,27.6,1,0,1,0,1.0,1,1
18.0,19.2,0,1,0,0,0.0,0,0
50.4,20.4,0,0,0,1,1.0,0,2
52.3,25.2,1,1,1,1,0.0,1,2
24.5,26.2,1,0,0,0,2.0,1,0
45.6,32.0,1,1,1,1,1.0,0,3
4.1,19.5,1,0,0,0,1.0,1,1
71.7,27.9,1,0,1,0,1.0,0,2
20.5,19.8,1,0,1,1,1.0,0,0
59.0,22.7,0,1,0,1,2.0,1,2
21.2,31.2,0,0,0,1,0.0,0,2
14.0,30.0,1,1,1,1,1.0,1,2
12.8,24.1,1,1,1,0,1.0,1,1
70.9,34.1,0,1,1,1,1.0,1,3
13.6,24.2,1,0,0,1,1.0,1,1
38.7,27.0,0,0,1,0,1.0,1,1
39.9,33.0,0,1,1,0,2.0,0,3
41.9,27.1,1,1,0,0,2.0,1,2
41.7,22.0,0,0,1,0,0.0,0,1
56.3,18.7,1,0,1,1,0.0,0,2
6.5,26.2,0,0,0,1,0.0,1,1
40.0,22.0,0,0,1,0,0.0,0,1
33.5,18.2,0,1,1,0,0.0,0,1
11.9,27.8,1,1,1,1,1.0,0,1
67.9,20.6,1,0,0,0,1.0,1,2
14.7,28.3,0,0,0,0,1.0,1,1
45.4,33.2,0,0,1,1,1.0,0,3
29.2,22.1,1,1,0,0,1.0,0,0
54.5,34.3,0,0,1,1,1.0,1,3
65.3,23.9,1,1,0,0,0.0,0,2
10.3,18.5,0,1,1,0,2.0,0,1
60.4,24.1,1,0,0,0,1.0,1,2
26.1,30.4,0,0,1,1,2.0,0,1
11.4,24.1,1,1,1,1,1.0,1,1
43.3,21.7,0,1,1,1,2.0,1,1
64.1,21.2,0,1,1,0,0.0,1,2
41.2,21.5,1,1,1,1,1.0,0,1
48.2,31.4,1,0,0,1,1.0,0,3
25.5,20.7,1,1,1,0,1.0,0,0
2.1,28.9,1,0,1,1,1.0,1,2
6.2,28.2,0,0,1,1,2.0,0,2
44.7,27.8,1,0,1,0,2.0,1,2
58.6,28.2,1,0,1,0,2.0,0,2
68.7,22.2,0,1,1,1,1.0,1,2
40.3,27.0,0,1,1,0,1.0,1,2
6.8,21.5,1,0,0,1,0.0,0,1
7.0,20.2,0,1,0,0,1.0,0,1
30.6,30.1,0,1,0,1,1.0,1,2
41.6,26.0,1,0,1,0,1.0,0,1
19.7,26.4,0,0,0,1,2.0,1,1
32.8,18.1,1,0,1,1,1.0,1,1
64.7,32.6,1,0,1,0,0.0,0,3
57.3,18.4,1,1,0,1,1.0,1,2
68.3,21.3,1,1,1,1,0.0,0,2
53.6,28.6,0,0,0,0,1.0,1,2
4.1,25.8,0,0,0,1,2.0,1,2
29.2,26.7,1,0,0,1,1.0,1,1
32.4,31.2,0,0,0,1,0.0,0,2
31.8,27.5,0,0,0,0,1.0,0,1
17.4,28.2,0,1,0,0,0.0,0,1
41.7,31.2,1,0,0,0,1.0,1,2
9.3,32.6,1,1,0,0,0.0,0,2
56.4,31.3,1,0,1,0,1.0,1,3
18.6,20.4,0,1,0,1,2.0,0,0
13.1,22.5,1,1,1,1,0.0,0,1
32.2,25.5,0,1,0,1,1.0,1,1
7.5,34.0,1,1,0,0,1.0,0,3
45.0,24.6,1,0,0,1,2.0,0,1
48.7,21.9,0,1,0,0,1.0,1,2
20.7,34.8,0,1,1,0,1.0,1,2
4.4,32.1,0,0,0,1,1.0,0,3
19.0,29.5,1,1,0,1,0.0,1,1
50.1,22.3,0,0,1,0,1.0,0,2
15.3,30.6,0,0,1,0,2.0,1,2
5.1,33.2,0,1,1,0,1.0,1,3
57.1,34.0,0,0,1,0,2.0,0,3
29.8,30.4,1,0,0,1,1.0,0,2
49.2,27.7,0,1,0,0,0.0,0,2
63.9,34.8,1,0,0,0,0.0,0,3
29.8,31.5,1,1,1,1,1.0,1,2
30.0,22.8,1,1,0,0,1.0,1,0
65.5,32.6,1,1,0,0,0.0,1,3
45.1,31.2,1,0,1,0,0.0,1,3
9.1,30.5,0,1,0,0,0.0,0,2
48.7,28.8,0,0,0,0,2.0,1,2
11.7,34.0,1,1,0,1,0.0,0,3
24.4,25.3,0,1,1,0,1.0,0,0
16.9,31.8,1,1,0,0,1.0,0,2
59.4,33.3,0,1,0,1,1.0,1,3
49.3,29.1,0,0,1,1,1.0,1,2
51.8,21.8,0,0,1,0,2.0,0,2
9.3,32.7,1,1,1,0,1.0,1,3
49.2,33.3,1,0,0,1,2.0,1,3
23.8,29.8,0,0,0,1,1.0,1,1
58.2,34.8,0,0,1,0,1.0,1,3
20.0,23.8,1,1,1,0,1.0,1,0
71.0,24.3,1,1,1,0,1.0,0,2
27.0,34.5,0,0,1,1,2.0,0,2
18.3,33.8,1,1,1,0,2.0,0,2
24.3,25.6,0,1,0,1,1.0,1,0
65.9,19.4,1,1,0,1,0.0,1,2
70.7,18.8,1,1,0,1,1.0,0,2
53.8,20.9,1,1,0,0,1.0,0,2
62.0,19.9,0,0,1,1,0.0,1,2
2.0,29.6,1,0,1,1,0.0,0,2
55.3,19.0,0,1,0,1,1.0,0,2
22.8,31.6,0,1,1,1,0.0,0,1
15.0,19.5,0,0,1,1,0.0,1,1
23.9,23.4,0,1,1,0,1.0,1,0
45.7,23.8,1,0,0,0,2.0,0,1
24.8,22.7,1,1,1,0,1.0,1,0
64.5,29.5,0,0,0,1,1.0,0,2
23.1,27.8,0,0,0,0,0.0,1,1
54.9,25.8,1,1,0,0,1.0,0,2
71.7,21.2,1,0,0,0,0.0,0,2
63.5,24.8,0,1,1,0,1.0,1,2
43.8,30.5,1,1,0,0,0.0,1,2
66.5,27.8,0,0,1,1,1.0,0,2
57.3,18.9,0,0,1,1,0.0,0,2
7.9,34.6,0,1,1,1,0.0,1,3
66.2,19.4,0,1,1,1,1.0,1,2
2.4,18.1,1,1,1,1,1.0,0,1
4.5,21.1,0,1,0,0,1.0,1,1
53.8,33.9,1,1,0,1,1.0,0,3
48.0,25.0,1,0,1,1,1.0,0,2
68.1,29.0,0,1,0,1,0.0,1,2
23.3,22.0,0,0,1,1,2.0,0,0
52.2,25.7,1,1,0,1,2.0,1,2
11.0,28.5,1,1,0,1,2.0,0,2
19.6,34.1,1,1,0,0,1.0,0,2
19.4,24.6,1,1,1,0,2.0,1,0
67.5,24.4,0,0,0,1,2.0,1,2
56.4,19.7,1,1,0,1,1.0,1,2
62.2,31.5,0,1,1,1,2.0,0,3
29.9,34.2,1,1,1,0,1.0,1,2
53.7,18.1,0,0,1,0,1.0,0,2
71.7,32.2,1,0,1,1,1.0,0,3
29.1,21.1,0,0,1,1,1.0,0,0
10.1,34.0,1,1,0,1,0.0,0,3
69.3,27.5,1,0,0,0,1.0,0,2
39.7,32.6,1,0,0,1,2.0,1,3
50.6,28.2,0,1,1,1,2.0,1,2
21.1,29.8,1,1,1,1,0.0,0,1
