velocidade_centrifuga_rpm,tempo_centrifugacao_min,limpeza_equipamento_pre_turno,lubrificante_grau_alimentar,vazamento_lubrificante,uso_epi,higiene_das_maos,inspecao_fragmentos_cera_pos_centrifuga,lote_identificado,probabilidade
755.0,18.6,1,0,0,0,0,0,1,2
797.0,6.5,1,0,1,0,1,1,0,3
766.0,11.0,1,1,0,2,1,1,1,0
726.0,17.8,0,0,0,2,1,1,1,2
743.0,8.9,1,1,1,1,0,0,0,2
329.0,9.5,0,1,0,2,1,1,1,0
774.0,6.3,1,1,0,2,0,0,1,0
662.0,13.4,1,0,1,0,0,1,1,3
384.0,9.1,0,1,0,1,1,0,1,0
474.0,16.2,0,1,1,1,1,0,1,2
391.0,13.1,0,1,0,0,0,0,1,0
615.0,12.5,1,0,0,1,0,1,1,2
276.0,14.6,1,0,0,0,1,1,1,2
385.0,2.8,1,1,0,1,1,0,0,0
634.0,6.3,1,0,0,1,0,0,1,2
674.0,8.6,1,1,1,0,0,1,1,2
499.0,16.5,0,0,0,2,1,1,0,2
567.0,3.2,1,0,0,2,1,0,0,2
649.0,7.8,1,0,0,2,0,1,0,2
484.0,14.6,1,0,1,2,1,1,0,3
573.0,13.1,1,1,0,1,1,1,1,0
277.0,16.4,1,0,0,2,0,1,0,2
773.0,9.4,0,0,1,0,1,0,0,3
329.0,6.4,1,1,0,1,1,1,0,0
470.0,10.3,1,0,0,1,0,0,1,2
745.0,8.2,0,1,1,2,0,0,0,2
429.0,8.4,1,0,1,0,0,1,1,3
327.0,11.6,1,0,1,1,1,1,0,3
709.0,8.3,0,0,0,1,1,1,0,2
269.0,4.4,0,1,0,0,0,1,0,0
692.0,2.7,0,1,0,0,1,0,1,0
281.0,11.5,1,0,0,0,0,1,1,2
216.0,7.2,1,0,0,0,1,1,1,2
325.0,15.8,0,1,1,2,0,1,0,2
396.0,13.0,1,0,0,2,0,0,1,2
443.0,16.4,0,0,0,2,0,1,1,2
680.0,7.6,1,0,0,2,1,0,0,2
724.0,12.8,0,0,0,2,0,1,1,2
412.0,19.3,0,1,1,2,0,0,1,2
300.0,6.3,0,1,0,1,1,1,1,0
435.0,19.1,1,0,1,0,1,1,1,3
664.0,5.2,0,1,0,0,1,0,0,0
776.0,4.7,1,1,1,1,1,1,1,2
380.0,15.2,0,1,1,0,1,0,0,2
220.0,19.7,1,1,1,1,0,1,0,2
727.0,16.6,1,1,0,0,0,1,0,0
399.0,3.1,0,0,0,0,0,1,0,2
586.0,5.2,1,0,1,2,1,1,1,3
285.0,14.5,0,1,1,1,0,1,1,2
473.0,17.5,1,0,1,1,0,1,1,3
458.0,10.1,1,0,0,2,1,0,1,2
563.0,13.9,1,0,0,2,1,1,0,2
570.0,9.8,1,0,1,1,1,1,1,3
475.0,10.6,0,0,1,0,1,0,1,3
786.0,17.2,0,0,0,0,1,0,1,2
782.0,16.5,1,1,1,0,1,1,1,2
325.0,12.6,1,1,1,0,1,1,0,2
468.0,5.7,0,0,0,0,0,0,1,2
471.0,10.1,0,1,1,0,1,0,0,2
448.0,14.6,0,1,0,2,1,1,0,0
220.0,2.8,0,0,0,1,1,0,0,2
561.0,13.0,0,0,1,1,1,1,1,3
367.0,13.2,0,0,0,1,0,1,0,2
207.0,12.6,0,1,0,1,1,1,1,0
608.0,10.9,0,1,1,2,1,1,1,2
719.0,10.0,0,0,1,0,0,0,1,3
220.0,13.9,1,0,1,1,0,1,0,3
696.0,8.5,0,0,1,1,0,1,1,3
567.0,18.3,1,0,0,1,0,0,1,2
400.0,2.8,1,1,0,1,1,1,1,0
553.0,18.2,1,0,1,0,0,1,1,3
506.0,18.1,0,1,1,0,0,0,0,2
587.0,14.4,0,0,1,0,1,1,0,3
511.0,16.7,0,1,1,0,0,0,1,2
459.0,10.2,0,0,1,2,0,1,1,3
214.0,6.4,0,0,1,1,1,0,0,3
412.0,9.8,1,0,0,0,0,1,0,2
393.0,17.1,1,1,0,0,1,1,0,0
320.0,12.6,1,1,0,2,0,1,1,0
372.0,17.5,0,1,1,1,0,1,1,2
781.0,16.0,0,1,0,2,1,0,0,0
332.0,5.4,1,1,1,2,0,0,1,2
259.0,16.7,0,1,1,2,0,1,0,2
720.0,2.1,0,1,0,0,0,1,1,0
509.0,19.5,1,1,1,0,1,0,0,2
752.0,6.7,1,0,0,0,1,0,1,2
222.0,7.3,1,1,1,2,0,1,0,2
528.0,7.9,1,0,0,2,0,0,0,2
384.0,19.0,0,1,0,0,0,0,0,0
415.0,13.9,0,1,1,2,1,1,1,2
645.0,7.2,0,1,1,0,1,0,1,2
646.0,7.7,1,0,0,1,1,1,1,2
485.0,17.0,0,1,0,1,0,0,0,0
221.0,3.4,1,0,0,2,0,0,1,2
761.0,16.3,1,0,1,0,0,0,1,3
205.0,15.5,1,1,1,0,1,0,0,2
517.0,8.3,1,1,0,2,1,0,0,0
321.0,13.1,0,1,0,1,0,0,1,0
497.0,16.4,1,0,1,2,0,0,1,3
247.0,4.4,0,1,0,0,1,0,1,0
214.0,19.1,1,0,1,2,1,1,1,3
707.0,6.2,0,1,0,1,0,0,0,0
331.0,13.8,1,0,1,0,0,0,0,3
353.0,14.0,0,0,0,2,1,0,1,2
211.0,5.7,0,0,0,0,0,0,1,2
686.0,4.0,1,0,1,1,0,1,1,3
538.0,15.8,1,1,0,1,1,1,0,0
686.0,9.4,0,0,1,1,0,1,1,3
465.0,14.0,1,1,0,2,1,0,0,0
584.0,3.0,1,0,0,2,1,1,0,2
517.0,16.0,0,1,1,2,0,0,1,2
666.0,16.1,0,1,0,0,0,1,1,0
405.0,9.9,1,0,1,0,0,1,1,3
270.0,6.8,1,1,0,2,1,1,1,0
340.0,2.8,0,0,1,2,1,0,0,3
534.0,7.1,0,1,1,1,0,1,1,2
366.0,9.2,1,0,0,1,1,0,0,2
300.0,6.4,1,1,0,2,1,1,0,0
732.0,2.6,1,1,1,0,1,1,1,2
393.0,4.1,1,1,0,2,1,1,0,0
221.0,13.3,0,1,0,0,0,0,0,0
545.0,6.9,0,1,1,1,1,1,1,2
646.0,17.1,1,0,1,2,1,0,1,3
303.0,5.6,1,1,1,0,1,1,1,2
499.0,4.8,1,1,0,2,0,1,0,0
263.0,9.0,0,1,1,0,1,0,1,2
316.0,13.4,1,0,1,0,1,0,0,3
355.0,17.5,1,0,1,0,1,1,1,3
677.0,15.4,0,1,1,0,0,0,0,2
309.0,13.3,1,1,0,0,0,0,0,0
256.0,8.3,1,1,1,2,1,1,0,2
422.0,19.8,0,1,1,2,0,0,1,2
790.0,6.7,1,0,1,0,1,0,0,3
524.0,5.9,0,0,0,2,0,0,0,2
516.0,12.8,1,1,0,0,0,0,1,0
676.0,16.3,0,1,1,0,0,0,0,2
482.0,19.5,0,1,1,1,0,0,0,2
632.0,9.0,1,0,1,2,1,0,0,3
240.0,9.0,1,0,1,1,0,1,1,3
366.0,16.7,1,1,1,1,1,1,1,2
455.0,18.3,0,0,1,0,1,1,0,3
399.0,12.4,0,1,0,1,0,0,1,0
220.0,2.1,1,0,0,2,1,0,0,2
497.0,11.1,0,0,0,2,1,0,1,2
359.0,9.1,0,1,0,2,0,0,1,0
468.0,10.5,0,1,0,0,0,1,0,0
718.0,5.3,0,1,0,0,1,0,0,0
270.0,14.2,1,0,1,1,1,0,1,3
502.0,19.9,1,0,1,2,1,0,1,3
422.0,13.9,1,1,0,2,0,0,1,0
384.0,6.9,0,0,1,1,0,0,0,3
436.0,9.8,0,0,0,1,1,0,0,2
272.0,13.4,1,0,1,0,0,0,0,3
542.0,15.7,1,1,0,2,1,1,1,0
466.0,17.8,0,0,0,0,1,0,1,2
734.0,10.2,1,1,1,0,0,0,0,2
232.0,18.8,0,1,0,1,1,0,0,0
620.0,18.5,1,1,0,1,0,0,1,0
223.0,15.3,1,1,0,1,1,0,0,0
479.0,17.9,0,1,0,0,0,0,0,0
410.0,12.5,1,1,0,1,1,0,0,0
330.0,2.0,1,0,0,1,0,0,1,2
791.0,10.9,0,0,1,1,0,1,0,3
514.0,10.9,1,1,1,2,1,0,0,2
748.0,3.3,1,1,1,1,1,0,1,2
533.0,7.7,0,0,1,0,1,0,0,3
777.0,9.1,0,0,0,0,1,0,0,2
771.0,14.0,0,1,1,0,0,1,1,2
241.0,11.2,1,0,0,1,1,1,1,2
364.0,2.3,0,0,1,2,0,0,0,3
745.0,19.6,0,0,1,2,1,0,1,3
394.0,8.0,0,1,0,2,1,1,1,0
491.0,9.5,0,1,1,2,0,1,1,2
332.0,12.8,0,0,1,0,0,0,0,3
701.0,19.3,1,0,0,1,0,1,1,2
404.0,8.4,1,1,0,1,1,0,0,0
553.0,8.9,0,0,1,2,0,1,1,3
493.0,11.8,0,0,1,0,0,0,0,3
586.0,5.9,1,0,0,2,0,0,0,2
592.0,4.2,0,1,0,1,0,1,0,0
315.0,11.2,1,0,0,2,0,0,1,2
345.0,19.2,1,0,0,1,1,0,1,2
391.0,10.6,0,0,1,0,0,1,0,3
676.0,9.0,1,1,1,2,1,1,1,2
448.0,3.6,1,0,1,0,1,1,1,3
576.0,12.1,0,0,0,0,0,1,1,2
421.0,11.0,0,0,1,2,1,0,1,3
201.0,9.4,1,1,0,2,1,1,0,0
524.0,15.6,0,0,0,1,1,1,1,2
416.0,6.1,1,0,0,0,0,1,1,2
701.0,16.7,0,1,0,1,0,1,1,0
699.0,16.2,0,1,0,1,1,1,1,0
592.0,3.5,0,0,0,1,1,0,1,2
260.0,19.5,1,1,0,0,0,0,1,0
590.0,6.0,1,1,1,0,1,0,1,2
468.0,11.1,0,0,0,1,0,0,0,2
770.0,8.5,0,0,0,0,1,1,1,2
510.0,12.7,0,0,0,2,1,0,0,2
358.0,11.7,0,0,1,0,0,0,1,3
561.0,19.8,1,0,0,2,0,1,0,2
528.0,18.6,0,1,0,1,0,0,0,0
418.0,6.7,0,0,1,1,1,0,1,3
617.0,8.3,0,0,1,1,1,0,1,3
500.0,17.9,0,0,1,0,1,0,0,3
472.0,13.3,1,0,0,0,1,0,1,2
781.0,16.1,0,1,0,1,1,1,0,0
520.0,12.3,0,0,1,1,0,1,1,3
497.0,19.1,0,1,0,1,0,0,1,0
688.0,11.4,0,1,0,0,1,1,0,0
647.0,11.4,0,1,0,0,0,0,0,0
282.0,5.2,1,1,0,1,0,1,0,0
506.0,6.8,0,0,0,2,0,1,0,2
394.0,19.2,1,0,0,1,1,1,0,2
586.0,13.4,1,0,0,1,0,1,1,2
424.0,10.6,0,0,1,1,1,1,1,3
583.0,16.4,0,0,0,0,1,0,1,2
493.0,18.3,0,0,1,2,1,0,1,3
491.0,12.2,1,1,1,2,0,0,1,2
774.0,16.5,1,0,1,0,1,0,0,3
746.0,6.2,0,0,0,0,1,1,0,2
791.0,5.9,0,0,0,0,1,0,0,2
588.0,2.4,0,1,0,2,1,0,1,0
627.0,5.7,1,1,1,1,0,0,1,2
315.0,16.1,0,0,0,1,1,0,1,2
241.0,12.9,1,1,0,2,1,0,1,0
343.0,16.2,1,1,0,1,0,0,0,0
406.0,11.0,1,0,1,2,0,1,1,3
249.0,8.5,1,1,1,0,0,0,0,2
462.0,4.0,0,1,0,1,1,1,0,0
449.0,9.0,0,1,1,0,0,0,1,2
566.0,17.8,1,0,0,2,0,1,0,2
726.0,9.3,0,0,0,2,1,0,0,2
740.0,12.2,0,1,1,1,0,0,1,2
587.0,18.4,0,1,0,1,0,0,1,0
744.0,13.6,0,1,0,2,0,0,1,0
333.0,12.7,0,1,1,1,1,0,1,2
529.0,18.8,0,1,1,1,0,0,1,2
736.0,7.7,1,1,0,2,1,1,0,0
762.0,19.6,1,1,1,0,1,0,1,2
797.0,17.6,0,0,1,2,0,0,0,3
686.0,12.1,1,1,1,2,1,0,0,2
240.0,9.1,0,0,1,0,1,1,1,3
673.0,4.1,1,1,1,1,1,1,0,2
271.0,9.0,0,0,1,1,0,1,0,3
686.0,8.8,0,1,1,1,0,1,1,2
298.0,6.8,0,0,1,0,1,0,0,3
641.0,10.7,0,0,1,2,0,1,0,3
711.0,19.6,1,0,1,2,1,0,0,3
282.0,8.8,1,0,1,1,1,1,1,3
215.0,7.7,0,1,1,1,1,1,1,2
658.0,7.0,1,0,1,0,1,0,1,3
543.0,2.6,1,0,0,2,0,0,1,2
409.0,4.7,1,1,0,0,1,0,1,0
432.0,6.1,1,1,0,1,0,0,0,0
254.0,17.4,0,0,1,0,0,0,1,3
654.0,15.9,1,0,1,2,0,1,0,3
740.0,15.1,1,1,1,2,1,1,1,2
302.0,5.0,0,0,1,1,1,0,0,3
532.0,19.6,0,0,0,1,1,0,0,2
658.0,19.2,1,1,0,0,0,0,0,0
391.0,13.8,0,0,1,1,1,1,0,3
766.0,19.1,1,1,1,1,0,0,0,2
379.0,16.1,0,0,1,0,1,1,1,3
787.0,4.3,1,1,1,1,1,0,0,2
264.0,12.3,1,0,1,0,1,1,0,3
234.0,7.4,0,0,1,1,1,1,0,3
493.0,7.8,0,0,0,1,1,0,0,2
214.0,15.1,0,0,1,1,0,1,1,3
676.0,13.3,1,0,1,0,0,1,1,3
636.0,12.1,1,0,1,0,1,1,0,3
206.0,19.9,0,0,0,1,0,1,1,2
254.0,6.7,1,1,1,0,1,0,1,2
475.0,17.7,0,1,1,1,1,1,1,2
783.0,14.4,0,1,1,2,0,1,0,2
696.0,2.5,1,0,1,2,0,1,1,3
415.0,10.5,1,0,0,0,1,0,0,2
388.0,4.8,1,0,1,2,1,1,0,3
637.0,4.1,1,1,0,2,0,0,0,0
382.0,14.5,1,0,1,2,1,0,1,3
622.0,18.0,1,0,1,1,1,1,1,3
225.0,14.2,0,1,0,2,1,1,1,0
695.0,8.1,0,0,0,1,1,1,1,2
311.0,2.8,1,0,0,1,1,0,0,2
418.0,10.4,1,0,1,1,1,1,0,3
628.0,5.5,0,1,1,2,1,0,1,2
331.0,16.9,1,1,0,2,1,0,1,0
799.0,8.3,0,1,0,1,1,1,0,0
406.0,18.2,1,0,0,1,0,0,1,2
538.0,4.2,0,0,0,1,1,0,1,2
716.0,3.1,0,1,1,1,0,1,1,2
784.0,2.1,0,1,1,1,1,1,0,2
743.0,19.6,0,0,0,2,0,1,0,2
748.0,10.5,1,1,1,2,0,1,0,2
636.0,15.0,0,1,1,2,1,1,1,2
261.0,3.9,0,0,0,2,1,1,0,2
345.0,3.9,1,1,0,0,1,0,1,0
606.0,6.8,1,0,1,0,0,1,1,3
592.0,4.0,1,1,1,0,1,0,1,2
581.0,2.8,1,1,0,0,1,0,0,0
275.0,3.2,0,0,1,0,1,0,1,3
356.0,9.7,0,0,1,0,1,1,0,3
575.0,9.7,1,1,1,0,0,1,0,2
481.0,11.0,0,1,0,2,0,1,0,0
581.0,13.1,0,0,1,1,1,0,1,3
350.0,7.0,1,0,1,1,0,1,0,3
521.0,11.5,0,0,1,0,1,1,0,3
216.0,19.8,1,0,0,1,0,0,0,2
228.0,13.7,0,1,1,2,0,0,1,2
382.0,16.7,1,1,1,2,0,0,0,2
207.0,17.8,0,1,1,0,1,0,0,2
442.0,6.0,0,0,1,0,0,0,0,3
389.0,5.9,0,0,1,0,0,1,0,3
499.0,5.8,0,1,1,2,0,1,1,2
256.0,9.2,1,1,1,2,0,1,0,2
471.0,18.8,1,1,1,0,0,0,0,2
301.0,17.6,0,0,0,2,0,0,1,2
462.0,9.7,0,0,0,1,0,0,0,2
320.0,10.4,1,0,0,1,0,0,0,2
597.0,17.6,0,0,1,0,0,1,0,3
317.0,12.0,0,1,1,0,0,0,1,2
220.0,8.8,1,0,1,0,1,0,1,3
788.0,3.0,0,1,1,1,1,1,1,2
617.0,9.9,0,0,1,1,1,0,1,3
665.0,5.5,0,0,1,0,1,0,1,3
230.0,2.9,1,1,1,2,1,1,0,2
595.0,3.1,0,0,0,0,0,0,0,2
519.0,12.6,1,1,0,1,0,0,0,0
752.0,9.7,0,1,1,1,1,0,0,2
618.0,17.0,1,0,1,1,0,1,0,3
323.0,13.3,1,1,0,2,1,1,0,0
297.0,3.2,1,1,1,2,0,1,1,2
336.0,10.7,0,0,0,2,1,1,0,2
565.0,12.7,0,0,1,0,0,0,0,3
467.0,17.1,0,1,1,1,1,1,0,2
774.0,19.4,1,1,0,2,1,1,1,0
651.0,9.9,1,1,1,1,1,0,1,2
272.0,6.4,0,1,0,2,1,0,1,0
770.0,10.9,0,0,0,1,1,0,1,2
654.0,5.8,0,1,0,0,0,0,1,0
217.0,6.9,1,0,0,0,1,0,1,2
742.0,4.6,1,0,0,1,1,0,0,2
594.0,13.6,0,0,0,2,0,0,1,2
421.0,14.5,1,0,0,2,0,1,1,2
234.0,8.6,0,1,0,2,0,1,1,0
682.0,2.2,0,1,1,1,1,0,0,2
328.0,12.9,0,0,0,2,1,1,0,2
483.0,6.2,1,1,1,2,0,1,0,2
773.0,4.1,1,1,0,2,0,1,1,0
656.0,10.9,0,1,0,0,0,0,0,0
534.0,7.9,1,0,0,0,1,1,0,2
426.0,8.8,0,0,1,0,1,0,0,3
596.0,15.8,0,1,1,0,1,0,1,2
560.0,17.9,1,0,1,2,1,1,1,3
347.0,17.1,0,0,0,1,1,1,0,2
681.0,12.5,0,1,0,1,0,1,0,0
272.0,4.6,1,1,0,0,1,0,1,0
327.0,8.5,1,1,0,2,0,1,1,0
286.0,10.3,0,1,0,1,0,1,0,0
565.0,11.9,1,1,0,2,0,1,1,0
222.0,4.7,1,1,0,0,0,0,1,0
774.0,7.4,1,1,0,2,0,1,1,0
575.0,17.1,1,1,1,1,1,1,1,2
740.0,19.8,1,1,0,1,0,0,1,0
274.0,6.1,1,0,0,2,0,0,1,2
326.0,15.6,0,0,1,1,0,0,1,3
652.0,6.9,0,1,1,0,0,1,0,2
706.0,4.6,1,0,1,0,1,1,1,3
361.0,4.6,1,1,0,0,1,0,0,0
634.0,17.1,1,1,1,1,1,1,0,2
707.0,10.3,0,0,0,1,0,1,1,2
381.0,13.4,0,1,1,2,0,1,0,2
410.0,18.0,1,1,1,2,1,0,0,2
445.0,12.7,0,1,1,0,1,1,1,2
656.0,2.0,1,1,0,1,0,0,1,0
413.0,13.1,0,0,1,0,1,0,0,3
264.0,3.2,1,1,1,1,1,1,0,2
536.0,10.2,0,0,0,1,0,1,1,2
232.0,15.9,0,1,1,1,1,1,0,2
535.0,17.1,0,1,1,1,1,0,1,2
379.0,9.5,0,0,0,2,0,1,0,2
613.0,12.6,1,1,0,0,0,1,0,0
310.0,16.1,0,1,1,2,1,1,0,2
649.0,7.3,1,0,0,1,0,1,0,2
757.0,12.4,1,0,0,2,1,1,1,2
646.0,6.0,0,0,1,0,0,0,1,3
380.0,5.9,1,1,1,2,1,1,0,2
526.0,6.6,0,0,1,2,0,0,1,3
703.0,10.5,1,0,0,2,1,1,1,2
673.0,3.7,0,0,1,1,1,0,0,3
233.0,15.7,1,1,0,2,0,0,0,0
237.0,7.7,0,1,1,1,1,0,0,2
266.0,16.5,1,0,0,1,0,0,0,2
475.0,4.1,1,1,1,0,0,0,1,2
308.0,14.3,1,1,0,0,1,1,0,0
621.0,18.9,0,0,0,0,0,0,0,2
739.0,18.2,0,0,0,0,0,1,0,2
213.0,18.2,0,0,1,1,0,1,0,3
646.0,6.3,0,1,0,2,1,0,1,0
223.0,11.2,0,1,0,0,1,0,0,0
247.0,19.5,0,0,1,0,1,1,1,3
460.0,4.0,1,1,1,0,0,0,1,2
800.0,17.4,1,0,1,0,0,0,1,3
378.0,13.7,1,1,0,0,0,0,0,0
507.0,7.2,0,1,0,1,0,1,1,0
786.0,6.2,1,0,0,2,1,0,0,2
578.0,19.5,1,1,1,2,0,0,0,2
418.0,2.8,0,1,0,2,1,1,1,0
396.0,12.9,0,1,0,0,1,0,1,0
369.0,7.9,0,0,0,1,1,1,1,2
249.0,15.1,0,0,0,1,0,1,0,2
262.0,17.5,0,0,1,1,1,0,1,3
638.0,16.8,0,1,0,1,0,0,0,0
534.0,17.1,0,0,0,1,0,1,1,2
278.0,18.9,0,0,1,1,0,1,0,3
442.0,16.3,0,0,1,2,0,1,1,3
340.0,12.7,0,1,1,1,0,0,1,2
452.0,6.1,1,1,1,0,1,0,0,2
574.0,7.1,0,1,1,0,1,1,0,2
274.0,5.2,0,1,0,0,0,0,1,0
631.0,14.1,1,0,1,2,1,1,1,3
223.0,3.3,1,0,0,1,0,0,1,2
206.0,3.9,0,1,0,0,0,1,1,0
708.0,11.2,0,1,1,2,1,0,0,2
628.0,8.0,1,1,0,0,0,1,0,0
250.0,18.5,1,1,1,0,1,1,0,2
237.0,16.9,0,0,0,0,1,1,1,2
697.0,9.2,1,0,1,0,1,0,1,3
254.0,18.1,1,1,0,2,0,0,1,0
647.0,12.5,0,0,0,0,1,0,1,2
575.0,10.4,1,0,1,2,1,1,1,3
705.0,16.7,1,1,1,0,1,1,0,2
472.0,19.7,0,0,0,2,1,0,1,2
547.0,15.2,1,0,0,2,1,0,0,2
283.0,14.6,0,0,0,0,1,0,0,2
731.0,16.0,0,0,1,1,0,0,0,3
416.0,9.8,1,1,0,1,1,0,1,0
336.0,15.6,0,1,0,2,1,1,0,0
218.0,11.1,0,1,1,2,1,1,1,2
472.0,18.2,1,1,1,0,1,0,0,2
201.0,17.5,0,0,0,1,0,1,1,2
571.0,3.9,1,1,1,2,0,0,1,2
643.0,9.9,0,1,1,0,1,1,0,2
267.0,14.6,0,1,0,2,1,1,1,0
480.0,3.9,0,0,1,1,0,1,0,3
476.0,7.9,1,1,1,1,1,0,1,2
282.0,8.4,0,1,1,2,1,0,0,2
506.0,13.9,1,1,1,0,0,0,0,2
595.0,3.5,0,0,1,1,0,0,0,3
622.0,17.3,1,1,1,0,0,1,0,2
277.0,9.4,1,1,1,0,0,1,1,2
637.0,2.2,1,0,1,1,1,0,1,3
598.0,18.8,0,1,1,1,1,0,1,2
291.0,13.0,1,0,0,2,1,1,1,2
319.0,5.2,1,1,0,2,1,1,1,0
394.0,17.1,0,1,1,0,1,1,1,2
641.0,16.6,0,0,1,1,0,0,0,3
397.0,17.5,0,1,1,2,1,0,1,2
654.0,12.6,0,1,1,0,0,1,1,2
602.0,12.7,0,1,1,0,0,0,0,2
639.0,17.3,0,0,0,1,0,1,0,2
244.0,13.3,0,1,0,2,1,1,0,0
466.0,2.0,0,0,0,1,1,0,1,2
302.0,14.0,0,0,1,1,1,1,1,3
247.0,19.0,0,1,1,2,0,1,0,2
376.0,11.5,0,0,1,1,1,1,0,3
585.0,4.8,0,0,1,1,1,1,0,3
635.0,19.9,0,1,1,0,0,0,0,2
744.0,10.4,0,1,0,1,1,1,0,0
632.0,8.1,0,1,1,1,1,1,0,2
251.0,18.2,1,1,1,1,1,0,0,2
624.0,14.3,1,0,0,1,1,0,1,2
251.0,10.0,0,0,1,1,0,1,0,3
698.0,8.7,1,1,1,1,0,0,0,2
223.0,18.1,0,1,1,2,0,1,0,2
530.0,7.7,0,0,0,2,1,1,0,2
692.0,10.1,0,0,1,0,1,0,1,3
418.0,9.3,0,1,0,0,1,1,1,0
450.0,19.5,0,0,1,1,1,0,0,3
595.0,17.8,0,1,0,2,0,0,1,0
393.0,14.5,0,1,1,0,0,0,1,2
768.0,12.6,0,1,1,1,1,1,1,2
319.0,11.0,0,0,1,1,0,1,0,3
222.0,3.9,1,0,0,2,1,1,0,2
764.0,18.2,1,0,0,1,0,1,0,2
477.0,19.6,1,1,0,0,1,1,0,0
686.0,15.4,0,1,1,2,0,0,1,2
603.0,7.1,0,1,1,2,1,1,1,2
670.0,9.0,1,0,1,1,0,1,0,3
412.0,16.6,1,0,0,0,1,1,0,2
768.0,17.0,1,1,1,0,0,0,1,2
359.0,7.5,1,1,1,2,1,1,1,2
574.0,14.2,1,1,1,0,1,1,1,2
517.0,19.0,0,0,1,2,0,1,1,3
239.0,15.2,0,0,0,0,0,1,1,2
688.0,9.3,1,0,1,1,1,0,0,3
255.0,11.0,0,0,0,2,0,0,1,2
662.0,15.8,0,1,1,1,0,0,1,2
469.0,2.5,0,0,0,1,1,1,0,2
613.0,17.7,1,0,0,2,0,1,0,2
433.0,4.7,1,0,1,1,0,0,1,3
599.0,18.0,0,0,0,2,1,0,0,2
583.0,19.9,0,0,1,2,0,1,1,3
440.0,2.9,0,0,0,2,1,1,0,2
712.0,19.3,1,0,0,0,1,1,0,2
767.0,6.1,0,1,1,2,0,0,1,2
768.0,10.4,0,1,0,1,1,1,0,0
684.0,3.5,1,1,1,0,0,1,1,2
306.0,6.2,0,0,0,0,1,0,0,2
779.0,6.4,0,0,0,0,0,1,1,2
546.0,5.3,0,1,0,1,1,0,1,0
329.0,17.2,1,1,1,0,0,0,0,2
557.0,19.6,1,0,0,0,1,0,0,2
563.0,7.5,0,0,1,1,0,1,0,3
459.0,15.3,0,1,0,2,1,0,1,0
266.0,4.7,0,1,0,1,0,0,0,0
599.0,19.0,0,0,0,1,0,1,0,2
301.0,14.6,0,0,1,0,0,0,1,3
357.0,14.6,1,1,1,0,0,1,0,2
674.0,6.4,1,0,0,0,0,0,1,2
600.0,11.5,1,1,1,2,1,1,1,2
290.0,9.3,1,0,1,0,1,0,1,3
540.0,17.6,1,0,0,1,1,0,0,2
358.0,13.8,0,1,1,0,1,1,0,2
633.0,7.0,1,0,1,2,0,0,0,3
410.0,3.9,1,1,1,1,0,0,1,2
319.0,16.5,1,0,1,0,0,0,0,3
404.0,3.2,1,1,0,1,1,0,0,0
727.0,10.3,0,0,1,2,1,0,0,3
229.0,13.7,0,0,0,2,0,1,1,2
639.0,12.8,0,0,0,1,1,1,0,2
760.0,4.2,0,1,1,2,0,0,1,2
354.0,13.7,1,1,1,0,0,0,0,2
297.0,6.3,1,0,0,2,1,1,1,2
763.0,12.0,0,1,0,2,0,1,1,0
444.0,6.5,0,1,0,0,1,1,0,0
324.0,9.0,0,1,0,2,0,0,1,0
389.0,15.4,0,1,0,1,1,0,1,0
510.0,6.6,0,1,0,2,0,1,1,0
450.0,17.3,1,0,1,2,1,1,0,3
518.0,10.2,1,1,0,0,0,0,0,0
433.0,19.9,1,0,1,2,0,1,1,3
518.0,13.0,0,1,0,2,0,1,1,0
742.0,4.9,0,1,1,0,1,0,1,2
692.0,15.5,1,1,0,0,0,1,1,0
557.0,13.0,0,1,1,1,0,1,0,2
453.0,4.1,0,1,0,0,1,0,0,0
709.0,3.2,0,1,1,0,0,0,1,2
413.0,16.8,1,0,1,2,1,1,1,3
728.0,10.8,1,1,0,0,1,0,0,0
313.0,14.5,1,1,0,2,1,0,0,0
362.0,11.0,0,1,0,2,0,1,1,0
560.0,16.9,0,0,1,2,1,1,0,3
619.0,4.9,0,0,0,1,1,1,1,2
752.0,4.0,1,1,1,1,0,0,0,2
455.0,9.0,0,1,0,2,1,1,0,0
447.0,11.4,0,0,0,0,0,0,0,2
241.0,13.2,0,1,0,2,0,0,0,0
607.0,6.2,1,0,0,2,0,0,1,2
671.0,15.6,1,1,1,1,1,1,0,2
206.0,15.2,0,1,0,1,1,1,1,0
585.0,10.8,0,1,0,0,0,0,0,0
379.0,10.5,0,0,1,2,0,0,0,3
650.0,14.9,1,0,0,0,0,0,1,2
243.0,20.0,1,1,0,1,0,1,0,0
495.0,8.8,0,1,1,1,0,1,0,2
723.0,6.9,1,0,1,1,1,0,1,3
789.0,10.6,0,1,1,1,1,0,0,2
632.0,6.4,1,0,1,1,1,0,0,3
251.0,3.1,0,0,0,0,1,1,0,2
525.0,19.2,0,1,1,2,1,0,0,2
517.0,8.3,1,1,1,1,1,1,0,2
493.0,11.2,1,0,1,1,0,0,0,3
482.0,3.9,0,1,1,2,0,1,1,2
213.0,15.2,1,1,0,0,0,0,0,0
612.0,10.7,0,0,0,0,1,0,0,2
560.0,5.2,1,0,1,2,1,0,1,3
529.0,6.8,1,0,1,0,1,0,1,3
629.0,13.1,1,0,0,2,0,1,0,2
