temperatura_transporte_c,tempo_transporte_h,veiculo_higienizado,carga_compartilhada_quimicos,embalagem_secundaria_protecao,lacres_veiculo_integridade,registro_condicoes_transporte,lote_identificado,probabilidade
20.6,13.4,0,1,0,1,1,1,3
35.1,30.6,0,1,1,1,0,1,2
26.2,13.3,0,0,0,1,1,0,3
33.2,62.3,1,1,1,0,1,1,0
27.9,66.3,0,1,0,1,1,1,3
37.7,52.4,0,1,1,1,0,0,2
15.6,57.0,0,0,1,0,0,0,2
17.6,64.6,1,0,1,0,1,1,0
17.1,26.8,0,1,1,0,1,0,2
39.7,66.4,0,1,1,1,0,1,2
38.7,46.5,1,0,1,0,1,1,0
25.7,42.2,1,1,0,1,0,1,2
27.4,21.2,0,0,0,1,0,1,3
32.2,26.1,1,1,0,0,0,1,2
28.0,5.8,1,1,1,0,1,0,0
21.2,59.5,1,1,1,0,1,0,0
19.7,25.7,1,1,0,1,0,0,2
30.0,19.4,1,1,1,1,1,1,0
32.2,47.5,1,0,1,1,1,1,0
32.1,23.8,0,1,0,1,1,0,3
35.8,56.7,1,0,0,1,0,0,2
31.1,4.7,0,0,0,1,1,1,3
32.9,64.4,1,1,1,1,0,0,0
39.2,41.7,1,0,0,1,0,0,2
34.8,22.8,1,0,1,0,1,1,0
32.1,46.3,0,0,0,0,0,1,3
25.3,58.2,1,1,1,0,0,0,0
34.2,57.2,0,1,0,0,0,0,3
28.7,51.1,0,1,1,1,1,1,2
25.7,28.4,1,0,1,0,1,0,0
37.1,55.9,0,1,1,1,1,1,2
17.2,13.8,1,1,0,0,0,0,2
17.4,66.0,0,1,1,1,0,0,2
15.9,25.4,0,1,0,0,0,0,3
18.1,28.2,1,1,1,1,1,0,0
37.2,58.3,0,0,0,1,1,0,3
39.4,45.2,1,0,0,0,1,1,2
20.6,14.7,0,1,1,1,0,1,2
35.8,24.8,0,1,0,1,1,0,3
22.1,17.3,0,0,1,1,0,1,2
18.7,20.5,0,0,0,1,1,0,3
22.6,14.3,0,0,0,0,0,1,3
21.3,42.9,1,0,1,0,0,0,0
37.3,58.1,1,0,0,1,0,0,2
36.6,68.6,1,1,0,0,1,0,2
11.2,5.7,0,1,1,0,1,0,2
16.4,50.1,0,0,0,1,1,0,3
15.7,53.3,0,0,0,1,1,1,3
32.0,18.3,1,0,0,0,0,1,2
33.0,36.7,0,1,0,1,1,1,3
38.7,49.1,1,1,0,1,1,0,2
27.2,71.2,0,0,0,0,1,1,3
28.3,16.3,0,1,0,1,0,1,3
23.3,45.6,0,0,0,0,1,1,3
22.4,47.7,0,0,0,0,0,1,3
15.1,22.1,1,1,0,0,0,1,2
16.8,28.8,1,1,0,1,1,1,2
12.4,54.4,0,0,1,0,0,1,2
26.6,34.9,1,0,1,0,0,0,0
15.1,56.0,0,0,1,0,0,1,2
20.3,30.2,1,0,1,0,1,1,0
38.9,71.0,1,0,0,1,0,0,2
39.7,55.3,0,0,1,0,0,1,2
33.1,15.1,0,0,1,1,0,0,2
13.1,20.1,0,1,1,0,0,0,2
12.0,7.7,0,0,1,1,0,0,2
13.1,60.7,1,0,0,0,1,0,2
19.1,42.3,1,0,1,0,0,1,0
29.8,2.0,0,0,0,0,1,0,3
16.5,42.1,1,1,0,0,0,0,2
32.7,70.8,0,0,0,1,0,0,3
17.7,30.8,1,0,1,0,0,1,0
14.5,40.5,0,1,1,1,1,0,2
15.9,31.4,0,0,0,1,0,1,3
31.1,55.5,0,0,0,0,1,0,3
34.5,52.5,1,0,0,0,1,0,2
24.9,43.1,0,0,1,0,0,0,2
11.3,4.5,0,0,1,1,1,1,2
12.1,35.0,0,0,0,1,0,1,3
22.4,68.0,1,0,1,1,1,0,0
12.3,69.3,1,1,0,1,0,0,2
26.7,18.6,0,1,0,1,1,1,3
39.2,47.4,1,0,1,0,1,1,0
10.6,20.6,0,0,0,0,1,1,3
25.5,62.0,0,0,0,1,0,0,3
22.8,5.1,1,0,0,1,1,1,2
13.2,66.7,1,0,1,1,1,0,0
17.9,54.0,1,0,0,0,1,0,2
12.6,52.3,0,0,0,1,0,1,3
23.6,52.4,0,1,1,1,1,0,2
27.5,56.1,1,0,0,0,0,0,2
25.6,15.4,1,1,0,0,1,0,2
12.2,34.3,0,0,0,0,1,0,3
22.1,4.7,1,1,1,1,1,1,0
15.7,3.3,1,0,0,1,1,0,2
28.3,1.1,1,0,1,0,0,1,0
21.3,14.9,1,1,0,0,0,0,2
17.5,23.8,1,1,0,0,0,1,2
25.1,13.3,1,0,0,0,0,1,2
39.5,66.6,0,0,0,0,1,0,3
33.8,34.5,1,1,0,0,1,1,2
28.8,15.3,1,1,1,0,1,1,0
34.2,56.7,1,1,1,1,0,1,0
28.3,66.8,1,0,1,1,1,1,0
39.3,41.4,1,0,1,1,0,0,0
11.6,36.2,0,0,1,1,1,1,2
11.5,59.4,0,1,1,0,1,0,2
33.6,57.7,1,0,0,0,1,1,2
14.8,26.1,0,1,1,0,1,1,2
11.9,6.5,1,1,1,0,0,0,0
29.4,50.2,1,0,0,0,1,1,2
11.9,55.1,0,0,1,0,0,1,2
18.3,35.0,1,0,0,1,1,1,2
13.8,36.4,1,1,0,1,0,1,2
39.3,16.1,1,0,1,1,0,0,0
37.7,68.0,1,1,0,1,1,0,2
36.5,26.3,1,1,0,0,1,1,2
35.9,28.0,0,1,1,0,0,1,2
12.8,65.0,0,1,0,1,0,1,3
29.9,32.8,1,0,0,0,1,0,2
37.3,67.8,0,1,1,1,1,1,2
28.8,35.4,1,1,0,0,1,1,2
25.1,42.9,1,0,0,1,0,1,2
22.0,14.2,0,0,1,1,0,1,2
20.8,54.2,0,1,1,0,1,0,2
20.3,56.5,0,1,1,1,1,0,2
12.2,42.4,0,0,1,1,1,0,2
38.6,42.0,0,0,0,1,1,1,3
18.9,10.4,0,1,1,0,1,1,2
18.7,37.6,1,0,0,1,1,0,2
20.8,50.5,0,0,0,0,1,1,3
32.6,31.5,1,0,0,0,1,1,2
16.1,47.8,1,0,1,1,1,1,0
32.6,59.3,1,0,0,0,0,1,2
39.8,33.8,1,1,0,1,1,1,2
12.2,23.2,0,1,0,1,0,0,3
34.3,18.7,1,1,0,1,0,0,2
28.5,36.1,0,0,1,1,0,1,2
30.7,5.2,0,1,0,1,0,1,3
20.1,58.0,1,0,1,0,0,1,0
18.3,65.5,1,1,1,0,1,1,0
14.3,51.7,0,1,1,1,0,0,2
22.7,63.0,0,0,0,1,0,0,3
35.5,13.7,0,1,1,1,1,0,2
11.2,63.7,0,1,0,0,0,0,3
19.6,66.4,1,1,0,1,1,1,2
35.3,67.8,1,1,1,0,1,1,0
39.0,41.3,1,0,1,1,1,1,0
21.3,30.2,1,1,1,1,0,0,0
16.2,22.6,1,0,1,1,0,1,0
27.3,51.8,1,1,0,1,0,1,2
38.1,38.8,1,0,1,0,0,0,0
25.8,10.6,1,1,0,0,1,1,2
26.2,36.6,1,0,1,1,1,0,0
27.9,37.8,0,1,0,0,1,1,3
39.3,60.8,0,0,1,1,1,0,2
16.0,57.5,0,0,1,1,1,1,2
15.4,38.4,1,0,1,0,1,0,0
15.0,14.2,0,0,0,1,0,1,3
25.7,43.1,1,0,0,1,1,0,2
36.6,53.3,1,1,1,0,0,0,0
23.6,65.1,0,0,1,1,1,0,2
32.7,25.3,1,0,1,1,1,1,0
22.9,63.8,1,0,0,0,1,1,2
29.3,52.7,0,0,0,0,1,0,3
27.9,54.1,0,1,1,1,1,1,2
28.6,38.7,1,0,1,1,1,0,0
15.4,36.6,0,1,0,1,1,0,3
17.6,41.6,1,0,1,0,1,0,0
33.3,13.6,1,1,0,1,1,0,2
23.6,52.9,1,0,0,0,1,1,2
23.2,42.5,0,0,0,1,1,1,3
39.2,9.5,1,1,0,0,1,1,2
12.9,4.8,0,0,1,0,0,1,2
39.2,8.6,1,0,1,0,0,1,0
20.0,8.5,1,1,1,0,0,0,0
28.0,23.7,0,1,0,1,0,0,3
37.3,4.0,1,1,0,0,0,0,2
22.1,55.1,1,1,1,0,1,0,0
33.3,46.0,1,1,1,0,1,0,0
10.1,2.2,1,1,0,1,0,1,2
25.1,19.8,0,1,1,1,0,0,2
39.3,69.7,0,1,0,0,0,0,3
33.2,34.7,0,0,0,1,1,0,3
38.6,15.7,0,0,0,0,1,1,3
26.0,34.2,0,0,1,1,1,1,2
22.0,62.7,0,0,1,1,1,1,2
39.4,13.5,0,1,0,1,1,1,3
16.2,13.9,1,0,0,0,1,0,2
24.6,15.5,1,1,1,0,0,0,0
17.1,63.8,1,0,0,1,0,1,2
16.4,58.3,0,1,0,0,0,0,3
35.2,1.1,0,0,1,0,0,1,2
23.4,36.2,1,1,0,0,0,0,2
20.9,58.8,0,1,1,0,0,0,2
35.8,55.0,1,1,1,1,1,1,0
16.7,13.8,0,1,1,0,1,1,2
12.7,24.4,0,1,0,1,1,1,3
13.9,57.9,0,0,0,0,1,1,3
11.4,63.0,1,0,0,0,0,1,2
35.0,63.8,1,1,0,0,1,0,2
31.0,54.7,1,1,0,1,0,0,2
25.4,42.9,1,0,1,0,0,1,0
27.8,22.2,1,1,0,0,0,1,2
30.9,58.0,0,1,1,1,0,1,2
37.1,45.1,0,1,1,0,0,1,2
21.3,47.6,1,1,1,1,1,0,0
23.0,7.5,1,0,1,0,0,0,0
25.9,8.4,0,0,1,0,0,1,2
27.2,15.9,0,1,1,0,1,1,2
11.2,43.0,1,1,1,0,0,1,0
35.6,59.2,1,1,0,1,0,1,2
33.8,19.9,0,0,0,0,0,1,3
36.0,31.4,0,1,0,1,1,1,3
20.5,16.9,0,1,0,0,1,1,3
17.8,53.2,0,0,0,1,1,0,3
24.7,32.5,1,1,1,1,0,1,0
27.3,8.6,0,1,0,1,1,0,3
14.2,70.1,1,1,1,0,1,0,0
18.2,26.5,1,1,1,1,0,0,0
16.5,40.3,0,1,0,1,1,0,3
27.7,67.0,1,1,0,0,1,0,2
10.3,22.8,1,1,1,1,0,1,0
25.9,42.0,0,0,1,0,1,1,2
19.0,39.0,1,0,0,1,0,1,2
26.5,53.1,1,1,1,1,1,0,0
37.5,46.7,0,1,0,1,1,0,3
27.9,43.7,0,0,1,0,0,1,2
27.1,13.6,1,1,1,1,0,1,0
31.0,52.8,0,0,1,1,1,1,2
38.7,39.5,0,1,1,0,1,1,2
14.2,44.6,0,0,0,1,0,1,3
28.2,56.9,1,0,0,1,0,0,2
19.2,43.4,1,0,0,0,1,1,2
24.5,35.6,1,0,1,0,0,0,0
32.9,65.4,1,0,0,1,1,0,2
34.5,66.6,1,1,1,0,1,0,0
21.1,14.2,1,0,1,0,0,1,0
21.3,43.0,0,1,0,1,1,0,3
31.4,54.4,1,1,0,0,1,0,2
33.5,37.1,1,1,0,0,0,0,2
26.3,8.5,1,1,1,1,1,1,0
25.9,56.9,1,1,1,1,1,1,0
21.7,35.5,1,1,0,1,0,0,2
19.2,53.6,0,1,1,0,1,1,2
33.0,42.7,1,0,1,0,0,0,0
13.7,64.1,0,0,0,0,1,1,3
34.7,21.7,1,1,1,0,0,0,0
16.0,18.5,0,0,0,0,1,0,3
24.4,57.1,0,1,1,0,1,0,2
15.4,35.9,0,0,1,1,0,0,2
30.5,51.3,1,0,0,0,1,0,2
21.7,35.2,1,0,1,1,0,1,0
39.0,34.7,1,0,0,0,0,0,2
26.5,5.5,1,0,0,0,1,1,2
25.7,47.5,0,1,1,0,0,0,2
24.5,17.0,1,1,1,1,1,0,0
10.7,8.2,0,0,1,0,1,0,2
10.2,56.4,0,1,1,1,0,1,2
21.1,55.6,0,0,1,1,1,0,2
26.7,42.9,0,1,0,0,1,1,3
36.7,66.8,1,1,1,0,1,1,0
33.1,2.4,0,1,0,1,0,1,3
34.0,14.5,0,0,1,1,0,0,2
35.7,56.2,1,0,1,1,1,0,0
16.3,8.6,1,0,0,0,1,1,2
34.1,25.3,0,0,0,1,0,0,3
11.0,28.9,0,0,1,0,1,1,2
31.4,24.8,1,0,0,0,0,0,2
25.1,48.4,0,1,1,0,1,0,2
30.0,35.7,1,0,1,1,0,0,0
13.0,39.3,1,0,1,0,0,0,0
11.5,61.7,1,0,1,0,1,1,0
32.9,68.3,0,1,0,1,0,0,3
36.7,15.1,0,0,0,0,0,1,3
12.5,21.1,0,1,0,0,0,0,3
16.2,44.3,0,0,0,1,1,1,3
33.8,43.9,0,1,1,0,0,0,2
12.0,43.8,1,0,0,0,0,1,2
10.9,33.9,1,0,0,0,1,0,2
40.0,34.6,0,0,1,1,1,1,2
37.6,28.7,1,0,0,0,0,1,2
13.2,14.7,0,0,1,1,0,1,2
14.3,59.0,0,1,0,0,1,0,3
30.5,47.8,0,0,1,0,0,0,2
14.2,52.2,0,1,0,1,1,1,3
27.0,25.8,0,0,0,0,1,0,3
27.9,32.7,0,1,1,0,1,0,2
36.5,70.2,1,0,1,0,1,0,0
38.3,66.8,1,1,0,1,1,0,2
13.7,20.0,0,0,1,1,0,0,2
37.0,41.7,0,1,1,1,1,1,2
37.2,33.7,0,1,1,0,1,0,2
11.0,54.7,0,1,0,0,1,1,3
14.9,68.2,0,1,0,1,1,0,3
31.6,63.7,0,1,0,0,1,1,3
31.1,63.3,0,1,1,0,0,1,2
22.9,50.7,0,1,0,0,0,1,3
27.1,21.1,1,1,1,1,0,0,0
39.8,62.1,1,0,1,1,0,0,0
23.0,63.6,1,0,0,1,0,0,2
27.1,64.9,1,0,0,1,0,1,2
10.0,42.2,0,1,1,0,1,0,2
23.8,17.6,1,1,0,0,1,0,2
12.9,71.4,1,1,1,0,1,0,0
12.3,58.2,0,1,1,1,0,1,2
20.3,13.9,0,1,0,0,0,1,3
32.3,52.8,0,0,1,1,1,1,2
17.5,11.6,0,0,0,1,0,0,3
31.9,62.4,1,1,0,0,0,0,2
26.9,51.4,0,0,1,1,0,0,2
12.7,60.2,0,0,0,0,1,0,3
29.6,64.1,0,0,1,1,0,0,2
19.7,25.3,0,1,0,1,1,1,3
17.9,52.9,1,1,0,1,0,1,2
27.5,69.0,1,1,0,0,0,1,2
18.6,12.0,0,0,0,0,0,0,3
21.7,27.4,0,1,0,0,0,1,3
15.7,66.4,1,1,0,0,1,0,2
31.5,62.4,0,0,0,1,0,0,3
27.8,2.1,1,1,1,0,0,0,0
11.9,15.9,0,0,1,1,0,1,2
31.4,26.5,0,1,1,0,0,0,2
30.8,10.4,0,1,0,1,0,1,3
34.0,23.2,0,1,1,0,0,1,2
35.0,47.9,0,1,0,1,1,1,3
33.5,4.4,0,1,1,0,1,0,2
22.7,41.5,1,0,0,0,0,1,2
32.1,53.1,1,1,0,1,1,0,2
20.8,21.7,0,0,1,0,1,1,2
34.5,43.5,1,0,0,0,0,0,2
16.8,25.5,1,1,1,1,1,0,0
10.6,50.2,0,1,1,1,0,1,2
29.5,67.5,1,1,1,0,0,1,0
25.3,68.3,0,1,1,0,0,1,2
29.0,23.4,0,0,1,0,0,0,2
11.6,48.3,0,0,0,1,0,0,3
38.9,1.4,1,1,1,0,1,0,0
33.0,44.9,0,1,0,1,1,0,3
17.4,52.5,0,0,1,1,0,1,2
10.5,52.9,0,1,1,0,0,0,2
14.5,71.6,1,0,1,0,1,1,0
39.1,24.0,0,1,1,1,0,0,2
30.3,4.7,0,1,1,0,1,1,2
26.0,30.1,0,0,0,0,1,1,3
17.2,8.1,0,0,0,0,1,0,3
12.9,27.5,1,1,1,1,1,1,0
39.4,38.4,0,0,0,0,1,0,3
12.0,59.0,1,1,0,1,1,0,2
35.1,44.5,0,0,0,0,0,1,3
19.5,13.2,0,1,1,1,1,1,2
16.5,9.5,1,1,1,0,1,1,0
14.6,11.6,0,0,1,0,0,0,2
36.1,37.3,0,1,0,0,0,0,3
18.7,5.8,1,0,1,1,0,0,0
15.4,57.9,0,1,1,1,0,0,2
27.4,4.5,0,1,0,1,0,0,3
28.0,18.0,1,0,1,1,1,0,0
20.7,23.3,1,1,0,0,1,1,2
23.9,32.2,1,1,0,0,0,0,2
19.6,71.2,0,0,1,1,1,0,2
35.9,70.5,0,1,0,1,1,0,3
27.9,28.0,0,1,1,1,1,1,2
30.4,41.9,0,1,1,0,0,0,2
27.9,40.7,1,0,1,0,0,1,0
33.1,13.2,0,1,0,0,1,1,3
32.4,21.6,0,0,1,1,1,0,2
32.6,15.2,1,1,0,1,1,1,2
31.7,52.7,1,0,1,1,1,0,0
39.5,8.0,0,1,1,0,1,0,2
33.1,39.0,0,1,1,1,0,0,2
39.1,25.0,0,0,0,0,1,1,3
36.0,22.8,1,0,0,0,0,0,2
33.6,36.5,0,1,0,0,1,1,3
29.5,29.3,1,1,1,1,0,1,0
16.6,9.2,1,1,1,1,0,0,0
22.3,51.5,1,1,1,1,1,0,0
34.5,7.4,0,0,0,0,0,1,3
31.6,42.8,0,0,1,1,0,0,2
11.4,2.2,1,1,1,0,0,0,0
39.4,37.6,0,0,1,1,0,1,2
20.2,56.1,1,0,0,0,1,1,2
35.6,28.1,0,0,0,1,0,0,3
36.5,34.7,0,0,1,0,1,1,2
12.6,17.4,1,1,0,0,1,1,2
39.0,65.7,0,1,0,1,0,0,3
20.0,70.7,0,1,1,1,1,1,2
27.6,52.8,0,1,1,0,1,0,2
35.2,35.4,1,1,1,1,1,0,0
34.9,1.0,1,0,1,1,1,1,0
34.0,31.0,0,1,1,1,0,0,2
26.1,31.7,1,1,0,1,0,1,2
36.8,30.9,1,0,0,0,0,0,2
14.4,25.0,1,0,1,1,1,1,0
18.5,11.8,1,0,0,0,1,1,2
38.1,23.6,1,0,0,0,0,1,2
35.8,10.0,1,0,0,1,1,1,2
16.4,55.6,1,1,1,1,0,1,0
18.6,71.8,1,0,1,1,0,0,0
13.1,52.4,1,0,1,1,0,1,0
20.2,49.1,0,0,1,0,1,1,2
34.4,46.5,1,1,1,1,0,0,0
34.6,55.8,1,1,0,1,0,1,2
29.4,2.3,1,1,0,0,1,0,2
21.5,26.7,1,0,1,1,1,0,0
26.4,20.0,0,1,0,1,0,1,3
32.7,9.4,1,0,1,0,0,1,0
27.7,45.3,0,1,1,1,0,1,2
25.3,16.1,1,0,0,0,0,1,2
13.4,48.9,0,0,0,1,1,0,3
15.2,31.9,1,1,1,0,0,0,0
25.9,17.6,0,0,0,0,1,0,3
28.3,52.8,1,1,1,0,1,0,0
26.5,11.1,1,1,1,1,0,0,0
23.2,1.3,0,0,0,1,1,0,3
17.4,54.2,1,1,0,0,0,0,2
32.0,1.6,0,0,1,1,1,1,2
18.5,61.8,1,1,0,1,1,1,2
35.2,29.4,1,0,0,0,0,1,2
18.5,30.2,0,0,0,0,1,0,3
30.2,52.2,1,0,0,0,1,0,2
15.6,71.2,1,0,1,0,1,1,0
25.0,19.3,1,1,1,0,1,1,0
29.1,25.9,0,1,0,0,0,0,3
28.2,11.2,0,1,1,0,1,1,2
33.0,8.2,1,0,0,1,0,0,2
29.1,69.5,0,0,0,1,0,1,3
37.2,27.7,1,0,0,0,1,0,2
19.7,10.1,0,0,0,0,0,0,3
36.1,40.8,0,0,0,0,1,1,3
25.8,1.4,0,0,1,1,0,1,2
32.7,49.6,0,0,0,1,0,0,3
27.5,45.8,1,1,1,1,0,0,0
29.1,23.0,0,1,1,0,0,1,2
37.0,45.1,1,1,1,1,0,0,0
29.9,66.7,0,1,1,1,0,1,2
10.7,35.9,0,1,1,0,1,1,2
34.3,29.4,1,0,0,0,0,0,2
26.9,13.2,1,0,1,1,0,1,0
37.0,30.1,0,1,1,0,1,1,2
11.3,38.4,1,0,0,1,1,0,2
24.0,32.5,0,0,0,0,1,1,3
19.1,31.8,0,0,0,1,1,0,3
12.4,1.1,1,1,0,0,0,1,2
35.0,10.8,0,0,0,1,1,0,3
37.8,50.7,1,0,0,1,1,1,2
33.0,66.2,0,0,0,1,0,1,3
33.5,37.8,1,1,0,0,0,1,2
30.0,36.5,1,1,0,0,0,0,2
18.2,16.9,1,1,1,1,1,0,0
27.1,14.9,1,1,1,0,0,1,0
35.7,12.5,1,1,0,1,1,1,2
25.2,11.6,0,1,0,0,0,0,3
26.7,37.5,1,1,0,0,1,1,2
15.5,70.1,0,0,0,1,1,0,3
13.1,15.8,0,0,0,0,0,1,3
13.5,21.0,0,0,0,0,1,0,3
31.6,3.6,1,1,0,1,0,0,2
11.8,27.1,1,0,0,0,0,0,2
26.7,47.1,1,0,0,0,1,0,2
31.8,51.5,0,1,0,1,0,0,3
36.4,14.0,1,1,0,1,0,1,2
20.0,49.2,0,0,0,1,0,0,3
27.8,50.5,0,0,0,1,1,1,3
35.0,66.3,0,0,1,0,0,1,2
27.0,5.2,1,1,1,0,1,1,0
11.2,5.2,0,1,1,0,1,0,2
37.8,59.4,1,0,0,1,1,0,2
19.8,1.6,0,1,1,1,1,1,2
17.0,10.6,0,0,0,0,1,1,3
31.4,1.0,0,0,1,0,1,1,2
19.1,17.9,1,0,0,0,1,0,2
11.9,63.4,0,0,0,1,0,1,3
13.9,17.2,0,1,1,0,1,1,2
25.3,47.9,1,1,1,1,1,1,0
33.8,17.0,0,1,0,1,1,0,3
27.3,3.5,1,1,0,0,0,1,2
13.1,41.6,0,0,0,0,0,0,3
30.4,51.2,0,1,1,0,1,0,2
19.5,42.4,1,1,1,1,1,1,0
26.3,63.0,1,0,0,1,1,0,2
35.9,70.0,1,1,1,1,1,0,0
35.7,22.0,0,0,0,0,0,1,3
13.0,63.2,0,0,0,0,0,1,3
13.0,58.0,1,0,1,1,0,0,0
17.2,50.5,0,0,1,0,0,0,2
20.6,36.5,0,0,0,0,0,1,3
12.9,62.6,0,0,1,0,1,1,2
36.5,41.6,0,1,0,1,0,1,3
31.6,38.0,0,1,1,1,1,1,2
35.9,14.5,0,1,0,1,0,0,3
32.9,34.0,0,0,1,1,1,1,2
35.4,43.5,1,0,1,0,1,1,0
31.2,65.6,1,1,0,0,1,1,2
33.9,68.8,1,0,1,0,1,1,0
26.5,66.4,1,0,1,1,1,0,0
31.3,68.7,1,1,0,1,1,0,2
17.2,56.2,0,1,0,0,1,0,3
18.9,13.3,1,1,0,1,0,0,2
14.6,5.5,1,1,0,1,1,0,2
38.7,5.7,1,1,0,0,1,1,2
35.5,44.2,0,1,0,0,0,1,3
12.9,8.4,1,1,1,1,1,1,0
23.2,57.1,1,0,0,1,0,1,2
18.8,17.0,0,1,1,1,1,0,2
30.8,30.3,1,1,0,1,1,1,2
17.9,18.8,1,1,1,1,1,0,0
17.8,40.3,1,0,0,0,0,0,2
31.6,60.1,1,1,1,1,1,1,0
13.6,65.4,1,0,1,1,1,0,0
27.7,39.7,1,0,1,1,1,1,0
22.1,51.0,0,1,1,0,0,0,2
34.0,5.5,0,1,0,0,0,0,3
13.3,27.8,0,1,1,1,1,0,2
26.1,67.7,1,0,1,1,0,0,0
28.3,62.1,1,1,0,1,1,0,2
16.8,43.6,0,1,1,0,1,0,2
21.7,35.6,0,0,0,0,1,1,3
38.9,26.5,0,0,1,0,1,1,2
25.9,36.4,1,0,0,1,1,0,2
23.1,33.7,0,0,0,0,0,1,3
18.3,53.7,1,0,1,1,0,1,0
16.9,22.3,1,1,0,0,0,1,2
10.9,21.9,1,0,0,1,0,1,2
38.1,36.7,1,1,0,0,0,1,2
20.6,67.7,0,1,0,1,1,1,3
17.2,51.8,1,0,1,0,0,1,0
39.4,62.2,1,0,1,0,0,1,0
31.1,3.0,1,1,1,0,1,1,0
21.7,51.9,0,0,0,0,1,1,3
21.0,1.6,0,0,1,0,0,1,2
19.8,26.6,1,1,1,0,0,1,0
13.1,3.1,0,0,0,1,1,0,3
25.4,10.1,1,0,0,0,0,1,2
34.1,46.7,1,1,0,0,0,0,2
23.6,17.7,1,1,1,1,0,1,0
15.9,66.7,0,1,0,1,0,1,3
32.3,31.8,1,0,0,0,1,0,2
20.6,63.1,1,1,0,0,0,0,2
16.4,40.0,1,1,0,1,1,0,2
32.1,32.1,0,1,0,0,0,1,3
32.1,69.8,1,0,1,1,0,1,0
38.5,59.3,1,1,0,1,0,1,2
24.6,33.3,1,1,1,0,0,0,0
21.5,5.1,0,0,1,0,0,1,2
12.8,44.2,1,1,0,0,0,0,2
12.1,66.2,0,1,0,1,0,1,3
24.6,66.7,1,1,1,0,0,0,0
20.9,6.2,1,1,0,1,0,0,2
36.0,62.6,0,0,1,1,1,0,2
14.6,39.0,1,0,1,0,0,0,0
14.8,47.3,1,1,0,0,0,1,2
14.6,9.1,1,1,0,1,1,1,2
10.9,37.9,0,1,1,0,0,1,2
10.8,37.8,1,0,0,0,1,1,2
39.1,22.9,0,1,1,0,0,0,2
15.8,51.2,1,1,1,1,0,0,0
22.5,18.2,0,0,1,0,0,1,2
15.4,69.9,1,1,1,1,1,0,0
18.1,45.7,1,0,1,1,1,0,0
34.1,24.4,1,0,1,0,1,1,0
39.0,16.6,0,0,1,0,0,0,2
28.9,39.0,0,1,0,1,1,0,3
31.8,59.4,1,0,0,0,1,0,2
33.0,61.3,0,0,0,1,0,0,3
26.0,5.9,0,1,0,1,0,1,3
21.5,40.8,0,0,0,1,1,0,3
15.3,58.0,1,1,0,0,0,0,2
30.6,30.2,0,1,0,0,0,1,3
27.3,65.0,0,0,0,0,0,1,3
10.4,39.5,1,0,1,1,0,0,0
14.9,19.8,1,1,1,0,0,1,0
20.5,21.9,1,0,0,1,0,1,2
20.6,31.3,1,1,1,0,1,1,0
27.3,49.8,0,0,0,0,1,0,3
36.6,43.7,0,1,1,1,1,0,2
11.7,28.7,0,1,0,1,0,1,3
29.2,18.5,1,1,0,1,1,0,2
10.6,31.0,0,1,0,0,0,0,3
11.6,4.2,1,0,1,1,0,1,0
36.5,54.4,0,0,1,0,1,1,2
36.6,44.7,1,1,0,0,0,0,2
22.6,65.3,0,1,0,1,1,1,3
21.6,44.1,0,0,0,1,1,0,3
34.6,35.9,0,1,1,0,0,1,2
26.3,39.6,1,1,1,1,1,1,0
31.2,25.5,1,0,1,0,1,0,0
33.4,64.1,1,0,1,1,1,1,0
11.1,13.0,1,1,1,0,1,1,0
24.9,28.4,1,1,1,1,0,1,0
33.2,52.3,0,0,0,0,1,0,3
24.3,54.7,0,0,0,1,0,1,3
17.0,51.1,0,1,0,0,1,1,3
31.5,8.1,0,1,0,0,1,0,3
37.5,51.3,0,1,1,1,1,0,2
19.2,47.9,1,1,0,0,0,0,2
11.7,55.6,0,0,1,1,1,1,2
35.2,41.6,1,0,1,1,0,1,0
36.7,59.3,1,1,0,1,1,1,2
11.2,1.8,1,1,0,0,1,0,2
11.2,61.1,1,0,0,0,0,0,2
11.4,64.9,0,0,1,0,1,0,2
26.4,14.5,0,1,1,0,1,1,2
16.8,41.8,1,0,1,0,1,0,0
17.9,37.5,0,1,0,1,1,0,3
37.6,45.4,0,0,1,1,0,1,2
17.8,34.8,1,0,1,1,0,0,0
13.3,35.0,1,0,0,0,0,0,2
12.3,61.0,1,0,1,1,1,0,0
23.3,37.5,0,1,0,0,0,0,3
30.9,62.9,1,1,1,0,1,0,0
29.7,17.0,0,1,1,1,1,0,2
24.5,35.4,0,0,1,1,1,0,2
26.6,37.2,0,0,0,0,1,1,3
19.8,55.8,0,0,0,0,1,1,3
37.0,53.9,1,1,0,0,1,0,2
21.7,62.2,0,1,0,0,1,1,3
18.6,32.3,1,0,0,0,1,0,2
26.8,48.3,1,1,0,0,0,0,2
27.6,69.1,1,1,1,1,0,0,0
18.4,43.2,0,1,1,1,0,1,2
12.5,50.3,1,1,0,1,1,0,2
29.9,57.7,0,0,0,0,1,0,3
15.8,37.5,0,1,1,0,0,0,2
12.5,37.5,1,1,1,1,0,1,0
10.9,28.4,0,1,0,0,0,1,3
26.6,8.1,1,0,1,0,1,1,0
24.4,9.2,1,0,0,1,1,0,2
25.7,64.4,1,0,1,1,1,0,0
33.1,26.4,1,0,0,0,1,1,2
31.0,64.4,1,1,1,1,0,0,0
