malha_peneira_microns,integridade_peneira_sem_rasgos,frequencia_troca_peneira_h,higienizacao_peneira_pos_lote,contagem_residuos_retidos_pct,protecao_contra_poeira,separacao_fluxo,lote_identificado,probabilidade
582.0,0,16.7,1,0.22,0,0,0,2
1150.0,0,16.3,1,1.6,0,1,0,3
230.0,1,9.5,1,1.53,0,0,0,1
363.0,1,17.4,0,3.92,0,0,0,1
328.0,1,14.7,1,1.39,1,1,1,0
812.0,0,17.8,1,4.42,0,0,1,3
1006.0,0,16.3,1,1.29,0,0,1,3
208.0,1,11.7,0,1.95,0,0,0,1
1027.0,0,17.3,1,1.02,1,1,0,2
343.0,0,18.5,0,3.49,1,1,0,2
567.0,0,23.7,1,1.05,1,1,1,1
940.0,0,15.0,0,1.55,0,1,0,3
1131.0,1,15.5,0,3.8,1,0,0,2
1164.0,1,5.8,0,2.84,1,0,0,1
438.0,1,14.0,0,2.09,0,0,0,1
1190.0,1,17.2,0,4.69,1,0,1,2
1011.0,0,11.0,0,1.89,0,0,1,3
692.0,1,15.9,1,3.36,1,0,1,1
831.0,1,4.0,0,3.68,1,1,1,1
822.0,0,8.0,0,4.53,0,1,1,3
1089.0,1,17.5,1,1.82,1,1,0,1
597.0,1,22.3,1,1.68,1,1,1,0
1047.0,0,12.7,1,0.35,1,1,0,2
987.0,0,3.6,0,0.87,1,0,1,2
347.0,0,9.9,1,1.64,1,0,0,2
680.0,0,23.9,1,1.56,1,1,0,2
1032.0,1,6.6,0,0.32,0,1,0,1
1170.0,1,19.4,1,0.53,1,0,0,1
283.0,1,14.1,1,1.39,0,1,0,1
1176.0,0,22.4,0,1.53,1,1,0,2
1075.0,0,13.5,0,0.15,1,0,0,2
883.0,0,19.6,1,2.99,1,1,0,2
573.0,1,15.3,0,1.21,1,1,0,0
1090.0,0,3.9,0,2.11,1,1,1,2
471.0,0,13.0,1,3.63,1,0,0,2
308.0,1,12.3,0,1.17,0,1,1,1
206.0,0,20.5,1,3.39,1,1,0,2
607.0,0,22.7,1,4.19,1,1,1,2
805.0,0,17.4,1,4.86,1,0,1,2
421.0,0,10.7,0,2.81,0,1,1,2
250.0,0,6.7,1,1.95,0,1,1,2
229.0,1,7.8,1,1.75,1,0,1,0
928.0,0,5.7,0,1.8,0,1,0,3
586.0,1,4.6,0,1.42,1,0,0,0
835.0,1,3.0,0,2.72,1,1,0,1
519.0,1,14.4,0,1.07,0,0,1,1
353.0,1,23.8,0,0.9,1,0,1,0
285.0,0,16.2,0,0.38,0,0,1,2
201.0,1,22.8,0,3.58,1,1,1,1
654.0,1,12.6,1,2.79,0,1,0,1
306.0,0,16.0,0,3.18,0,0,0,2
1152.0,1,5.4,1,4.16,1,0,1,2
574.0,0,1.3,1,3.66,0,1,0,2
1086.0,0,3.1,1,2.31,0,0,1,3
281.0,1,9.3,1,0.98,0,1,0,1
316.0,1,23.4,0,0.31,1,0,1,0
696.0,0,10.2,1,2.59,0,1,1,2
1008.0,1,2.5,0,0.86,1,1,1,1
945.0,1,5.6,1,3.11,0,1,0,2
427.0,1,12.7,1,2.06,0,1,1,1
594.0,0,15.1,1,1.13,1,0,1,1
797.0,1,21.8,0,3.1,1,0,1,1
502.0,1,19.6,0,3.51,0,0,1,1
361.0,1,10.4,0,1.95,0,1,1,1
645.0,1,17.0,1,1.85,0,1,0,1
668.0,1,10.9,0,1.66,0,0,0,1
420.0,1,14.7,1,0.58,0,1,0,1
570.0,1,17.7,1,4.08,1,1,0,1
366.0,1,3.9,0,1.03,1,1,0,0
715.0,1,8.3,1,1.2,1,1,1,0
1017.0,0,9.0,0,0.88,0,1,1,3
431.0,0,8.4,1,3.94,0,0,0,2
1115.0,0,20.4,1,2.3,1,0,0,2
319.0,0,23.6,1,0.01,1,0,1,1
1162.0,0,7.9,0,1.12,0,0,1,3
1160.0,1,1.7,1,1.32,0,0,0,2
759.0,0,18.3,0,0.88,1,1,0,2
879.0,0,10.9,1,2.08,1,0,0,2
982.0,0,12.8,0,4.43,0,1,0,3
397.0,1,11.4,1,0.04,0,1,0,1
532.0,0,3.7,1,0.78,0,1,0,2
528.0,1,18.6,0,1.68,1,1,0,0
503.0,1,21.7,1,2.17,1,1,0,0
496.0,0,12.8,0,0.89,1,0,1,1
867.0,0,12.6,0,2.49,1,0,1,2
582.0,1,5.4,1,1.93,0,0,1,1
495.0,1,21.2,0,4.6,0,1,0,1
929.0,0,17.0,1,0.12,1,0,1,2
1007.0,1,17.7,0,4.57,1,0,1,1
338.0,1,11.0,1,3.58,0,0,1,1
677.0,0,22.8,1,0.8,0,1,0,2
504.0,0,20.4,0,2.41,0,0,0,2
782.0,1,5.9,0,4.46,0,1,1,2
633.0,1,16.7,1,1.16,1,0,1,0
782.0,1,16.2,1,2.61,0,1,1,1
983.0,0,18.9,0,4.28,1,1,1,3
610.0,1,4.6,0,0.5,1,1,0,0
698.0,0,13.3,1,3.22,0,1,0,2
507.0,1,12.2,0,0.9,0,1,1,1
289.0,0,4.3,1,0.28,0,1,1,2
440.0,0,18.8,1,3.99,0,1,1,2
432.0,1,1.7,1,3.16,0,0,1,1
689.0,0,2.8,1,4.3,1,0,1,2
862.0,1,17.4,1,4.87,0,0,0,2
611.0,1,22.1,1,0.85,1,0,1,0
653.0,0,2.7,1,1.25,1,0,1,2
735.0,1,13.5,1,0.13,0,1,1,1
497.0,1,15.1,0,2.98,1,1,1,0
1004.0,1,11.2,1,1.84,1,0,0,1
672.0,0,12.0,1,0.61,0,1,1,2
658.0,0,11.4,1,1.28,1,1,0,2
753.0,1,20.2,0,3.13,0,0,0,1
565.0,1,21.9,0,1.43,1,1,1,0
300.0,0,2.7,1,1.9,1,0,1,2
638.0,0,3.5,1,0.32,0,1,0,2
1006.0,1,11.6,1,1.0,0,0,0,1
1188.0,0,15.9,1,2.4,0,1,0,3
1026.0,1,15.9,1,2.57,0,0,0,2
460.0,0,20.1,1,1.2,0,1,1,2
421.0,0,21.7,1,4.21,1,0,1,2
1058.0,1,11.9,0,4.83,0,0,1,2
870.0,0,20.0,1,3.84,0,1,0,3
908.0,1,12.1,1,0.01,0,1,0,1
432.0,1,23.5,0,2.32,1,0,1,0
454.0,1,10.2,1,0.87,1,0,1,0
700.0,0,8.0,1,3.52,0,1,0,3
528.0,1,18.5,1,0.46,0,1,0,1
571.0,1,3.8,1,0.72,0,0,1,1
1193.0,1,21.2,0,0.37,1,0,1,1
577.0,1,19.5,1,2.63,0,0,0,1
1059.0,1,18.8,0,0.61,0,0,0,2
1011.0,1,9.4,0,3.43,1,1,1,1
702.0,1,14.2,0,0.49,0,1,1,1
1146.0,0,23.4,0,1.93,0,1,1,3
592.0,0,4.1,1,4.34,0,1,1,2
630.0,0,8.0,1,1.6,1,0,1,2
384.0,1,21.2,1,2.68,1,0,1,0
825.0,0,16.6,0,2.78,0,0,0,3
485.0,1,3.6,1,2.97,1,1,0,0
645.0,1,15.0,1,1.41,0,1,0,1
1057.0,0,6.9,1,0.88,1,0,1,2
988.0,0,21.6,1,4.21,1,0,1,3
307.0,1,17.0,1,4.78,0,0,1,1
953.0,0,12.8,1,4.59,0,0,0,3
840.0,1,11.3,1,0.3,1,1,0,0
945.0,1,15.7,0,1.05,0,0,1,1
234.0,1,22.6,1,3.34,1,1,1,0
787.0,0,6.0,0,0.85,0,1,0,2
308.0,1,11.7,0,4.26,1,1,0,1
894.0,1,11.1,0,4.22,0,0,0,2
269.0,1,23.3,0,0.94,1,1,0,0
311.0,1,6.4,0,3.72,1,0,0,1
359.0,0,7.6,1,1.72,0,0,1,2
799.0,1,23.6,1,3.65,0,1,0,2
682.0,1,14.4,0,3.09,0,0,1,1
812.0,0,20.7,1,1.03,1,1,0,2
574.0,1,22.4,0,3.48,0,1,0,1
858.0,1,3.9,1,1.7,0,0,1,1
599.0,1,21.8,1,2.43,1,1,0,0
683.0,1,19.7,0,1.35,1,0,1,0
1094.0,0,1.4,0,0.09,1,1,0,2
495.0,0,14.7,0,2.04,0,1,1,2
871.0,1,13.7,1,0.13,1,0,1,0
361.0,0,6.2,1,0.98,0,1,1,2
972.0,1,11.6,0,4.53,0,0,1,2
353.0,1,6.5,1,4.39,1,0,0,1
1032.0,0,20.4,1,2.54,1,0,1,2
242.0,1,1.9,0,2.77,1,1,0,0
489.0,0,18.8,0,2.74,1,0,0,2
873.0,0,6.3,1,4.03,1,0,0,2
295.0,0,18.7,1,2.76,0,0,0,2
1118.0,0,21.2,1,2.82,0,0,0,3
701.0,0,21.6,1,2.75,1,1,0,2
621.0,0,10.3,0,2.43,1,1,1,2
762.0,0,3.3,1,2.78,0,1,1,2
1080.0,1,19.8,1,4.64,1,1,1,2
450.0,0,8.0,1,1.52,1,1,1,2
648.0,1,21.9,1,4.69,0,0,1,1
364.0,1,5.4,0,2.77,0,1,0,1
1115.0,1,7.9,0,1.83,0,1,1,2
1189.0,0,14.5,1,0.6,1,0,1,2
555.0,1,13.2,0,4.88,0,0,1,1
866.0,0,15.4,0,2.23,0,1,1,3
907.0,0,17.5,1,3.93,0,0,0,3
553.0,0,12.2,0,3.21,1,0,1,2
1103.0,0,22.2,1,0.59,1,1,0,2
698.0,0,16.1,0,0.75,1,1,0,2
1043.0,1,2.3,0,3.71,1,0,1,1
732.0,0,22.7,0,2.71,1,0,0,2
912.0,0,3.1,0,1.57,0,1,0,3
561.0,0,22.6,1,1.1,1,1,1,1
806.0,1,2.0,1,4.52,0,1,0,2
1140.0,1,11.5,0,0.96,1,0,1,1
803.0,1,12.5,1,4.63,1,1,0,1
507.0,0,9.1,0,3.48,0,0,0,2
903.0,0,6.2,0,1.47,1,0,0,2
963.0,0,9.0,1,2.95,1,1,0,2
1077.0,0,9.7,1,3.39,1,0,0,3
813.0,0,6.4,1,1.77,0,1,1,2
509.0,0,10.7,1,3.36,0,0,0,2
796.0,1,15.5,1,2.28,0,1,1,1
539.0,1,7.8,1,1.08,0,1,1,1
700.0,0,22.0,1,4.44,0,0,0,3
440.0,1,20.4,1,0.99,0,0,1,1
538.0,1,22.2,0,3.72,0,0,0,1
998.0,0,5.7,1,2.17,1,0,1,2
755.0,1,22.0,0,1.77,0,0,1,1
830.0,1,8.9,0,0.53,0,1,1,1
904.0,0,9.0,0,2.99,0,1,1,3
524.0,1,10.3,1,3.04,1,0,0,0
435.0,0,14.1,0,4.08,0,0,0,2
351.0,1,2.8,0,4.9,0,0,1,1
366.0,0,22.8,1,0.03,0,0,0,2
421.0,1,2.6,0,3.18,0,0,0,1
449.0,0,3.1,1,0.94,0,1,1,2
953.0,0,14.0,0,3.75,1,0,1,2
476.0,0,7.2,1,3.54,1,1,0,2
1106.0,0,10.8,0,0.27,1,1,1,2
581.0,0,12.3,1,0.2,0,1,1,2
761.0,0,10.6,0,4.85,0,0,1,3
469.0,0,1.4,0,0.05,1,1,0,1
705.0,1,2.4,0,1.43,1,0,0,0
247.0,1,10.5,0,3.92,0,0,1,1
321.0,1,15.7,1,2.61,0,1,1,1
599.0,1,17.3,1,1.2,0,1,0,1
837.0,0,12.2,0,4.92,1,1,1,2
1100.0,0,10.8,1,3.45,0,1,1,3
977.0,0,12.7,0,2.18,0,1,0,3
964.0,0,23.3,0,4.35,0,0,0,3
786.0,0,11.9,1,4.16,1,1,1,2
623.0,0,20.7,0,2.45,1,1,0,2
1123.0,1,23.2,1,3.7,0,1,1,2
238.0,0,7.8,0,1.34,1,0,0,1
233.0,0,9.2,0,0.61,1,1,0,1
1062.0,1,18.1,1,1.13,0,0,1,2
1081.0,0,17.3,0,4.21,0,1,1,3
441.0,0,6.3,1,1.02,0,0,1,2
681.0,0,15.4,0,0.17,1,0,1,1
493.0,1,12.2,1,2.71,0,1,1,1
624.0,0,21.9,0,1.01,1,0,1,1
732.0,0,23.8,0,2.14,0,0,0,2
1021.0,1,4.3,0,4.7,0,1,0,2
249.0,0,5.3,0,3.74,0,0,0,2
893.0,1,9.3,0,0.57,1,0,1,1
284.0,1,20.6,1,4.44,1,1,0,1
1199.0,1,23.9,0,0.13,1,0,0,1
695.0,1,16.1,1,1.83,1,1,0,0
763.0,1,21.0,0,2.85,0,0,1,1
829.0,0,10.0,1,3.25,0,0,0,3
1121.0,0,7.4,1,4.64,1,0,1,3
365.0,1,4.2,1,2.15,0,1,0,1
698.0,1,4.4,1,2.14,0,1,1,1
620.0,0,10.1,1,3.23,0,0,0,2
1062.0,1,3.4,1,0.1,1,0,0,1
651.0,1,5.4,0,3.37,0,0,0,1
754.0,1,22.0,1,1.89,1,0,0,1
782.0,0,17.9,1,1.03,0,0,1,2
382.0,1,6.1,0,1.16,1,0,1,0
1112.0,0,3.2,1,0.55,1,1,1,2
657.0,0,9.4,0,1.71,0,0,0,2
669.0,0,3.7,0,3.28,0,0,1,2
1120.0,1,1.6,0,4.09,0,0,0,2
379.0,1,19.8,0,1.43,0,0,1,1
648.0,0,22.7,1,2.47,0,1,0,2
494.0,1,12.6,0,2.92,0,1,1,1
1094.0,0,20.6,1,2.57,0,1,0,3
563.0,1,10.6,0,4.56,0,1,1,1
912.0,0,23.0,1,3.1,1,0,1,2
578.0,0,19.1,0,4.67,1,1,1,2
1057.0,1,20.3,1,3.75,1,0,0,1
808.0,1,5.6,1,0.71,0,1,1,1
227.0,0,16.5,0,0.71,0,1,1,2
728.0,0,23.9,1,3.99,1,0,0,2
322.0,1,21.9,1,4.42,1,1,0,1
641.0,0,22.8,0,3.72,1,1,0,2
481.0,1,23.6,1,1.27,0,0,1,1
1173.0,1,10.3,1,2.37,1,1,1,1
1085.0,1,5.3,1,1.26,1,1,1,1
394.0,0,6.8,1,1.28,1,1,0,1
958.0,0,13.5,1,4.25,1,1,1,2
343.0,1,18.5,0,4.8,1,0,1,1
844.0,1,9.4,0,1.67,1,0,0,1
617.0,0,5.9,1,0.86,1,0,1,1
702.0,0,1.3,0,0.52,0,1,0,2
1087.0,0,8.4,0,1.52,0,0,1,3
648.0,0,6.2,0,3.15,0,0,1,2
405.0,1,22.6,1,1.72,1,0,0,0
713.0,1,21.9,1,4.72,0,1,0,2
794.0,0,7.6,1,0.58,0,1,0,2
418.0,0,9.2,0,2.25,0,1,0,2
339.0,0,7.2,0,3.38,1,1,1,2
929.0,1,8.9,1,1.99,0,0,1,2
509.0,0,10.1,0,3.55,1,0,1,2
853.0,1,6.2,0,2.26,0,1,1,1
506.0,0,2.1,0,3.86,1,1,0,2
414.0,0,18.9,0,1.38,0,0,1,2
307.0,0,5.7,0,4.35,0,0,1,2
1139.0,1,20.6,0,0.88,0,1,1,2
908.0,1,22.6,0,1.19,0,1,0,1
295.0,1,14.0,0,1.23,1,0,1,0
294.0,0,13.6,1,0.38,0,0,0,2
353.0,1,5.7,1,1.78,1,1,1,0
693.0,1,11.0,1,4.02,0,1,0,1
651.0,1,11.4,1,3.48,1,0,0,1
890.0,0,19.6,0,4.78,1,1,0,2
834.0,0,9.1,0,2.27,1,1,0,2
1020.0,0,8.5,1,2.54,1,1,1,2
530.0,0,23.7,1,0.74,1,0,1,1
1067.0,0,13.6,1,1.15,0,0,0,3
833.0,1,17.9,0,4.57,0,0,1,2
425.0,0,15.8,0,4.99,1,0,0,2
1130.0,0,15.3,0,3.46,0,0,1,3
1028.0,0,13.3,0,1.58,0,1,1,3
270.0,1,5.9,0,4.34,1,1,1,1
847.0,1,7.1,1,3.34,1,1,0,1
711.0,0,21.4,0,1.22,0,0,0,2
1106.0,1,15.4,0,2.36,0,1,0,2
579.0,1,18.0,1,2.43,1,1,1,0
526.0,0,22.7,1,4.77,0,1,1,3
207.0,0,6.3,0,0.01,1,1,0,1
452.0,0,23.8,1,0.2,1,0,0,1
907.0,1,7.7,0,0.46,0,0,1,1
556.0,1,6.4,0,4.21,0,0,0,1
1198.0,0,4.7,1,0.78,0,1,1,3
1161.0,1,17.6,0,1.09,1,1,1,1
919.0,1,14.3,1,1.54,1,0,0,1
709.0,1,22.9,1,1.21,1,1,1,0
633.0,0,6.0,1,4.53,1,0,0,2
638.0,1,8.7,0,4.86,1,0,0,1
949.0,1,5.5,1,1.8,1,1,0,1
566.0,0,9.0,1,2.84,1,1,1,2
1188.0,0,9.9,0,1.47,0,1,0,3
829.0,1,1.6,0,4.79,1,0,0,1
912.0,0,7.7,0,1.77,0,1,0,3
1093.0,0,20.6,0,4.7,1,0,1,3
1062.0,1,3.7,1,0.78,0,0,0,2
833.0,0,18.2,1,1.57,0,1,1,2
516.0,0,4.2,1,0.21,0,1,0,2
933.0,1,16.8,1,2.35,1,0,1,1
691.0,0,4.9,0,0.11,0,0,0,2
261.0,1,17.4,1,0.78,1,0,0,0
723.0,0,6.2,0,1.88,1,1,0,2
501.0,1,1.6,1,4.66,0,0,1,1
334.0,1,10.5,1,1.05,1,1,0,0
929.0,1,3.9,1,0.34,0,0,1,1
221.0,0,2.8,1,3.77,0,0,0,2
613.0,0,16.3,0,3.36,1,0,0,2
295.0,1,14.3,1,4.63,0,0,1,1
432.0,0,18.0,0,4.24,0,0,1,2
239.0,0,2.9,0,4.62,0,1,1,3
793.0,1,6.6,1,3.73,0,0,1,2
978.0,1,14.9,0,4.36,0,1,0,2
477.0,1,20.0,0,3.66,0,1,1,1
718.0,0,10.2,0,2.77,0,1,1,2
457.0,1,11.9,1,0.36,1,0,0,0
876.0,0,8.9,1,2.39,0,1,0,3
844.0,1,18.0,1,3.65,1,0,0,1
749.0,0,2.8,1,2.26,1,0,0,2
344.0,0,21.3,1,4.53,1,0,1,2
349.0,1,22.2,0,4.64,0,0,1,1
565.0,1,7.7,0,1.89,0,0,0,1
964.0,1,18.3,1,2.86,1,0,1,1
492.0,1,11.9,0,1.42,1,0,1,0
835.0,0,10.1,0,2.83,0,1,1,3
1164.0,0,5.0,0,0.76,0,1,0,3
1128.0,1,23.6,0,3.4,1,0,0,1
525.0,0,18.2,1,4.99,1,0,1,2
553.0,0,20.4,0,1.58,0,1,1,2
1175.0,1,13.4,1,0.47,1,1,0,1
769.0,1,13.3,1,0.07,0,0,0,1
788.0,0,20.6,0,2.99,0,1,0,3
648.0,1,10.8,0,3.96,1,1,1,1
302.0,0,23.6,0,0.47,0,0,0,2
226.0,0,16.8,1,2.56,0,0,1,2
765.0,0,13.5,1,3.03,0,1,1,3
552.0,1,21.2,1,3.78,0,0,0,1
740.0,0,6.0,1,3.39,1,0,0,2
1125.0,1,2.0,0,4.28,1,1,0,2
1128.0,1,10.2,1,4.43,1,1,1,2
438.0,1,4.7,0,1.31,0,0,0,1
1125.0,1,3.9,0,1.49,0,0,1,2
226.0,0,2.0,0,0.32,0,1,1,2
895.0,1,20.9,1,4.88,0,1,1,2
446.0,0,11.2,1,3.47,0,1,0,2
413.0,0,8.0,1,4.82,0,0,1,3
634.0,0,21.9,0,0.09,1,1,1,1
384.0,0,7.4,0,2.05,0,0,0,2
1007.0,1,1.6,0,4.96,1,1,1,2
411.0,0,17.1,1,2.85,0,1,1,2
1192.0,1,4.9,0,3.61,0,0,0,2
924.0,1,21.3,0,4.52,1,0,1,1
760.0,0,18.8,1,1.67,1,0,1,2
379.0,0,3.2,0,1.65,0,0,0,2
986.0,0,21.3,0,4.45,0,0,1,3
790.0,0,6.2,0,3.35,0,0,0,3
425.0,1,1.3,1,1.98,0,0,1,1
321.0,1,5.3,0,0.39,0,1,0,1
1189.0,0,6.4,0,3.48,1,1,0,3
777.0,1,9.7,1,3.84,0,0,0,2
797.0,0,6.9,1,0.34,0,0,0,2
516.0,0,15.6,1,2.24,1,0,1,2
462.0,0,9.9,0,1.43,0,1,0,2
544.0,0,11.4,0,3.57,1,0,1,2
365.0,0,16.6,1,4.83,0,0,0,3
900.0,0,13.7,0,1.08,0,0,1,2
999.0,1,6.3,0,0.95,1,1,1,1
718.0,0,21.2,1,0.6,1,0,0,2
1177.0,1,2.3,0,4.47,0,0,0,2
766.0,0,13.8,1,3.09,1,0,0,2
484.0,0,10.1,0,2.61,1,0,1,2
539.0,0,19.2,0,2.72,0,0,1,2
702.0,1,23.9,0,2.39,0,1,1,1
1024.0,0,14.6,0,4.65,0,1,1,3
1190.0,0,10.6,0,3.58,0,1,0,3
243.0,1,12.6,1,3.56,1,1,0,1
700.0,0,12.2,1,0.39,1,0,1,1
290.0,0,17.9,0,4.95,0,0,1,3
401.0,0,1.1,1,2.5,1,0,1,2
807.0,0,20.0,0,0.09,1,0,0,2
267.0,0,12.2,1,3.97,1,1,1,2
812.0,1,12.8,1,3.57,0,1,1,2
1016.0,0,20.2,0,3.46,1,1,0,2
242.0,1,1.7,1,1.96,0,0,0,1
512.0,1,22.2,1,2.6,0,0,0,1
558.0,0,2.4,0,3.56,0,1,1,2
420.0,0,10.3,0,0.01,0,0,1,2
886.0,1,22.1,1,1.49,0,1,1,1
800.0,1,21.8,1,4.32,0,1,0,2
610.0,1,8.3,0,0.87,1,1,1,0
460.0,0,2.5,1,1.77,1,1,1,2
581.0,0,14.9,1,0.42,1,0,1,1
947.0,1,17.8,0,1.32,1,0,1,1
1049.0,1,21.8,1,2.28,1,1,0,1
478.0,1,1.8,1,4.4,0,1,1,1
1130.0,1,7.8,0,3.41,1,1,1,1
342.0,1,19.4,1,2.86,0,1,1,1
335.0,0,19.4,0,3.76,1,0,1,2
883.0,0,14.3,0,2.91,1,1,1,2
565.0,0,2.4,0,0.44,0,0,1,2
476.0,0,14.5,1,2.94,1,1,0,2
694.0,1,20.0,0,3.93,0,0,1,1
1057.0,0,1.5,0,3.98,1,0,0,3
984.0,1,5.9,0,0.93,1,0,1,1
967.0,0,20.5,0,3.17,0,1,1,3
820.0,0,6.4,0,0.95,1,1,0,2
641.0,1,2.3,0,0.46,0,0,0,1
511.0,1,17.5,0,0.35,1,0,1,0
772.0,0,18.8,0,2.66,1,0,0,2
1000.0,0,10.2,0,0.34,0,1,0,3
789.0,1,17.6,0,0.05,1,0,1,0
242.0,0,14.1,0,2.48,0,1,1,2
876.0,0,6.7,0,4.36,1,1,0,2
655.0,0,10.6,1,4.21,0,1,1,3
851.0,1,15.0,0,2.28,1,0,0,1
1134.0,0,20.5,0,0.52,0,1,1,3
992.0,1,6.5,0,2.66,1,1,0,1
388.0,0,4.0,1,0.76,1,0,0,1
538.0,0,21.0,1,0.64,0,1,0,2
1194.0,0,22.9,1,0.69,1,1,0,2
259.0,1,2.2,0,2.74,0,1,1,1
233.0,1,23.1,0,1.09,1,0,0,0
260.0,1,18.1,0,2.11,0,1,1,1
970.0,1,22.2,0,2.54,1,0,1,1
790.0,1,1.6,0,4.85,1,0,0,1
398.0,0,22.7,1,0.45,1,1,1,1
909.0,0,5.2,1,1.78,0,0,0,3
972.0,0,2.8,1,4.55,1,1,0,3
925.0,1,20.8,0,1.99,1,1,0,1
497.0,0,19.3,0,2.86,1,0,1,2
461.0,1,11.3,1,4.05,1,1,0,1
425.0,0,20.5,0,3.69,1,0,0,2
583.0,0,21.3,1,3.39,0,1,0,2
279.0,1,1.2,1,1.02,0,0,0,1
776.0,1,2.4,1,3.32,1,1,1,1
442.0,1,14.5,0,3.92,0,1,1,1
742.0,1,2.0,0,2.04,1,0,0,1
224.0,0,15.7,0,4.5,1,1,1,2
469.0,0,8.9,1,2.83,1,1,0,2
223.0,1,12.6,0,3.93,0,0,1,1
504.0,1,22.1,1,0.54,0,0,1,1
545.0,1,18.1,0,0.92,1,0,1,0
648.0,1,9.3,0,4.32,1,1,1,1
381.0,1,21.7,1,0.23,1,0,1,0
1063.0,1,12.1,1,0.31,0,1,1,1
981.0,1,9.8,0,4.73,0,1,1,2
1031.0,0,22.6,0,0.19,1,0,0,2
747.0,0,1.5,1,2.97,0,0,1,3
827.0,1,13.6,1,2.67,1,0,1,1
486.0,1,22.5,0,2.8,1,0,1,0
537.0,1,22.5,1,3.22,0,0,0,1
993.0,0,4.6,0,0.39,1,1,1,2
758.0,1,19.8,1,4.11,1,0,0,1
954.0,1,9.6,1,3.1,0,0,0,2
627.0,0,18.7,1,3.53,0,0,0,2
1184.0,1,1.1,0,3.45,1,0,1,2
606.0,1,1.6,0,2.35,1,1,0,0
1032.0,1,5.8,1,0.39,1,0,1,1
370.0,0,14.3,1,2.31,0,0,1,2
317.0,0,22.6,1,3.26,0,1,0,2
991.0,1,19.7,1,2.48,0,1,1,2
695.0,0,5.1,0,0.03,0,0,1,2
285.0,1,5.3,1,4.71,0,0,0,1
295.0,1,21.4,0,0.04,0,1,0,1
686.0,1,18.1,1,1.04,1,0,0,0
954.0,0,14.3,0,4.48,0,0,0,3
211.0,0,2.1,1,0.46,1,1,1,1
585.0,0,4.4,0,3.41,0,0,0,2
468.0,0,14.1,1,2.87,1,0,0,2
695.0,0,20.4,1,0.33,1,0,1,1
1184.0,0,15.9,1,2.63,1,1,1,3
565.0,1,12.4,0,2.46,0,1,1,1
760.0,0,22.1,1,4.09,1,1,0,2
1077.0,1,2.2,0,0.29,1,1,0,1
919.0,0,4.3,1,1.74,0,0,1,3
971.0,1,6.4,0,3.82,1,0,0,1
399.0,0,1.2,1,3.68,1,1,0,2
712.0,0,11.2,1,2.72,1,0,1,2
1140.0,0,10.0,0,4.53,1,1,1,3
509.0,1,4.2,0,4.92,1,0,0,1
501.0,1,2.3,0,1.45,0,1,1,1
280.0,1,2.9,1,1.07,1,1,0,0
782.0,1,11.4,1,1.69,1,0,0,1
708.0,1,17.6,1,4.98,0,0,1,2
1076.0,0,4.3,0,0.48,1,1,1,2
674.0,0,18.0,1,2.74,0,0,1,2
794.0,1,4.9,1,0.21,1,1,0,0
880.0,0,14.2,0,0.56,1,1,0,2
898.0,1,8.4,1,2.87,1,0,0,1
1197.0,0,3.6,0,3.52,0,1,0,3
395.0,0,18.2,1,4.47,0,1,1,2
504.0,1,12.4,0,2.47,1,1,1,0
920.0,1,12.1,1,3.14,1,1,0,1
746.0,1,11.8,0,4.33,0,1,0,2
575.0,0,6.5,0,0.51,1,1,0,1
391.0,0,9.6,0,3.93,0,0,0,2
526.0,1,14.5,0,0.22,0,1,0,1
1142.0,0,1.3,1,0.6,0,1,0,3
758.0,1,23.8,0,0.58,0,0,1,1
957.0,1,3.0,1,2.7,0,1,1,2
478.0,1,22.6,0,4.46,0,0,0,1
712.0,0,23.5,0,0.52,0,1,0,2
384.0,1,23.4,0,3.32,1,0,1,0
763.0,0,21.9,0,4.21,0,0,1,3
348.0,1,15.4,0,1.91,1,1,1,0
1035.0,1,7.6,1,0.42,1,1,1,1
329.0,1,9.5,0,2.28,0,1,0,1
1008.0,1,20.6,0,0.59,0,0,0,1
270.0,0,5.7,0,2.35,1,0,1,2
1121.0,0,3.4,0,4.08,1,0,0,3
1043.0,1,4.1,1,4.48,1,0,1,2
897.0,1,22.1,1,3.09,0,0,0,2
869.0,1,11.8,0,1.87,0,0,1,1
592.0,1,22.5,1,2.27,0,1,1,1
1196.0,0,14.6,1,1.4,1,1,1,2
204.0,0,10.9,1,0.14,0,0,0,2
247.0,0,7.2,0,3.82,1,1,1,2
918.0,1,8.8,0,1.48,0,0,0,1
797.0,0,8.6,0,1.71,0,0,1,2
459.0,1,7.5,1,3.01,0,1,1,1
587.0,1,4.5,0,3.11,1,0,1,0
799.0,0,4.7,1,1.67,1,0,0,2
612.0,0,13.5,1,0.98,1,1,1,1
262.0,1,17.1,1,0.53,1,0,1,0
236.0,1,1.5,0,4.49,0,1,0,1
644.0,0,9.2,0,0.16,0,1,1,2
674.0,0,7.6,1,4.82,1,1,1,2
868.0,0,14.5,1,1.3,0,0,1,2
1184.0,0,16.8,0,1.69,1,1,0,2
278.0,1,17.7,1,2.47,0,1,0,1
480.0,1,13.8,0,3.44,1,0,0,1
782.0,0,8.3,1,0.46,0,0,0,2
548.0,0,22.6,0,4.07,0,0,1,2
495.0,1,7.8,1,3.64,1,1,1,1
507.0,1,11.0,0,2.59,1,1,0,0
