temperatura_armazenamento_c,umidade_relativa_ambiente_pct,tempo_armazenado_dias,bombonas_integra_limpa,lacres_integro,segregacao_de_produtos_quimicos,piso_limpo_seco,PEPS_FEFO_aplicado,lote_identificado,probabilidade
35.0,72.0,85.0,1,1,0,1,0,0,2
31.4,83.0,144.0,0,1,0,0,1,0,2
24.6,85.0,216.0,0,0,0,0,0,0,2
24.4,54.0,327.0,1,1,1,1,1,1,1
11.5,52.0,304.0,0,0,1,1,0,1,1
30.7,73.0,17.0,0,0,0,0,1,0,2
33.4,59.0,73.0,0,0,1,1,1,0,1
15.9,67.0,201.0,0,0,1,0,1,1,1
15.8,88.0,278.0,1,0,0,0,1,0,2
21.5,60.0,100.0,1,0,0,1,0,1,0
13.6,89.0,48.0,0,0,0,1,0,1,1
19.3,89.0,116.0,0,0,0,1,0,1,1
13.5,90.0,13.0,1,0,0,1,1,0,1
21.4,41.0,317.0,1,0,0,1,1,1,1
22.2,72.0,167.0,1,1,0,1,1,0,1
33.8,66.0,315.0,0,0,0,0,0,1,2
17.5,76.0,294.0,1,0,1,1,0,0,1
27.4,82.0,362.0,0,1,1,0,1,0,2
15.6,43.0,165.0,0,0,0,0,0,0,0
34.6,60.0,218.0,1,1,0,0,1,0,2
16.9,47.0,134.0,1,1,1,1,0,1,0
11.5,53.0,262.0,1,1,0,1,0,0,1
14.7,50.0,228.0,0,0,1,1,1,0,0
32.0,31.0,217.0,1,0,0,1,1,0,2
24.2,36.0,23.0,1,0,1,0,0,1,0
11.7,39.0,175.0,1,1,0,1,0,0,0
32.2,81.0,327.0,0,1,0,0,0,0,3
31.4,85.0,223.0,0,0,0,0,1,1,2
32.6,59.0,227.0,0,1,1,0,0,1,2
17.0,36.0,72.0,0,1,1,0,1,1,0
23.7,88.0,42.0,1,1,1,1,0,1,1
17.6,41.0,78.0,1,0,0,1,1,1,0
10.7,57.0,69.0,1,1,1,0,1,0,0
18.4,32.0,222.0,0,0,0,0,1,1,0
14.3,54.0,349.0,0,1,0,0,1,0,1
33.4,61.0,209.0,0,0,1,0,1,1,2
22.5,84.0,221.0,1,0,1,1,1,1,1
13.4,67.0,17.0,0,0,1,0,1,1,0
15.5,85.0,73.0,1,1,0,0,1,0,1
34.7,54.0,307.0,0,0,0,0,1,1,2
16.3,77.0,143.0,1,0,0,1,1,1,1
34.8,57.0,252.0,0,0,1,1,1,1,2
34.3,90.0,7.0,0,1,0,0,1,0,2
26.6,31.0,338.0,1,1,1,1,1,1,2
14.0,44.0,53.0,1,1,1,1,1,0,0
29.1,35.0,87.0,1,0,1,1,0,1,1
25.9,71.0,154.0,0,0,0,0,0,1,1
30.1,35.0,353.0,0,0,1,0,0,1,2
26.4,71.0,126.0,1,0,1,1,0,1,1
18.9,63.0,310.0,0,0,1,1,0,1,1
16.4,33.0,173.0,0,1,0,1,0,0,0
28.2,44.0,154.0,1,1,1,1,1,0,1
29.4,36.0,167.0,1,1,0,1,0,1,1
18.8,41.0,144.0,0,1,1,0,1,1,0
23.9,44.0,20.0,1,1,0,1,1,0,0
26.7,82.0,58.0,1,1,1,0,1,1,1
13.3,76.0,174.0,1,1,1,1,1,1,1
31.9,50.0,12.0,1,1,0,0,0,1,1
19.4,41.0,186.0,1,0,0,0,1,0,0
25.2,58.0,113.0,1,1,0,1,0,1,1
21.1,77.0,115.0,0,1,1,0,0,1,1
15.3,67.0,52.0,0,0,1,0,1,1,0
31.7,43.0,160.0,1,1,1,0,0,0,1
31.5,69.0,271.0,0,1,0,0,1,1,2
28.7,56.0,300.0,1,0,0,1,1,0,2
26.8,33.0,99.0,0,0,1,0,0,1,1
13.7,78.0,168.0,0,1,1,0,1,1,1
27.1,78.0,254.0,0,1,0,0,1,1,2
15.2,86.0,101.0,1,0,1,0,0,1,1
23.7,35.0,177.0,0,1,1,1,0,1,1
23.8,68.0,244.0,0,1,0,0,1,0,1
16.9,69.0,239.0,0,1,1,0,0,1,1
21.9,59.0,317.0,1,1,0,0,0,0,1
15.6,51.0,303.0,0,1,1,1,0,0,1
13.9,68.0,201.0,1,0,1,1,1,1,1
10.1,82.0,339.0,0,0,1,0,1,1,2
26.8,51.0,55.0,1,1,0,0,1,1,1
18.0,70.0,316.0,0,1,1,0,0,0,1
33.6,69.0,56.0,0,0,0,0,0,0,2
21.9,38.0,178.0,1,1,0,1,0,1,0
26.4,44.0,231.0,1,1,0,0,0,0,1
34.4,74.0,213.0,0,0,0,1,1,1,2
17.5,36.0,242.0,1,0,1,1,0,0,0
20.3,84.0,184.0,1,1,0,0,1,1,1
16.7,84.0,347.0,1,1,0,0,1,0,2
20.2,79.0,182.0,1,0,1,0,1,1,1
33.1,72.0,266.0,0,0,1,0,1,0,2
28.9,85.0,234.0,0,1,1,1,0,1,2
24.2,87.0,300.0,0,1,0,0,1,0,2
14.1,89.0,203.0,1,1,1,0,0,1,1
14.9,37.0,65.0,1,0,1,1,0,1,0
22.9,61.0,108.0,0,0,1,1,0,1,0
12.7,38.0,304.0,1,0,0,0,1,1,1
30.7,66.0,200.0,1,0,1,0,1,0,2
12.9,47.0,103.0,0,0,1,1,0,1,0
31.4,69.0,148.0,1,1,1,1,1,1,2
32.8,39.0,199.0,1,0,0,0,0,0,2
10.8,87.0,79.0,1,1,0,0,1,1,1
33.7,35.0,26.0,1,1,0,1,0,1,1
33.9,39.0,295.0,0,0,1,0,1,0,2
33.2,34.0,174.0,0,0,0,0,0,0,2
23.4,39.0,44.0,1,1,1,0,0,1,0
14.8,49.0,4.0,0,1,0,1,1,0,0
15.8,50.0,244.0,0,0,1,1,1,1,0
18.6,79.0,291.0,0,0,0,0,0,1,1
14.1,33.0,73.0,0,0,0,0,1,0,0
30.2,34.0,321.0,1,0,1,0,1,1,2
10.2,78.0,349.0,1,1,1,0,1,0,1
10.7,55.0,4.0,1,0,1,1,0,1,0
20.3,44.0,78.0,1,1,1,1,1,1,0
25.8,84.0,149.0,1,0,0,1,1,1,2
14.7,76.0,52.0,1,1,1,1,0,0,0
15.5,52.0,173.0,1,1,0,1,1,0,0
10.6,45.0,258.0,1,0,1,0,0,1,1
13.3,66.0,267.0,0,0,0,0,1,0,1
21.7,82.0,328.0,1,1,0,0,0,0,2
21.1,39.0,18.0,1,1,1,1,0,1,0
22.9,84.0,334.0,0,1,0,0,1,0,2
24.8,79.0,37.0,1,1,0,0,1,1,1
25.6,58.0,95.0,0,1,0,0,0,0,1
24.7,69.0,200.0,1,1,0,1,1,0,1
14.4,35.0,151.0,0,0,1,0,0,1,0
22.0,55.0,258.0,1,0,1,0,1,0,1
33.8,85.0,225.0,0,1,0,0,0,1,3
23.5,74.0,162.0,1,1,0,0,1,1,1
17.5,67.0,236.0,0,1,1,0,0,0,1
31.4,32.0,363.0,1,0,0,1,1,0,2
11.4,69.0,231.0,0,1,0,1,0,0,1
19.2,62.0,46.0,0,1,0,1,0,1,0
31.9,64.0,84.0,0,1,0,1,0,1,1
15.7,88.0,109.0,1,0,0,0,1,0,1
31.1,31.0,75.0,0,1,0,0,1,0,1
16.4,70.0,9.0,0,1,0,0,0,1,0
27.5,63.0,247.0,0,0,0,0,0,1,1
30.4,56.0,217.0,0,1,1,0,0,0,2
24.9,48.0,54.0,1,1,1,1,1,1,0
32.2,51.0,150.0,0,1,0,1,1,0,1
34.4,77.0,106.0,0,0,0,0,0,1,2
25.1,37.0,179.0,1,0,0,1,0,1,1
17.1,58.0,302.0,1,0,0,1,1,1,1
33.0,47.0,41.0,1,1,0,0,0,0,1
29.7,83.0,63.0,0,0,0,1,0,1,2
19.9,37.0,359.0,0,1,0,0,1,1,1
14.3,83.0,182.0,0,0,0,0,0,1,1
18.5,37.0,313.0,1,0,0,1,1,1,1
13.9,55.0,40.0,0,1,1,0,0,1,0
28.6,83.0,147.0,0,0,0,1,1,0,2
25.6,44.0,228.0,0,1,1,1,0,1,1
34.0,68.0,117.0,1,1,0,0,1,1,2
30.1,67.0,298.0,0,0,1,0,1,1,2
27.3,38.0,294.0,0,1,1,1,0,0,1
12.5,69.0,318.0,0,1,1,1,0,0,1
24.5,37.0,316.0,0,0,0,1,0,0,1
18.1,65.0,356.0,1,1,0,1,1,0,1
13.7,55.0,160.0,1,0,0,0,0,1,0
25.1,39.0,147.0,1,1,1,1,1,0,1
23.8,85.0,82.0,0,0,0,0,0,1,1
33.9,51.0,20.0,0,1,0,0,0,1,1
15.6,84.0,138.0,0,0,0,1,1,1,1
29.5,31.0,119.0,0,0,1,0,0,0,1
14.6,56.0,232.0,0,0,1,1,1,1,0
16.4,42.0,285.0,1,0,0,0,0,1,1
29.2,37.0,29.0,0,0,0,1,0,1,1
33.8,55.0,344.0,0,1,0,0,0,1,2
31.3,80.0,254.0,0,0,0,0,0,1,2
21.4,85.0,247.0,1,1,1,0,0,1,1
13.0,65.0,317.0,0,1,1,1,1,0,1
29.5,61.0,340.0,1,1,1,1,1,1,2
32.0,51.0,219.0,0,0,1,1,1,1,2
28.7,47.0,228.0,0,0,1,0,1,1,1
19.1,87.0,36.0,1,1,0,0,0,1,1
19.9,35.0,122.0,0,0,1,1,0,0,0
24.9,77.0,273.0,1,0,0,0,0,0,2
26.0,81.0,217.0,0,1,0,1,0,1,2
17.1,32.0,281.0,1,1,0,0,1,0,1
27.5,77.0,291.0,1,0,0,1,0,0,2
28.0,37.0,139.0,0,0,0,1,0,1,1
24.6,45.0,308.0,0,1,0,1,0,1,1
26.9,76.0,294.0,0,0,0,0,1,1,2
27.8,81.0,226.0,0,0,1,1,0,1,2
13.4,34.0,65.0,0,0,0,1,1,0,0
32.3,72.0,184.0,1,0,1,1,1,1,2
19.3,36.0,42.0,0,0,0,1,0,1,0
33.0,83.0,45.0,0,1,0,0,0,1,2
28.5,35.0,362.0,1,1,0,0,1,0,2
15.0,83.0,295.0,1,0,0,1,1,1,1
12.6,50.0,224.0,0,0,1,1,1,0,0
33.1,64.0,349.0,1,1,0,1,1,0,2
16.4,70.0,165.0,0,0,1,0,0,1,1
29.3,45.0,362.0,0,1,1,1,1,1,2
17.7,48.0,36.0,0,1,0,0,1,0,0
27.5,47.0,122.0,0,1,1,1,0,0,1
33.2,56.0,139.0,1,1,0,0,0,0,2
14.8,88.0,185.0,1,1,0,0,1,0,1
13.4,31.0,130.0,1,1,0,1,0,0,0
27.7,54.0,309.0,0,1,1,1,1,0,2
29.5,57.0,54.0,0,0,0,0,1,1,1
18.4,81.0,239.0,1,1,1,1,0,0,1
13.7,37.0,238.0,0,0,0,1,0,0,0
25.8,47.0,196.0,1,0,1,0,0,0,1
11.3,73.0,214.0,1,0,0,1,0,0,1
17.0,71.0,286.0,1,0,0,0,1,1,1
34.0,45.0,360.0,0,1,0,0,0,0,2
32.5,35.0,333.0,0,1,1,0,1,0,2
20.8,34.0,35.0,1,0,1,1,0,0,0
26.1,73.0,154.0,0,0,0,0,0,1,1
15.5,67.0,122.0,1,1,0,0,0,1,0
33.6,41.0,154.0,1,0,0,0,0,1,2
19.9,40.0,222.0,1,1,0,0,1,0,0
31.5,64.0,124.0,1,1,1,1,1,1,1
29.8,36.0,55.0,0,1,0,0,0,0,1
12.1,56.0,260.0,0,0,1,0,0,0,1
13.2,79.0,251.0,1,0,1,0,0,0,1
22.1,89.0,209.0,0,1,0,0,1,1,2
30.7,60.0,149.0,0,0,1,0,1,0,1
29.2,79.0,15.0,0,1,1,0,0,1,2
16.8,66.0,145.0,0,0,0,0,0,1,0
34.1,75.0,297.0,1,0,0,0,1,0,3
19.5,89.0,230.0,0,1,1,1,0,1,1
31.8,39.0,236.0,1,1,1,0,0,0,2
10.6,61.0,236.0,1,0,0,1,1,1,0
12.1,33.0,348.0,1,0,0,1,0,0,1
14.0,77.0,360.0,0,0,1,0,1,1,1
32.9,59.0,266.0,0,1,1,1,0,1,2
21.4,82.0,208.0,0,0,1,0,1,0,1
13.8,50.0,96.0,1,1,0,0,0,0,0
10.5,38.0,140.0,1,0,0,1,1,0,0
26.2,37.0,350.0,1,0,1,1,0,1,2
21.5,68.0,100.0,1,0,0,1,1,0,0
32.0,81.0,306.0,1,1,0,0,0,1,3
13.3,41.0,65.0,1,0,0,1,1,1,0
25.7,54.0,49.0,0,0,0,0,0,1,1
11.2,57.0,89.0,1,0,1,0,0,0,0
20.8,80.0,271.0,1,1,1,1,0,1,1
33.2,35.0,251.0,1,1,0,0,0,1,2
22.0,78.0,330.0,0,1,1,0,1,0,2
23.0,84.0,94.0,0,1,0,0,1,1,1
28.8,53.0,271.0,0,0,0,1,1,0,2
30.2,36.0,266.0,0,1,0,0,0,0,2
31.0,81.0,284.0,1,0,0,1,1,1,2
24.7,54.0,248.0,1,0,1,0,1,1,1
34.4,35.0,336.0,0,0,0,1,0,1,2
34.1,67.0,164.0,0,1,1,0,1,1,2
24.7,63.0,146.0,1,1,0,1,0,0,1
12.5,51.0,239.0,0,0,0,1,1,1,0
11.4,63.0,74.0,0,0,0,0,1,0,0
16.9,56.0,208.0,0,1,1,1,0,0,0
33.5,53.0,258.0,0,0,1,1,0,0,2
33.1,45.0,218.0,0,1,1,1,1,1,2
18.6,54.0,111.0,1,1,1,1,0,1,0
25.9,81.0,358.0,0,0,0,0,0,1,2
17.4,32.0,89.0,1,0,0,0,0,1,0
25.4,56.0,133.0,0,1,1,0,1,1,1
26.2,40.0,331.0,1,1,0,1,1,1,1
21.2,30.0,162.0,0,0,0,1,0,1,0
29.1,35.0,80.0,1,0,0,1,0,1,1
22.2,52.0,313.0,1,1,1,0,0,1,1
18.7,31.0,346.0,1,0,1,0,0,0,1
33.7,76.0,206.0,0,0,0,0,1,1,2
24.2,66.0,202.0,1,0,0,1,0,0,1
16.9,35.0,283.0,1,1,0,1,0,1,1
34.8,48.0,150.0,0,1,1,1,1,1,2
24.3,32.0,214.0,1,0,0,1,0,0,1
27.0,58.0,200.0,0,0,0,0,1,1,1
24.2,32.0,2.0,0,1,0,1,1,1,0
32.2,70.0,344.0,0,0,0,0,0,1,2
11.4,60.0,163.0,0,0,1,0,1,0,0
32.9,53.0,3.0,1,1,0,0,0,1,1
23.3,40.0,237.0,1,1,1,1,1,1,1
33.1,57.0,361.0,0,1,0,0,1,1,2
16.7,34.0,267.0,1,0,0,1,0,0,1
35.0,54.0,59.0,0,0,1,0,1,1,2
22.0,60.0,62.0,1,1,1,1,1,0,0
20.1,55.0,344.0,1,0,0,1,1,1,1
31.4,42.0,37.0,0,0,0,1,1,1,1
18.5,45.0,181.0,1,1,1,1,1,0,0
26.9,56.0,314.0,0,0,1,0,0,1,1
25.6,48.0,244.0,1,1,1,1,1,1,1
27.3,53.0,312.0,0,1,0,0,0,0,2
25.9,67.0,210.0,0,1,1,0,1,0,1
22.6,80.0,146.0,0,1,0,1,1,1,1
12.3,65.0,312.0,0,0,0,0,1,0,1
27.5,84.0,65.0,1,1,1,0,1,1,2
30.1,77.0,120.0,1,1,1,1,1,1,2
19.9,39.0,85.0,0,0,1,0,0,0,0
27.8,44.0,172.0,0,0,0,1,0,1,1
30.4,40.0,7.0,1,0,1,0,0,0,1
13.3,59.0,36.0,1,1,0,1,1,1,0
12.6,72.0,47.0,0,1,0,0,1,1,0
13.0,70.0,180.0,1,1,0,0,0,0,1
28.2,84.0,142.0,0,1,0,1,0,0,2
28.4,87.0,98.0,0,0,1,1,0,0,2
21.5,80.0,155.0,0,1,1,1,0,1,1
33.2,76.0,56.0,1,1,0,1,1,1,2
16.8,57.0,151.0,0,0,0,0,1,1,0
32.0,31.0,141.0,0,0,0,1,1,1,1
34.2,72.0,222.0,1,0,0,0,1,1,2
16.1,31.0,237.0,1,1,1,1,1,1,0
18.8,60.0,57.0,0,1,1,1,1,1,0
18.5,54.0,259.0,0,1,1,0,1,0,1
28.4,34.0,71.0,1,0,1,1,1,1,1
14.7,74.0,29.0,0,0,0,1,1,0,0
26.0,71.0,185.0,1,0,1,0,0,1,1
30.2,85.0,235.0,1,1,0,1,1,0,2
29.0,44.0,67.0,0,1,0,0,1,1,1
15.5,54.0,328.0,0,1,0,0,1,0,1
14.9,33.0,303.0,1,0,0,1,1,1,1
14.5,89.0,89.0,0,0,0,0,0,1,1
15.7,62.0,299.0,1,0,1,0,1,0,1
14.5,35.0,211.0,0,0,1,1,0,1,0
33.0,71.0,307.0,1,1,0,1,1,1,2
20.7,87.0,96.0,1,1,0,0,0,1,1
28.8,83.0,10.0,0,1,0,0,0,0,2
29.8,44.0,59.0,0,1,0,0,0,1,1
20.7,37.0,91.0,1,1,0,0,0,1,0
20.3,40.0,354.0,1,0,1,1,0,0,1
18.6,57.0,242.0,0,1,1,1,0,0,0
29.9,72.0,318.0,0,0,0,0,1,1,2
19.3,49.0,225.0,1,1,1,0,1,1,0
16.1,57.0,259.0,0,1,1,1,1,0,1
33.9,60.0,117.0,1,0,1,1,1,1,2
26.4,70.0,138.0,1,1,1,1,0,1,1
24.0,74.0,283.0,1,0,0,1,1,0,2
32.6,42.0,294.0,0,0,1,0,1,1,2
25.0,44.0,37.0,0,0,1,0,1,1,0
25.2,62.0,117.0,1,0,1,0,0,0,1
25.8,60.0,99.0,0,0,0,1,1,1,1
22.0,82.0,79.0,0,0,1,1,1,1,1
33.7,76.0,72.0,0,1,0,0,1,0,2
18.5,57.0,300.0,0,1,0,1,1,0,1
20.3,48.0,355.0,1,0,0,1,1,0,1
20.5,40.0,363.0,1,1,1,0,0,0,1
22.6,36.0,239.0,0,0,0,0,1,0,1
17.8,80.0,19.0,1,0,0,0,1,0,1
16.3,75.0,110.0,0,1,1,0,1,0,0
31.3,62.0,279.0,1,0,0,1,0,1,2
23.1,50.0,186.0,1,1,1,1,0,0,1
26.6,52.0,326.0,0,0,0,1,1,0,1
14.8,86.0,242.0,0,1,1,0,1,1,1
17.5,40.0,306.0,1,1,0,0,0,0,1
34.6,51.0,251.0,0,1,1,0,0,1,2
10.3,44.0,186.0,1,1,0,1,0,0,0
17.7,76.0,251.0,1,0,0,0,1,1,1
23.5,54.0,238.0,1,1,1,1,1,1,1
17.7,49.0,321.0,0,1,0,0,0,1,1
15.2,48.0,321.0,1,1,1,0,0,1,1
29.3,60.0,15.0,0,1,1,1,1,1,1
31.3,59.0,8.0,1,1,1,0,0,0,1
31.2,61.0,221.0,1,1,0,1,1,0,2
10.1,56.0,68.0,0,0,1,1,1,0,0
19.9,79.0,272.0,1,0,1,1,1,0,1
18.3,57.0,249.0,0,0,0,0,1,0,0
18.9,41.0,58.0,1,0,1,1,0,0,0
31.2,87.0,302.0,0,0,1,1,1,0,3
13.7,52.0,122.0,1,1,1,1,0,0,0
13.0,72.0,50.0,0,1,1,1,1,0,0
33.5,88.0,308.0,1,0,0,1,1,0,3
31.4,88.0,285.0,0,0,0,1,0,1,3
15.1,57.0,27.0,0,1,0,1,0,0,0
12.0,49.0,82.0,0,0,0,1,0,0,0
16.2,78.0,122.0,0,1,1,0,1,0,1
17.7,71.0,133.0,0,1,1,1,1,0,0
10.7,85.0,164.0,1,0,0,0,1,0,1
12.1,73.0,185.0,0,1,0,1,1,0,1
18.5,36.0,325.0,1,1,1,1,1,1,1
16.8,59.0,3.0,0,0,1,1,0,0,0
19.7,57.0,75.0,1,0,1,1,1,0,0
32.0,44.0,178.0,1,1,1,0,1,0,2
10.2,76.0,96.0,1,1,0,1,1,0,0
27.0,87.0,169.0,0,0,0,1,0,0,2
34.0,55.0,105.0,0,0,0,0,1,0,2
25.2,56.0,84.0,0,1,0,0,1,1,0
28.6,63.0,257.0,1,1,1,0,1,0,2
20.8,82.0,165.0,1,0,1,0,0,0,1
17.5,73.0,46.0,0,0,0,0,0,1,0
13.9,79.0,320.0,0,0,0,1,1,1,1
28.2,51.0,231.0,1,1,0,0,0,0,1
13.6,56.0,230.0,0,1,1,1,1,0,0
20.1,32.0,72.0,0,1,1,0,0,0,0
23.7,30.0,316.0,0,1,0,0,0,1,1
18.3,63.0,96.0,0,1,1,0,0,0,0
15.0,36.0,153.0,0,0,0,0,1,0,0
28.5,87.0,247.0,1,0,1,0,0,0,2
10.1,62.0,48.0,1,1,0,0,0,1,0
16.2,56.0,257.0,1,1,0,1,1,0,1
33.4,51.0,250.0,1,1,0,1,1,1,2
22.5,57.0,205.0,0,1,1,0,0,0,1
20.7,33.0,243.0,0,1,0,0,0,1,1
10.5,44.0,207.0,1,0,0,1,0,0,0
30.3,78.0,334.0,0,1,0,0,1,0,2
33.6,80.0,238.0,1,1,1,1,0,0,2
32.2,72.0,205.0,0,1,1,0,0,1,2
20.1,54.0,330.0,1,0,0,0,0,0,1
18.8,72.0,309.0,0,0,0,1,0,0,1
22.0,54.0,356.0,0,0,1,1,0,1,1
28.2,60.0,334.0,0,1,0,1,1,0,2
22.9,68.0,64.0,1,1,0,0,1,1,0
29.8,42.0,323.0,0,0,1,1,1,1,2
18.6,61.0,247.0,0,1,1,0,1,1,1
21.1,88.0,262.0,0,0,0,0,0,0,2
30.9,71.0,25.0,1,0,1,1,0,0,1
23.8,45.0,270.0,1,0,0,0,1,1,1
20.0,71.0,20.0,1,1,1,1,0,0,0
18.7,74.0,30.0,0,0,0,0,0,1,0
12.0,31.0,42.0,1,1,1,0,0,0,0
19.3,80.0,204.0,0,0,1,1,1,0,1
17.9,75.0,103.0,1,1,1,0,1,1,0
13.4,32.0,78.0,1,1,0,1,1,1,0
25.0,80.0,221.0,1,1,0,1,1,1,2
30.0,68.0,318.0,1,0,0,1,0,1,2
34.7,89.0,150.0,0,0,0,1,1,1,3
12.8,76.0,11.0,1,0,0,1,0,0,0
27.3,69.0,188.0,0,1,0,0,1,1,1
17.0,85.0,171.0,0,1,0,0,1,0,1
32.7,34.0,342.0,1,1,1,1,1,1,2
18.6,69.0,177.0,0,1,0,0,1,1,1
18.6,39.0,25.0,0,0,0,1,0,0,0
33.7,89.0,283.0,1,0,1,0,1,0,3
32.2,68.0,191.0,0,0,0,0,1,0,2
24.6,67.0,70.0,1,0,1,0,1,0,1
31.1,87.0,171.0,1,1,0,0,1,0,2
24.2,45.0,326.0,0,0,0,1,0,0,1
31.4,42.0,236.0,1,1,1,1,0,1,2
21.9,31.0,310.0,0,1,1,1,1,0,1
32.2,63.0,316.0,0,0,0,0,0,0,2
28.2,31.0,63.0,1,1,1,0,1,0,1
14.9,42.0,35.0,1,1,0,0,1,0,0
25.9,57.0,319.0,1,0,1,0,0,0,1
12.7,70.0,254.0,0,0,0,0,1,0,1
11.7,67.0,355.0,1,0,0,1,1,0,1
22.1,32.0,111.0,0,0,1,0,0,1,0
27.6,62.0,175.0,0,0,0,1,1,0,1
14.2,72.0,355.0,1,0,1,0,1,1,1
16.6,70.0,226.0,1,0,0,1,0,1,1
26.6,81.0,38.0,0,1,0,0,0,0,1
27.3,75.0,127.0,1,1,0,0,1,0,1
22.3,33.0,353.0,1,1,1,1,0,1,1
34.8,69.0,313.0,1,1,1,0,1,0,2
24.6,84.0,112.0,0,0,1,1,0,0,1
16.4,72.0,60.0,0,1,1,1,0,0,0
25.5,73.0,92.0,0,0,0,0,1,0,1
33.4,58.0,156.0,0,0,0,1,0,1,2
10.9,89.0,123.0,1,0,1,0,0,1,1
18.0,64.0,75.0,0,0,0,1,1,0,0
14.7,54.0,343.0,0,0,0,0,0,1,1
10.5,52.0,189.0,0,0,0,0,0,1,0
25.8,61.0,147.0,0,1,0,0,1,0,1
34.2,53.0,269.0,1,1,1,0,1,1,2
17.1,34.0,16.0,0,0,0,0,0,1,0
27.7,83.0,288.0,0,1,1,1,1,1,2
30.0,32.0,164.0,1,0,0,1,1,1,1
13.5,49.0,106.0,0,1,1,1,0,0,0
13.0,86.0,189.0,1,0,1,0,1,1,1
33.8,53.0,202.0,1,0,1,0,1,0,2
20.2,79.0,209.0,0,1,1,0,1,0,1
10.8,44.0,107.0,1,0,0,1,1,0,0
23.2,31.0,63.0,0,0,1,1,0,1,0
22.9,59.0,189.0,0,1,1,1,1,0,1
10.6,75.0,116.0,1,0,0,0,1,0,0
16.9,44.0,296.0,1,0,1,1,1,1,1
19.5,89.0,15.0,1,1,0,0,0,0,1
30.3,83.0,266.0,0,0,0,1,1,1,2
27.0,32.0,206.0,1,0,0,0,0,1,1
25.6,60.0,314.0,0,0,0,1,0,0,1
24.9,56.0,354.0,1,0,0,1,0,1,1
27.2,65.0,343.0,0,1,1,1,1,1,2
25.2,85.0,329.0,0,1,0,1,1,1,2
13.2,60.0,61.0,1,0,0,0,1,0,0
29.1,41.0,240.0,1,0,1,0,1,0,1
16.9,76.0,264.0,1,0,0,1,0,0,1
22.8,77.0,313.0,1,0,0,1,0,1,2
34.6,51.0,250.0,1,0,1,1,0,1,2
25.9,61.0,74.0,1,1,1,0,0,1,1
20.4,74.0,134.0,0,0,1,0,1,1,1
13.0,62.0,247.0,1,0,1,0,1,0,1
15.0,79.0,201.0,0,0,0,1,0,1,1
13.0,87.0,20.0,1,0,0,0,0,1,1
11.1,64.0,180.0,1,1,0,1,0,0,0
18.1,37.0,197.0,1,0,0,1,1,0,0
17.7,80.0,148.0,0,1,1,0,1,1,1
11.5,89.0,305.0,0,1,0,1,0,1,2
16.1,79.0,163.0,1,1,0,1,1,0,1
34.7,51.0,345.0,0,1,1,0,0,0,2
27.3,76.0,15.0,1,0,1,0,0,1,1
18.0,42.0,53.0,1,1,1,1,0,1,0
33.9,63.0,222.0,1,0,0,1,0,1,2
33.1,71.0,169.0,0,1,0,1,1,1,2
29.8,41.0,349.0,0,0,1,1,1,0,2
28.2,75.0,214.0,1,1,1,0,0,1,2
30.8,53.0,143.0,1,1,0,1,1,0,1
27.1,38.0,101.0,0,1,1,0,0,1,1
23.7,47.0,176.0,0,1,0,0,1,0,1
30.3,74.0,326.0,0,0,1,1,0,0,2
24.3,44.0,121.0,1,0,1,0,1,0,0
20.4,86.0,138.0,0,0,0,0,0,0,1
30.4,57.0,145.0,1,1,0,1,0,0,1
16.7,62.0,314.0,1,1,0,0,1,0,1
15.1,68.0,244.0,1,1,1,1,1,0,1
12.6,82.0,359.0,1,1,1,1,1,0,2
26.7,75.0,140.0,0,1,1,0,1,0,1
34.8,89.0,201.0,1,0,1,1,0,0,3
28.3,60.0,231.0,1,1,1,0,0,0,1
15.9,67.0,345.0,1,0,1,1,1,1,1
20.9,44.0,55.0,1,1,1,1,1,1,0
33.5,53.0,108.0,0,1,1,1,1,0,1
26.0,59.0,210.0,0,0,1,1,0,0,1
23.6,88.0,233.0,0,0,1,0,0,1,2
14.8,74.0,259.0,0,1,0,0,1,0,1
10.2,54.0,138.0,1,0,1,1,0,1,0
32.7,44.0,210.0,0,1,1,0,0,1,2
20.3,31.0,252.0,0,1,0,0,1,1,1
10.7,70.0,107.0,1,0,1,0,0,0,0
23.4,75.0,301.0,0,1,1,1,0,0,2
17.5,45.0,251.0,1,1,0,0,0,0,0
32.4,79.0,157.0,0,0,1,1,1,1,2
28.8,75.0,11.0,0,1,0,1,1,0,1
14.0,49.0,184.0,0,0,0,0,1,1,0
25.4,69.0,142.0,0,1,1,0,1,0,1
16.4,68.0,293.0,0,0,0,1,0,1,1
30.1,85.0,106.0,1,0,0,0,0,0,2
17.7,70.0,261.0,0,1,1,0,1,0,1
31.1,77.0,268.0,0,0,1,0,0,0,2
19.5,87.0,246.0,0,1,1,0,0,1,1
24.8,78.0,119.0,1,0,1,0,0,0,1
19.5,62.0,213.0,1,1,1,1,0,0,0
15.9,47.0,150.0,0,0,0,1,0,0,0
21.3,89.0,329.0,0,0,1,0,1,0,2
25.5,43.0,237.0,0,0,0,0,0,0,1
11.6,68.0,295.0,0,1,1,1,1,0,1
25.8,75.0,9.0,1,1,1,1,0,0,1
19.4,66.0,36.0,1,0,0,1,1,1,0
16.7,74.0,250.0,1,0,1,0,0,0,1
27.8,44.0,231.0,1,1,1,1,1,1,1
14.2,72.0,209.0,0,1,1,1,0,0,1
