fornecedor_auditado,laudo_residuos_agrotoxicos,temperatura_recebimento_c,tempo_desde_coleta_h,integridade_containers,sujeira_visivel_externa,umidade_lote_pct,documentacao_lote_ok,transporte_segregado_de_quimicos,lacre_viagem_integro,lote_identificado,probabilidade
1,0,16.8,5.1,0,1,21.2,0,0,1,0,1
0,0,23.2,59.7,0,1,20.4,0,1,1,1,2
1,0,31.8,31.5,0,1,23.4,0,0,0,1,3
0,0,27.0,31.0,1,0,21.2,1,0,1,0,2
1,0,12.3,24.9,1,0,21.3,1,0,1,1,1
0,1,24.8,69.9,0,0,22.7,1,1,1,1,2
0,0,15.5,14.2,1,1,21.2,0,1,1,1,1
1,0,28.4,12.6,1,0,20.0,0,0,0,1,1
0,0,30.7,13.6,1,1,19.1,1,1,1,0,1
1,1,24.8,48.1,0,0,20.0,0,1,0,1,2
0,0,24.8,71.4,0,1,20.2,1,1,0,0,2
1,0,18.5,18.5,0,1,18.9,1,1,1,1,0
1,1,21.2,65.4,0,1,19.6,1,0,1,1,2
1,0,31.6,21.5,0,1,22.4,0,1,1,0,2
0,0,28.1,47.4,1,1,19.3,1,1,0,1,2
0,0,23.0,4.8,0,0,16.2,1,0,1,0,0
1,0,19.2,36.7,1,1,18.3,0,0,1,0,1
1,0,11.3,47.8,1,1,17.9,0,1,0,1,1
1,1,13.6,39.5,0,1,22.3,1,1,1,0,2
0,0,14.8,18.6,1,0,19.6,0,1,1,0,1
1,0,19.3,60.0,0,0,18.2,1,1,0,0,1
0,0,33.6,69.9,1,1,22.5,0,0,1,0,3
0,1,22.6,34.1,1,1,16.2,1,0,0,1,1
1,1,15.9,46.5,1,1,17.4,0,1,1,0,1
0,0,12.6,57.3,0,0,22.6,0,1,1,0,2
1,0,18.5,18.9,0,0,20.4,0,0,0,0,1
0,0,30.4,62.5,0,0,22.2,0,1,0,1,3
0,0,19.6,21.6,0,1,22.7,0,1,1,1,2
0,0,29.3,56.3,0,1,23.5,1,0,1,0,3
1,0,30.1,9.8,1,1,16.5,0,1,1,0,0
1,1,12.8,22.2,0,0,22.4,0,1,0,1,1
1,0,25.2,39.4,0,0,21.7,0,1,1,0,2
1,0,34.0,38.7,1,1,17.7,1,0,0,1,2
1,0,20.1,61.5,0,1,23.5,1,0,1,1,2
1,1,11.3,71.7,0,0,19.2,1,1,0,0,1
1,1,33.1,9.5,1,1,23.1,0,0,1,1,2
0,0,32.1,21.0,1,0,20.8,1,1,1,0,2
0,0,23.1,27.0,1,0,20.2,0,0,1,0,1
0,1,23.8,35.5,0,1,17.3,1,1,0,1,1
0,1,15.3,36.6,1,1,23.3,0,0,1,1,2
1,0,30.5,61.9,0,1,20.5,1,1,1,1,2
0,1,22.5,55.9,0,1,16.0,1,1,0,0,1
0,1,10.8,3.3,0,1,16.1,0,1,1,0,0
1,0,27.1,33.9,1,1,22.2,1,0,0,1,2
1,1,33.8,45.3,0,1,17.3,0,0,1,1,2
1,0,30.7,34.2,0,1,20.8,1,1,0,0,2
0,0,16.9,11.1,0,0,21.4,1,0,1,1,1
0,0,11.3,29.8,0,1,18.2,1,0,1,0,1
1,0,33.5,30.8,0,0,20.6,1,1,1,0,2
0,1,33.4,15.1,0,1,17.9,0,0,0,0,1
0,0,23.3,54.9,0,1,23.6,0,1,0,1,2
0,0,26.1,24.5,1,1,22.9,1,0,0,1,2
1,0,21.6,43.2,1,1,18.3,0,1,0,0,1
1,1,20.5,38.1,1,0,20.2,0,0,1,0,1
1,1,13.0,63.4,1,0,20.0,0,1,1,0,2
1,1,12.4,10.5,1,0,23.7,1,0,1,0,2
1,0,15.8,10.0,1,0,19.2,0,1,1,0,0
0,1,30.9,23.0,0,1,20.5,0,0,0,1,2
1,1,13.6,32.2,1,1,23.4,0,0,1,0,2
0,1,15.7,22.9,0,1,17.3,0,0,0,0,0
0,0,23.7,55.4,1,0,20.4,1,0,1,1,2
1,1,15.4,19.2,0,0,16.8,1,0,1,1,0
0,0,14.1,7.9,0,1,20.9,1,1,1,0,1
0,0,24.1,31.0,1,1,18.9,1,1,0,0,1
0,0,19.2,56.1,0,0,23.7,0,1,1,1,2
1,0,25.7,61.5,0,1,19.3,1,1,0,0,1
0,0,32.8,53.3,1,1,17.1,0,0,1,1,2
0,0,13.8,41.1,0,1,22.7,0,1,0,0,2
1,0,32.8,52.7,0,0,22.6,0,0,0,1,3
0,1,32.6,49.7,1,0,21.6,0,0,0,0,3
1,0,30.7,18.4,1,1,22.0,1,1,0,1,2
1,1,25.8,40.6,0,1,18.1,0,0,1,0,1
1,1,25.5,55.9,0,0,21.1,1,0,1,0,2
0,1,26.0,24.2,1,0,16.3,0,0,0,1,0
0,1,27.3,47.8,0,1,17.6,0,1,0,1,1
0,0,10.4,35.7,0,0,23.5,0,1,1,1,2
1,1,34.0,37.2,0,0,21.9,0,1,1,1,3
0,1,24.6,8.3,1,1,17.8,0,1,0,0,0
0,0,29.5,48.6,0,0,16.9,1,0,0,0,2
0,0,19.4,62.6,0,1,23.6,1,0,0,0,2
1,1,10.3,11.9,0,1,16.9,1,0,0,1,0
0,0,22.7,27.6,0,0,18.1,0,0,0,1,0
1,0,22.7,5.4,1,0,17.5,1,0,1,1,0
0,1,20.9,4.1,0,1,16.1,1,0,1,0,0
0,1,18.5,71.3,0,1,18.5,0,1,0,1,1
0,0,16.2,36.5,0,1,23.8,1,0,0,1,2
1,1,23.2,26.9,1,0,18.7,1,0,1,1,1
0,0,19.4,21.2,1,0,20.0,1,1,0,1,1
0,1,34.2,70.6,1,1,22.0,0,0,0,1,3
1,1,14.3,19.7,0,0,20.4,0,0,0,0,1
1,0,18.0,52.8,0,1,21.9,0,0,0,0,2
1,0,17.3,21.9,0,1,21.3,0,0,1,1,1
1,1,23.6,6.9,0,0,20.9,0,1,0,1,1
0,0,22.5,49.8,1,1,21.2,0,0,0,1,2
1,0,26.1,2.1,1,0,22.4,0,1,0,1,1
0,0,33.8,49.3,0,0,21.7,1,0,1,1,3
1,1,17.1,19.5,1,0,22.3,0,1,1,1,1
1,0,27.3,54.2,1,1,17.2,0,0,1,1,1
1,1,10.6,55.9,0,1,21.4,0,0,0,0,2
1,1,16.6,52.7,1,1,21.9,0,0,1,0,2
1,0,21.6,3.7,0,0,18.4,1,1,1,0,0
1,1,10.8,51.3,0,1,23.0,1,0,1,1,2
1,1,25.4,71.3,0,0,18.4,1,1,1,0,1
0,0,27.0,19.0,1,1,18.0,1,0,0,0,0
0,1,28.7,21.2,1,0,22.9,0,0,1,0,2
0,0,22.9,58.9,0,0,18.0,1,1,1,0,1
1,0,25.1,13.2,1,1,19.3,1,0,1,0,0
0,0,19.9,48.2,0,0,18.9,0,1,1,1,1
0,1,11.0,54.9,0,1,23.2,1,1,1,0,2
0,1,12.5,4.6,0,0,19.6,1,0,0,0,0
1,0,26.4,40.8,1,0,21.6,1,1,1,0,2
1,1,34.9,42.3,1,1,22.4,0,1,1,1,3
1,1,10.4,23.2,0,0,21.0,0,1,0,1,1
0,1,23.9,63.3,1,1,23.5,0,0,0,1,2
0,1,28.8,13.4,1,0,22.4,0,0,0,0,2
0,0,30.7,27.5,1,1,19.2,1,1,1,1,1
0,1,23.6,61.4,0,1,23.6,0,1,0,0,2
0,0,25.5,15.3,1,0,20.2,1,1,1,1,1
1,0,27.4,59.5,0,0,16.2,0,1,0,1,1
1,0,31.5,7.5,0,1,18.1,0,0,1,1,1
1,1,13.1,36.2,0,1,21.0,1,0,1,1,2
0,1,33.2,7.3,1,0,17.3,0,0,0,1,1
0,0,10.7,49.5,1,0,20.7,0,0,0,1,2
1,0,30.9,57.3,1,0,18.9,0,1,1,1,2
0,0,11.9,61.5,1,0,20.3,0,0,0,1,2
0,1,14.9,70.7,1,0,16.0,1,0,1,1,1
0,0,10.1,49.0,1,0,22.8,1,1,1,0,2
1,1,21.1,55.8,1,1,18.9,1,0,0,1,1
1,0,18.4,37.4,1,1,17.1,1,1,1,0,1
0,0,14.1,65.9,1,0,19.5,0,1,1,0,1
1,1,21.3,47.1,1,1,19.9,1,1,0,0,2
1,0,20.1,63.8,0,1,21.1,0,0,1,0,2
1,0,29.2,18.5,0,1,20.2,0,1,0,1,1
1,0,32.3,36.8,1,1,16.3,1,1,1,0,2
0,1,26.3,53.1,0,1,23.0,0,1,0,1,2
1,0,13.1,16.2,1,1,19.7,1,1,1,0,1
0,0,17.4,16.8,1,0,16.6,1,1,1,0,0
1,0,32.8,70.5,1,0,22.2,0,1,0,0,3
1,1,12.2,32.4,1,1,21.3,0,1,0,1,1
1,1,20.2,14.7,0,1,21.2,1,1,0,1,1
1,1,33.6,25.2,0,0,19.4,1,0,0,0,2
1,0,33.8,29.8,1,1,19.3,1,1,0,1,2
1,1,20.3,45.6,1,0,20.3,1,0,1,1,2
1,0,26.7,66.6,0,0,16.4,0,1,0,1,1
1,1,21.4,71.1,1,1,18.4,0,0,1,0,1
0,1,28.8,47.6,0,1,23.9,1,1,0,1,3
1,1,10.8,51.0,1,0,21.3,0,1,1,1,2
1,1,13.6,24.5,1,1,19.4,1,1,1,1,1
0,1,25.4,62.0,1,1,17.8,1,1,1,0,1
1,0,15.8,17.2,0,0,22.0,1,1,0,1,1
1,1,26.7,9.4,0,0,18.1,0,0,1,0,0
1,1,18.8,70.1,1,1,17.3,1,1,1,1,1
1,1,32.2,62.5,1,1,17.2,0,0,0,1,2
0,1,30.5,23.3,0,0,21.8,1,1,0,0,2
1,0,22.3,49.3,0,0,21.1,0,0,1,0,2
0,1,29.3,34.7,1,0,16.6,1,0,0,1,1
1,0,16.8,24.6,0,1,16.9,0,1,0,1,0
1,1,22.4,22.1,1,1,21.1,0,1,1,0,1
0,1,14.9,11.5,0,1,20.6,0,1,1,1,1
0,0,31.5,40.5,0,0,21.5,1,0,1,0,2
0,1,30.6,33.3,0,0,17.4,0,0,1,1,1
0,1,32.6,37.9,1,0,21.8,0,0,0,0,2
0,1,31.9,17.1,1,0,23.5,0,1,0,1,2
0,0,34.0,67.7,0,0,20.8,0,0,1,1,3
0,0,15.7,46.7,0,1,17.6,0,0,1,0,1
0,1,33.3,65.0,1,0,21.4,0,1,0,1,3
1,1,24.3,9.6,0,0,18.7,1,1,0,0,0
0,1,20.6,45.6,1,0,16.4,1,1,0,0,1
0,1,24.0,61.5,1,1,18.4,1,0,0,1,1
0,0,18.6,25.2,0,1,23.2,1,0,0,1,2
1,1,17.2,15.7,0,0,19.3,0,1,1,0,0
0,0,16.0,20.6,1,0,22.9,1,0,1,0,2
1,1,12.1,21.1,0,1,20.1,0,1,1,0,1
0,1,22.4,33.3,1,0,20.1,1,0,0,0,1
0,1,32.2,24.8,0,1,16.0,0,0,0,1,1
0,1,25.8,21.0,1,1,21.1,0,0,1,0,1
0,0,23.0,47.4,0,0,16.9,0,0,1,1,1
1,0,20.7,5.7,1,1,19.8,1,0,1,0,0
0,0,21.6,25.8,1,0,18.1,0,0,0,0,0
0,1,15.2,50.3,0,0,19.1,1,1,0,1,1
1,0,30.6,14.3,1,1,20.3,0,1,1,1,1
1,1,15.0,17.5,1,0,16.1,0,0,1,0,0
1,0,27.9,16.0,1,0,18.3,1,1,1,0,0
1,0,29.0,2.1,0,0,23.9,1,0,0,0,2
1,0,24.4,35.2,0,1,16.5,1,0,0,1,1
0,0,31.6,4.7,0,0,18.6,1,0,0,0,1
1,0,17.3,21.1,1,0,18.6,1,1,0,0,0
0,0,32.0,71.6,1,0,19.0,0,1,0,1,2
0,1,28.2,66.3,0,1,21.5,1,1,1,1,2
1,1,30.0,17.1,0,1,18.0,1,1,0,1,1
1,1,26.6,23.7,1,1,19.7,0,1,1,0,1
1,0,31.2,34.5,1,1,21.2,0,0,0,1,2
0,1,34.8,61.1,0,1,18.6,1,0,1,0,2
1,1,20.5,58.2,0,0,23.6,0,0,0,1,2
0,1,30.3,10.8,1,0,23.8,1,0,0,0,2
1,0,28.6,10.7,1,1,17.0,0,1,1,1,0
1,1,21.3,31.2,1,0,18.8,0,0,1,0,1
1,1,33.2,62.9,1,0,17.7,0,0,0,0,2
1,0,19.9,63.7,0,0,17.5,0,0,1,1,1
1,0,24.1,9.5,0,0,19.9,0,1,0,0,0
0,1,12.6,42.2,0,1,20.5,0,1,1,1,2
0,0,15.6,12.9,0,0,19.4,1,1,1,1,0
0,0,31.0,50.0,0,1,18.2,1,1,1,1,2
1,1,19.9,66.2,0,0,18.2,0,1,0,0,1
0,0,19.9,33.8,0,0,23.9,0,1,0,1,2
0,0,16.1,7.8,1,1,23.4,1,1,1,0,1
1,0,22.3,42.5,0,0,16.6,1,1,0,0,1
1,1,30.1,30.6,1,0,21.3,1,0,1,0,2
1,0,32.4,58.8,0,0,19.7,1,1,0,0,2
1,1,11.8,25.8,0,1,21.5,0,0,0,0,1
1,0,24.4,63.2,1,1,20.8,0,0,0,0,2
0,1,21.7,21.2,1,0,23.1,0,0,0,0,2
1,1,25.4,13.0,1,1,16.5,1,1,0,0,0
1,1,21.2,23.5,0,1,18.8,1,0,0,0,0
1,1,20.0,4.4,0,0,23.9,1,0,0,1,2
0,0,21.8,21.7,0,1,17.5,1,0,0,0,0
1,1,24.5,48.2,1,1,17.0,1,1,1,1,1
1,1,22.5,12.0,0,0,21.8,1,0,1,1,1
1,1,21.8,9.8,0,0,22.2,0,1,1,0,1
0,1,30.4,11.3,0,0,21.4,0,1,1,1,1
1,1,28.6,7.4,1,1,22.2,0,1,0,0,2
1,0,18.5,63.2,1,1,21.5,1,0,1,0,2
1,0,30.0,68.1,1,0,17.1,0,0,1,1,2
0,0,31.3,5.3,1,1,20.9,1,1,0,0,1
1,0,13.8,55.2,1,0,22.2,0,0,1,0,2
1,1,24.6,53.6,1,0,22.9,1,0,1,0,2
0,1,17.1,71.8,0,1,18.0,1,0,1,0,1
1,0,28.5,26.4,1,1,17.0,0,0,0,0,1
0,0,16.0,22.0,0,0,22.2,1,0,1,1,1
1,1,26.8,33.7,0,0,18.1,1,0,1,0,1
0,1,16.4,62.0,0,0,16.3,0,0,1,1,1
1,1,22.8,53.0,0,0,22.6,0,1,1,0,2
1,1,33.7,35.0,1,1,20.0,1,1,1,1,2
1,1,19.5,19.1,1,1,18.6,1,1,0,1,0
1,1,31.9,52.9,1,0,16.1,0,0,1,1,2
1,0,34.7,61.8,1,0,16.3,1,1,0,1,2
0,1,31.9,30.0,0,1,22.3,0,0,0,0,2
0,0,14.1,48.8,1,0,19.9,1,0,0,1,2
1,0,30.5,30.0,1,1,17.2,1,1,1,0,1
1,0,10.8,35.5,0,0,18.9,0,0,1,1,1
0,0,19.8,38.7,1,0,17.3,0,0,1,1,1
0,0,31.8,56.3,1,0,16.9,1,1,0,1,2
1,1,27.2,70.4,1,0,18.2,0,0,1,0,1
1,1,23.3,33.1,1,0,20.4,0,0,1,1,1
0,0,19.7,26.0,1,1,17.7,0,1,1,1,0
0,1,30.3,28.2,1,0,18.7,0,0,1,1,1
0,0,27.7,11.4,0,1,19.8,0,1,0,1,1
1,0,21.7,22.8,1,1,19.4,1,0,0,1,1
0,1,32.3,8.1,0,1,17.0,1,0,1,1,1
1,0,15.7,32.0,0,1,16.3,1,0,1,1,1
0,1,14.3,13.7,1,0,16.3,0,0,0,0,0
0,1,26.1,26.2,0,0,18.8,0,0,0,1,1
1,0,34.3,57.6,1,1,21.8,1,1,1,0,3
1,0,16.2,19.2,0,0,17.1,1,0,0,1,0
1,1,16.2,44.8,0,1,22.3,1,1,0,0,2
1,1,13.5,65.1,0,1,21.7,0,1,1,0,2
1,1,31.5,41.7,0,0,16.0,0,0,0,0,2
1,0,15.7,15.6,1,0,16.2,1,1,0,0,0
1,0,22.6,26.1,0,0,17.6,0,0,1,0,0
0,1,34.8,43.3,1,0,16.4,1,0,1,0,2
0,1,10.3,37.5,1,0,20.3,1,1,0,0,1
1,0,23.9,12.4,0,1,16.3,1,0,1,0,0
0,1,22.8,33.3,1,1,22.4,0,1,0,1,2
1,1,30.2,40.0,0,0,19.9,1,1,0,0,2
1,0,18.9,20.7,0,1,21.8,1,1,0,1,1
0,0,20.3,44.9,1,1,22.0,1,0,1,0,2
1,1,14.2,6.9,1,1,20.1,1,1,0,0,1
0,1,28.5,25.6,1,1,23.4,0,1,0,0,2
1,0,29.6,58.3,0,0,23.9,1,0,1,0,3
0,0,13.4,20.1,0,1,18.9,1,0,1,1,0
0,1,19.8,44.4,1,0,17.0,1,0,1,1,1
1,0,32.3,30.7,1,0,18.9,0,1,1,0,2
1,1,10.1,24.2,1,0,17.8,1,1,0,1,0
0,1,17.5,66.1,0,0,20.2,0,1,1,0,2
1,1,23.9,26.0,1,1,19.0,1,0,0,1,1
1,0,18.4,18.6,0,0,19.8,1,0,1,0,1
0,0,16.8,65.7,0,1,22.1,0,0,1,0,2
1,0,21.5,54.2,0,1,18.2,0,1,0,0,1
1,1,14.5,49.7,0,0,20.3,0,0,0,0,2
0,0,23.2,5.5,1,1,18.7,0,1,1,1,0
1,0,27.7,11.2,0,1,22.3,0,1,1,1,1
1,0,24.4,46.7,1,1,21.1,1,1,0,1,2
1,0,12.3,16.7,0,0,16.1,1,0,0,1,0
1,0,31.1,17.8,1,0,21.3,0,0,1,0,2
1,1,14.4,56.5,0,0,17.4,1,1,1,1,1
0,1,29.1,22.0,0,1,21.8,0,0,0,1,2
1,0,19.0,7.0,0,1,20.5,1,1,1,1,1
0,0,29.6,4.6,1,1,19.2,0,0,0,0,1
1,0,15.2,33.0,0,0,21.6,0,0,0,1,2
0,1,14.7,45.2,1,1,22.9,0,1,0,1,2
0,0,22.4,62.8,1,0,22.2,0,1,1,0,2
0,1,10.8,9.8,0,1,20.4,1,0,0,1,1
1,0,15.6,15.8,1,1,21.8,1,1,0,1,1
0,0,28.1,39.1,0,0,19.3,1,0,0,1,1
0,1,30.9,27.5,0,0,22.3,1,0,0,1,2
1,1,12.0,35.8,0,0,22.6,1,1,0,0,2
1,1,32.1,66.7,1,1,17.1,0,0,1,1,2
0,1,29.9,40.1,1,1,17.9,0,0,1,1,1
1,1,31.7,31.1,0,0,18.2,1,0,0,0,1
0,1,27.5,71.3,0,0,17.3,1,1,1,1,1
0,0,26.9,6.6,1,0,19.1,1,0,1,0,0
1,0,23.1,67.2,0,0,17.5,0,0,0,1,1
0,0,26.3,37.1,1,1,20.8,0,0,0,0,2
1,0,33.0,37.3,1,0,16.8,1,1,1,0,2
1,0,12.5,66.5,0,1,18.2,0,0,0,0,1
1,0,17.9,37.5,1,0,21.3,1,0,0,0,2
0,0,11.8,32.7,0,1,19.2,1,0,0,1,1
1,1,33.6,21.1,1,1,19.4,0,0,1,0,2
1,0,21.1,48.1,0,0,22.4,1,0,1,1,2
0,1,26.9,41.9,1,0,23.9,1,1,0,0,3
0,0,31.0,17.0,1,1,20.5,0,0,0,0,1
0,1,34.8,51.7,0,0,16.6,1,0,1,1,2
1,1,14.0,47.1,0,0,16.8,0,1,1,0,1
1,0,30.0,29.8,1,1,23.7,0,0,0,0,2
0,0,32.2,2.3,1,0,21.4,0,0,0,1,2
1,1,11.2,33.3,0,1,22.0,1,0,0,0,2
1,1,28.9,2.4,0,1,21.4,1,1,0,1,1
1,0,18.9,7.2,0,0,17.4,1,1,1,1,0
0,1,26.2,32.1,1,0,19.6,1,1,1,1,1
0,1,22.9,7.7,1,0,22.4,0,0,1,0,1
0,0,16.5,21.3,0,0,22.9,1,0,1,0,2
1,0,13.4,47.9,0,0,17.9,0,0,1,1,1
1,0,12.9,23.6,0,1,20.8,1,1,1,1,1
1,1,12.6,71.8,0,0,17.3,1,0,0,1,1
0,1,25.9,66.1,1,0,23.7,1,0,0,0,3
0,1,18.8,43.0,1,0,18.0,1,0,1,1,1
0,1,15.4,69.7,1,0,21.8,1,1,0,1,2
1,0,27.3,62.8,0,0,17.8,1,1,1,1,1
0,0,27.2,24.3,0,0,20.9,0,1,0,1,1
1,0,23.5,54.5,0,1,21.3,1,0,0,0,2
1,0,33.4,11.6,0,1,18.6,1,1,0,0,1
0,1,19.6,49.9,1,1,22.6,1,1,0,0,2
0,1,30.9,36.4,0,1,23.1,1,1,0,1,3
0,0,11.9,3.2,1,1,22.8,0,1,0,1,1
1,1,28.5,21.2,0,0,18.6,0,1,0,0,1
1,1,34.7,68.9,1,0,22.0,0,1,0,0,3
0,0,31.2,24.1,0,1,20.5,0,0,1,0,2
0,1,24.5,14.7,0,0,20.7,0,1,0,0,1
1,1,25.7,15.1,0,1,19.8,1,0,1,0,1
0,1,18.8,35.5,1,1,20.8,1,0,0,1,1
0,1,27.0,61.0,1,0,17.1,1,0,1,1,1
0,0,29.3,55.1,1,1,19.3,1,1,1,0,2
0,1,35.0,32.6,1,1,17.4,1,1,1,0,2
0,0,22.3,16.6,0,1,18.2,1,1,1,0,0
1,1,11.5,5.2,0,0,17.0,1,1,0,0,0
1,0,24.9,34.4,0,0,17.7,0,1,1,0,1
1,0,13.0,59.0,0,0,22.3,1,1,0,0,2
1,1,16.1,53.1,0,0,20.4,1,0,1,0,2
1,0,18.2,30.6,0,1,16.2,1,0,0,0,0
0,0,28.3,43.6,1,1,22.3,1,0,0,1,2
0,1,14.6,32.5,0,0,23.3,0,1,1,0,2
1,0,14.1,42.5,0,1,23.0,0,1,1,0,2
0,1,11.1,38.2,0,1,22.6,0,1,1,0,2
1,0,31.8,49.7,1,0,23.9,0,0,1,0,3
1,0,27.3,37.5,1,0,20.7,0,0,1,1,2
0,1,11.0,67.8,1,1,23.7,1,1,1,0,2
1,0,10.7,32.0,0,1,23.6,0,1,1,0,2
1,0,24.0,3.1,0,1,18.5,1,0,0,1,0
0,1,17.1,18.5,0,1,22.9,1,0,1,0,2
0,1,24.9,37.0,1,1,22.3,1,1,1,0,2
1,0,20.9,39.8,0,1,22.2,0,0,1,0,2
1,1,33.1,40.7,0,0,23.2,0,0,1,0,3
0,1,17.2,52.0,0,1,19.1,1,0,1,1,1
1,1,27.0,21.2,0,1,19.2,1,0,1,1,1
0,0,11.4,48.5,0,0,21.1,1,0,0,0,2
1,1,33.9,51.3,1,1,21.9,0,0,1,0,3
1,1,34.5,30.8,1,1,23.0,0,0,1,0,3
0,1,28.5,30.2,0,0,23.0,0,1,1,1,2
1,0,21.6,14.5,0,0,21.8,1,0,1,1,1
1,1,15.5,31.0,1,1,23.7,1,1,1,0,2
1,1,30.3,57.1,1,1,17.4,0,0,0,1,2
0,0,28.4,65.6,1,1,23.6,0,1,1,0,3
0,1,15.5,43.6,1,0,16.5,1,0,1,1,1
0,1,21.3,23.0,0,1,20.4,1,1,1,0,1
0,0,21.6,49.8,0,0,16.7,1,1,1,0,1
0,1,30.7,53.8,0,0,20.5,0,1,1,1,2
1,0,27.1,25.3,0,0,19.1,1,1,1,1,1
1,1,26.1,59.9,0,1,16.7,0,1,0,0,1
1,1,26.2,7.2,0,1,21.2,1,1,1,1,1
0,1,16.8,2.8,1,0,21.8,0,1,1,0,1
0,0,19.3,10.6,1,0,17.4,0,0,1,0,0
1,1,11.1,12.9,1,0,21.6,1,1,0,1,1
0,0,29.7,63.5,0,0,17.4,1,1,1,1,2
1,1,20.8,31.7,0,0,17.1,0,1,0,0,1
1,1,21.0,21.2,1,1,17.2,1,1,0,1,0
0,0,16.1,32.0,1,0,20.8,0,0,0,1,1
0,0,15.2,29.6,1,0,22.2,0,1,1,0,2
0,0,24.7,23.1,1,0,20.8,0,1,0,1,1
0,1,15.8,11.7,0,1,22.5,1,1,0,0,1
0,0,11.6,47.9,1,0,20.7,0,0,0,1,2
1,0,29.2,11.6,0,0,22.4,1,1,1,0,2
1,0,19.4,56.3,0,1,23.8,1,0,0,0,3
1,0,19.5,16.1,1,0,19.1,0,0,1,0,0
1,0,20.8,53.2,0,0,17.2,0,1,0,0,1
1,0,30.4,58.4,0,1,17.1,0,0,1,0,2
0,0,18.0,10.8,0,1,20.8,0,1,1,1,1
0,1,29.0,8.1,0,1,20.4,1,1,0,0,1
1,0,33.5,68.5,0,0,17.5,1,0,1,0,2
0,1,26.5,34.4,0,0,23.1,0,0,0,0,2
0,1,20.8,46.1,0,1,23.7,0,0,1,0,2
1,1,28.7,3.6,1,1,18.0,1,1,1,0,0
1,0,21.4,21.5,0,1,17.7,1,1,0,1,0
1,0,20.4,37.4,1,1,17.7,0,1,0,0,1
1,1,23.1,64.0,0,1,19.1,0,0,0,1,1
0,1,17.9,21.0,1,1,22.8,1,0,0,1,2
1,1,12.6,56.3,0,1,20.8,1,0,1,0,2
1,0,20.4,48.4,0,1,16.5,1,0,0,1,1
1,0,13.1,10.1,0,1,19.8,0,1,0,0,0
1,0,20.3,22.5,1,1,16.7,0,0,0,1,0
1,0,23.9,18.7,1,0,19.2,0,1,1,1,0
0,1,33.3,33.0,1,1,19.2,1,0,1,1,2
0,0,10.9,46.5,1,0,21.2,0,1,1,1,2
0,0,25.5,32.3,1,0,20.4,1,1,0,0,1
0,1,21.4,19.1,0,0,23.0,1,1,1,0,2
0,1,10.5,50.7,0,1,16.1,0,0,1,1,1
0,0,16.2,42.9,1,0,22.2,0,0,0,0,2
1,0,13.0,38.4,1,0,16.2,0,0,1,1,1
1,1,15.4,40.8,0,0,18.4,1,0,0,0,1
1,1,16.9,17.5,1,0,23.0,1,0,1,0,2
1,1,20.0,49.6,1,0,21.5,1,1,1,0,2
1,1,23.2,29.1,0,0,17.4,1,1,1,1,0
1,1,10.0,27.4,1,1,19.9,0,1,0,0,1
0,0,14.0,12.5,1,0,21.8,0,0,1,0,1
1,0,12.3,43.8,0,1,23.5,0,0,1,1,2
0,1,23.7,44.2,1,1,21.1,1,0,0,0,2
0,0,18.2,25.8,1,1,16.2,0,0,1,0,0
1,0,23.7,62.2,1,1,20.0,0,1,0,0,2
1,0,15.5,61.2,1,1,17.2,1,0,0,0,1
0,1,10.6,9.6,1,1,16.4,0,1,1,0,0
0,0,33.5,50.7,1,0,20.8,1,0,0,1,3
0,0,12.7,29.6,1,1,22.2,1,0,0,0,2
0,0,13.2,72.0,0,0,16.3,1,0,0,0,1
0,0,13.7,17.8,0,1,22.3,1,0,1,0,1
1,1,34.5,21.6,0,1,21.7,0,0,0,0,2
1,0,25.4,32.9,0,1,22.0,1,0,0,0,2
1,1,25.3,20.8,1,1,18.0,1,1,1,1,0
1,0,34.7,50.4,1,0,19.1,1,1,0,1,2
1,1,12.2,35.7,0,0,17.0,0,0,1,0,1
1,1,34.4,17.5,0,1,17.9,0,0,1,0,1
0,1,15.1,37.4,1,0,18.4,0,1,1,1,1
0,1,25.6,64.2,0,0,18.6,1,0,1,0,1
1,0,20.5,57.5,1,0,17.4,0,1,0,0,1
0,1,19.6,36.9,0,1,17.5,1,0,0,0,1
0,1,33.3,22.2,0,0,23.2,0,1,0,0,2
0,1,13.7,14.6,0,1,22.3,1,1,0,1,1
1,1,34.9,63.5,0,0,18.8,1,1,1,1,2
0,1,19.5,51.7,1,0,23.6,0,1,1,0,2
1,1,26.2,42.1,0,0,17.9,1,0,1,0,1
0,1,34.2,63.6,0,0,19.3,0,0,0,0,2
0,1,11.4,10.5,0,1,22.5,0,0,1,1,1
0,0,33.1,49.8,0,1,19.5,0,1,1,0,2
0,0,24.2,17.2,1,1,17.9,0,1,1,0,0
1,0,27.6,10.4,1,0,18.9,1,0,1,1,0
0,0,13.7,34.6,1,1,20.0,1,0,1,1,1
0,0,23.3,29.1,1,1,21.0,1,1,0,0,1
1,0,26.8,67.9,0,1,19.2,1,0,0,0,2
1,0,21.4,24.7,0,1,19.5,0,1,1,0,1
0,0,13.9,59.0,1,1,18.1,0,0,0,1,1
1,1,16.1,54.4,1,1,20.3,1,0,0,1,2
1,1,31.4,48.8,1,0,17.8,0,1,1,1,2
0,1,10.9,66.4,0,0,22.9,1,1,1,0,2
1,0,27.7,30.6,1,1,22.0,1,0,0,0,2
