tempo_decantacao_h,temperatura_decantacao_c,tanque_limpio_sanitizado,cobertura_anti_pragas,remocao_espuma_impurezas,material_tanque_inox_grau_alimentar,claridade_visual_nota,lote_identificado,probabilidade
65.7,21.3,0,1,0,1,0.0,1,0
71.1,32.6,1,0,1,1,2.0,1,0
63.5,29.3,0,0,1,1,1.0,1,0
26.3,24.0,0,1,1,0,1.0,1,0
18.9,26.8,1,1,1,0,0.0,0,0
20.6,25.9,0,0,1,1,0.0,0,0
46.4,18.4,0,1,1,1,1.0,1,0
14.5,25.0,1,0,0,1,1.0,1,0
48.0,28.9,0,0,0,1,2.0,1,0
15.8,24.7,0,0,0,1,0.0,1,0
56.4,34.0,0,0,1,1,1.0,1,0
49.7,24.8,1,0,0,1,1.0,0,0
12.1,34.5,1,1,0,0,0.0,0,0
14.5,24.2,0,0,0,1,0.0,0,0
33.3,19.8,0,0,1,0,0.0,1,0
29.6,18.1,0,1,1,0,2.0,1,0
40.1,28.1,0,1,0,1,1.0,0,0
42.7,30.1,0,0,1,0,2.0,0,0
26.6,26.6,0,0,1,0,1.0,0,0
26.8,19.3,1,1,1,1,1.0,0,0
69.0,19.5,1,0,1,0,1.0,1,0
27.8,27.2,0,0,0,0,1.0,0,0
62.5,34.9,0,1,0,0,1.0,1,0
45.4,20.3,1,1,0,0,0.0,0,0
41.0,20.4,0,0,1,1,2.0,0,0
40.0,21.3,0,0,1,0,0.0,0,0
14.3,31.9,1,1,0,0,2.0,1,0
40.3,31.1,0,0,0,1,2.0,0,0
63.4,21.9,1,1,1,1,2.0,1,0
44.8,22.0,1,1,1,1,2.0,0,0
45.6,28.4,0,0,0,0,1.0,0,0
11.6,32.0,0,1,1,1,1.0,1,0
55.8,19.2,0,0,1,1,2.0,0,0
5.8,25.6,0,1,0,0,2.0,0,0
56.3,34.9,1,1,1,0,0.0,1,0
10.0,31.8,0,1,1,1,1.0,0,0
49.0,19.0,0,1,1,0,0.0,0,0
17.7,29.8,1,1,1,1,1.0,1,0
62.9,34.7,0,1,1,1,1.0,1,0
24.4,26.0,1,0,1,0,2.0,1,0
64.8,34.6,1,0,0,0,2.0,1,0
5.4,31.7,0,1,0,0,1.0,1,0
19.6,18.6,1,0,1,0,0.0,1,0
11.2,27.7,1,1,1,1,2.0,0,0
58.5,27.9,0,1,1,1,0.0,1,0
14.3,31.1,1,1,1,0,0.0,1,0
6.5,34.7,0,1,1,0,2.0,1,0
24.5,30.6,1,1,1,1,0.0,0,0
23.8,18.7,0,1,1,1,0.0,1,0
56.5,22.0,0,1,1,0,1.0,1,0
6.5,19.3,1,0,0,0,1.0,1,0
60.2,31.4,0,1,1,1,0.0,0,0
11.9,28.1,0,1,0,1,1.0,0,0
23.1,23.1,1,1,1,0,2.0,0,0
54.9,22.5,1,0,0,0,1.0,0,0
52.8,25.4,1,0,0,1,1.0,0,0
60.9,34.6,0,0,0,1,1.0,1,0
22.9,33.8,1,1,0,0,0.0,0,0
67.5,21.9,1,1,1,1,1.0,1,0
36.3,34.5,0,1,0,1,1.0,0,0
8.4,31.0,1,1,0,1,1.0,0,0
12.1,19.1,1,0,0,1,2.0,0,0
12.0,25.5,1,1,0,0,1.0,0,0
35.5,27.4,0,1,1,1,1.0,0,0
35.5,18.5,0,1,0,0,2.0,1,0
41.2,29.4,1,1,0,1,0.0,0,0
17.4,21.9,1,1,1,1,2.0,0,0
28.0,25.6,1,1,0,0,1.0,0,0
25.6,26.1,1,0,0,1,2.0,1,0
42.3,26.7,1,1,0,0,2.0,0,0
47.8,19.3,1,1,0,1,0.0,0,0
9.9,23.2,1,0,1,1,2.0,0,0
56.8,29.9,1,0,1,1,2.0,0,0
27.1,27.6,1,0,1,1,1.0,0,0
23.5,18.2,0,0,0,0,1.0,1,0
34.1,34.4,0,0,0,0,0.0,1,0
5.6,25.1,1,1,1,1,1.0,0,0
13.8,25.2,0,0,1,1,0.0,1,0
44.7,34.5,1,1,0,1,1.0,1,0
63.2,18.0,1,1,0,0,1.0,0,0
29.6,21.7,1,0,1,1,1.0,0,0
17.1,27.3,1,1,1,1,0.0,1,0
60.8,22.3,0,0,1,0,1.0,0,0
22.0,26.1,0,1,1,0,0.0,1,0
12.1,28.9,1,1,1,1,1.0,1,0
52.6,30.7,0,0,1,0,1.0,1,0
13.3,29.9,0,1,1,1,1.0,0,0
39.7,29.9,0,1,1,1,1.0,1,0
8.5,34.4,0,0,0,0,2.0,1,0
15.2,26.8,1,0,1,0,1.0,1,0
45.4,19.0,0,1,1,1,0.0,0,0
15.1,20.7,1,0,1,0,2.0,0,0
9.0,28.5,1,1,0,0,1.0,1,0
17.6,21.3,0,1,0,0,1.0,0,0
72.0,30.8,0,0,1,0,2.0,0,0
49.5,18.1,0,1,0,0,0.0,0,0
4.7,33.6,1,0,0,0,1.0,1,0
57.4,21.5,1,1,1,0,2.0,1,0
54.2,32.8,0,0,0,0,1.0,0,0
49.0,24.5,1,1,1,0,0.0,0,0
31.1,26.0,0,0,0,0,1.0,0,0
51.5,32.7,1,1,0,1,0.0,1,0
33.8,30.8,0,1,1,0,0.0,0,0
18.2,26.1,0,1,1,0,2.0,1,0
61.7,28.5,1,0,0,1,2.0,1,0
47.1,18.1,1,0,0,1,1.0,0,0
8.1,22.3,1,1,1,0,1.0,1,0
47.5,25.6,1,0,0,1,2.0,0,0
8.7,25.7,1,0,1,1,0.0,1,0
53.4,34.5,0,0,1,1,2.0,0,0
55.1,20.3,1,1,1,1,2.0,1,0
45.0,25.8,1,1,1,0,2.0,1,0
12.0,20.2,0,1,1,1,2.0,0,0
61.1,32.8,0,1,0,0,0.0,1,0
25.0,23.5,1,0,0,0,1.0,1,0
2.7,24.6,0,1,1,0,1.0,0,0
64.8,30.3,1,1,0,1,0.0,0,0
42.3,22.7,1,0,1,1,0.0,0,0
49.8,34.6,1,1,0,0,2.0,0,0
47.6,20.0,0,0,0,0,1.0,1,0
58.3,21.8,0,0,0,1,1.0,0,0
28.0,21.4,1,0,1,1,1.0,0,0
63.8,25.7,1,0,1,0,1.0,1,0
67.5,29.9,1,1,1,1,2.0,0,0
10.1,24.7,1,1,1,1,1.0,1,0
63.2,18.5,1,0,0,1,1.0,0,0
12.9,19.6,1,0,0,0,2.0,1,0
35.1,20.0,1,0,1,0,0.0,0,0
64.9,24.7,0,0,0,1,2.0,1,0
56.5,25.2,0,0,1,0,0.0,0,0
51.8,31.9,0,1,1,0,2.0,0,0
22.0,32.0,0,0,1,1,1.0,1,0
37.4,29.5,1,1,1,0,0.0,0,0
14.2,26.1,0,0,0,1,2.0,1,0
71.6,23.2,1,0,1,0,1.0,1,0
6.9,25.7,0,0,0,1,0.0,0,0
56.5,29.9,1,0,1,1,0.0,1,0
19.0,34.1,0,1,0,1,1.0,1,0
42.3,32.9,0,0,0,0,0.0,1,0
56.8,24.1,0,0,1,0,2.0,0,0
11.3,31.5,0,1,1,0,1.0,0,0
39.5,23.5,1,1,1,1,2.0,0,0
63.1,19.5,0,0,0,1,0.0,1,0
23.6,21.4,0,0,0,1,1.0,1,0
20.4,26.2,1,1,1,0,0.0,0,0
39.5,30.3,1,0,0,1,0.0,0,0
66.1,29.8,0,0,0,0,1.0,0,0
11.9,29.1,0,0,1,0,0.0,1,0
38.2,31.3,0,0,0,1,1.0,1,0
5.3,28.9,0,1,1,0,1.0,0,0
3.5,19.8,1,0,1,0,0.0,0,0
64.5,32.3,1,0,1,0,2.0,0,0
26.1,26.9,1,1,1,1,0.0,1,0
61.8,25.9,0,0,1,0,1.0,1,0
15.0,23.5,0,0,1,0,1.0,0,0
16.0,31.3,0,0,1,0,2.0,0,0
22.7,31.2,1,1,1,0,2.0,0,0
62.6,30.7,0,0,0,0,2.0,1,0
52.0,21.2,0,1,1,1,1.0,1,0
46.7,22.2,1,1,1,1,0.0,1,0
20.9,28.6,0,1,1,0,1.0,0,0
25.9,24.6,1,0,0,0,1.0,0,0
17.0,18.2,1,1,0,0,1.0,0,0
7.9,19.1,0,1,1,1,0.0,0,0
21.1,23.7,1,0,0,1,1.0,0,0
42.9,22.4,1,0,0,1,1.0,1,0
66.3,19.9,0,1,0,0,0.0,0,0
14.5,34.9,0,0,0,1,2.0,0,0
30.3,19.2,1,1,0,0,1.0,1,0
56.2,27.3,1,0,0,1,1.0,0,0
37.0,24.9,1,0,0,0,2.0,1,0
24.5,33.4,0,0,0,0,1.0,1,0
58.8,29.8,1,0,1,1,0.0,0,0
8.0,20.0,1,0,0,0,2.0,1,0
3.5,32.8,1,1,0,0,0.0,0,0
43.9,24.4,1,1,1,1,1.0,1,0
28.8,18.8,0,1,1,0,2.0,1,0
47.1,27.2,0,1,1,0,0.0,1,0
8.4,24.3,1,0,0,1,1.0,1,0
38.9,23.5,1,1,0,1,1.0,1,0
40.4,30.2,0,1,0,1,1.0,0,0
65.4,23.3,0,1,0,1,1.0,1,0
63.2,26.3,1,1,1,0,2.0,0,0
69.0,31.8,0,1,1,0,2.0,0,0
58.3,27.5,0,1,0,0,0.0,1,0
51.3,31.5,1,0,0,1,2.0,1,0
37.0,31.1,1,0,1,1,0.0,0,0
43.3,28.7,1,1,0,1,1.0,1,0
36.9,29.3,0,0,1,1,2.0,0,0
13.8,34.5,0,1,0,0,1.0,0,0
66.3,34.8,1,1,1,0,1.0,1,0
19.2,33.0,1,1,1,0,1.0,0,0
31.5,34.8,1,1,0,0,1.0,1,0
15.8,24.5,0,0,1,0,2.0,0,0
11.0,21.3,0,0,1,0,1.0,0,0
35.8,23.0,1,1,0,0,1.0,0,0
15.5,19.4,1,1,1,0,1.0,0,0
63.9,25.2,1,1,0,0,0.0,0,0
41.7,19.5,1,1,1,1,0.0,0,0
51.3,28.8,0,0,1,1,0.0,1,0
56.3,21.4,1,1,0,1,1.0,0,0
42.7,34.8,1,1,1,1,2.0,1,0
11.4,30.6,0,0,0,0,1.0,1,0
60.4,24.3,0,0,1,0,1.0,0,0
67.9,31.0,1,1,1,1,2.0,1,0
16.9,25.1,0,0,0,0,1.0,0,0
24.6,20.9,1,1,0,1,2.0,1,0
28.8,20.9,1,0,1,0,2.0,1,0
12.5,24.6,1,0,0,1,0.0,0,0
7.9,26.7,1,1,0,0,2.0,1,0
11.2,33.3,1,1,1,0,2.0,0,0
22.8,24.0,1,0,0,0,0.0,0,0
15.9,31.8,0,1,0,1,0.0,0,0
41.6,20.0,1,1,0,1,1.0,1,0
45.3,31.1,0,1,0,0,2.0,1,0
46.8,24.7,1,0,0,1,2.0,0,0
69.1,23.3,0,1,1,0,0.0,0,0
48.2,27.0,0,1,0,0,2.0,0,0
29.9,31.3,0,0,0,1,1.0,0,0
22.3,26.2,1,0,0,1,1.0,1,0
4.4,25.2,0,0,0,1,1.0,0,0
22.6,31.5,1,0,0,0,2.0,0,0
40.7,31.3,0,1,0,0,1.0,0,0
18.0,28.1,1,0,0,1,1.0,0,0
64.3,27.0,0,0,1,1,1.0,1,0
34.8,20.8,1,1,1,1,1.0,1,0
56.5,27.0,0,0,0,1,1.0,0,0
52.8,19.6,1,0,1,1,2.0,0,0
41.8,33.3,1,0,1,0,2.0,1,0
15.4,24.4,0,0,1,0,0.0,1,0
11.5,26.2,0,0,1,0,0.0,0,0
53.0,24.6,0,1,0,1,1.0,0,0
10.0,30.4,0,0,1,0,1.0,1,0
31.9,25.6,0,0,1,0,0.0,1,0
42.2,32.0,0,1,0,1,2.0,0,0
5.4,27.8,0,1,1,1,1.0,0,0
2.8,19.2,1,1,0,1,0.0,0,0
18.0,22.8,0,0,0,0,1.0,1,0
61.5,33.4,1,0,1,0,1.0,1,0
8.4,19.1,0,0,1,1,2.0,1,0
8.5,34.3,1,0,1,1,2.0,0,0
48.9,32.4,1,0,0,1,0.0,1,0
37.6,31.5,0,1,1,1,2.0,1,0
31.2,32.2,1,1,0,0,1.0,0,0
49.7,29.2,0,0,0,0,1.0,1,0
16.6,19.7,0,1,0,1,0.0,0,0
35.9,27.0,0,0,1,0,1.0,1,0
55.0,27.5,1,1,0,0,0.0,1,0
40.6,21.3,0,1,0,1,1.0,0,0
62.9,33.6,1,0,1,1,2.0,1,0
34.4,31.0,0,0,0,1,1.0,1,0
43.0,29.7,0,0,1,1,0.0,0,0
58.2,26.4,0,0,1,0,1.0,0,0
19.3,34.8,1,1,0,1,1.0,1,0
46.3,21.3,1,1,0,1,2.0,0,0
51.8,27.4,1,0,0,1,1.0,0,0
6.3,22.4,1,1,0,1,2.0,1,0
2.8,18.4,1,0,1,1,1.0,1,0
58.4,18.2,0,1,0,1,1.0,0,0
55.7,34.4,1,0,0,0,1.0,0,0
44.9,27.1,0,0,1,0,1.0,1,0
27.0,31.3,0,0,1,1,1.0,0,0
41.3,31.5,0,1,0,1,1.0,0,0
30.4,18.9,0,1,0,0,0.0,0,0
37.2,31.8,1,0,1,1,2.0,0,0
15.0,26.1,1,0,1,1,1.0,1,0
23.6,25.1,0,1,1,1,1.0,0,0
4.5,33.0,0,1,0,1,2.0,1,0
16.3,33.0,0,0,0,0,0.0,0,0
42.7,31.1,0,0,1,0,0.0,0,0
11.0,26.2,0,0,0,1,0.0,1,0
46.9,24.4,1,0,0,0,2.0,0,0
35.5,20.4,1,0,1,0,1.0,0,0
57.0,34.5,1,0,1,0,2.0,0,0
19.4,18.0,0,0,1,0,0.0,1,0
63.8,31.6,1,0,1,0,2.0,1,0
37.6,23.6,1,1,0,0,0.0,0,0
2.0,19.9,0,0,0,1,0.0,0,0
26.9,18.8,1,0,1,0,1.0,0,0
35.7,20.3,0,1,0,1,2.0,0,0
39.4,19.6,1,0,0,1,1.0,0,0
8.9,28.9,0,0,1,0,1.0,1,0
6.6,31.3,0,1,1,0,2.0,1,0
33.7,19.1,1,0,0,0,2.0,1,0
11.9,24.9,0,0,0,1,0.0,1,0
16.8,20.0,1,0,0,0,1.0,0,0
67.5,22.3,0,0,0,0,1.0,1,0
30.1,28.5,0,1,1,0,2.0,1,0
39.3,31.5,0,1,1,1,0.0,0,0
41.7,20.1,1,1,1,0,0.0,1,0
38.2,20.6,0,1,1,1,1.0,0,0
70.6,18.2,1,1,1,0,2.0,1,0
34.8,23.0,1,1,1,1,1.0,0,0
29.1,32.7,0,0,1,1,1.0,1,0
22.4,25.2,1,0,1,1,1.0,0,0
52.3,31.1,0,1,1,1,1.0,0,0
29.1,22.5,0,0,0,0,0.0,0,0
59.2,20.0,1,1,0,0,2.0,1,0
16.4,22.3,0,1,1,1,2.0,1,0
3.8,18.1,0,0,0,0,1.0,0,0
56.9,33.8,1,0,0,0,1.0,0,0
2.4,31.7,0,1,0,1,1.0,0,0
56.7,22.6,1,1,0,0,2.0,1,0
54.3,34.4,0,1,1,1,1.0,1,0
53.2,34.4,1,0,0,1,1.0,0,0
22.7,25.2,1,0,1,1,1.0,0,0
33.9,21.0,1,0,1,1,0.0,1,0
46.7,34.3,0,0,0,1,1.0,0,0
12.7,29.8,1,1,1,1,1.0,0,0
54.6,20.5,1,0,1,0,2.0,1,0
39.9,33.0,0,0,0,0,0.0,0,0
26.4,26.1,1,1,1,0,2.0,0,0
9.5,24.1,0,0,1,0,0.0,0,0
9.0,21.5,1,1,0,0,1.0,1,0
17.3,23.1,0,1,0,0,1.0,1,0
71.6,22.5,1,0,0,0,1.0,0,0
31.8,24.9,0,0,0,1,1.0,0,0
42.5,34.8,0,0,0,0,2.0,0,0
45.6,20.1,1,0,1,1,0.0,1,0
45.3,34.1,0,0,1,0,1.0,1,0
37.1,20.5,1,1,1,1,1.0,0,0
53.8,26.4,0,1,1,0,0.0,0,0
56.0,18.1,1,1,1,0,1.0,0,0
48.4,19.8,1,0,0,0,1.0,1,0
15.7,18.2,0,0,0,0,2.0,1,0
51.2,19.4,1,1,1,0,2.0,0,0
44.2,31.7,0,0,1,1,1.0,1,0
16.0,23.5,0,1,1,1,2.0,1,0
47.2,22.0,0,0,1,1,0.0,1,0
8.0,25.7,1,0,0,1,0.0,0,0
35.5,22.4,0,0,0,0,1.0,1,0
34.3,30.2,1,1,0,0,0.0,1,0
38.2,29.1,1,0,0,1,2.0,0,0
57.9,21.1,1,1,0,0,0.0,1,0
23.6,22.2,0,1,1,0,0.0,1,0
38.8,25.0,0,1,0,1,1.0,0,0
43.5,32.9,0,1,0,1,1.0,1,0
32.1,25.3,0,1,1,0,2.0,1,0
71.3,18.8,1,0,1,0,2.0,0,0
59.3,18.3,1,0,1,0,2.0,1,0
64.9,25.6,0,1,0,1,0.0,0,0
9.0,34.9,0,1,0,1,1.0,0,0
29.7,26.5,1,1,1,0,1.0,1,0
51.9,29.2,0,0,1,0,1.0,1,0
51.0,32.6,0,1,0,1,0.0,0,0
45.3,22.3,1,0,0,1,1.0,1,0
39.2,18.2,1,0,0,1,0.0,1,0
63.1,23.7,1,0,0,1,0.0,0,0
62.6,19.7,1,0,0,1,1.0,1,0
50.3,22.9,1,1,1,1,1.0,0,0
46.8,23.8,1,1,0,1,0.0,0,0
39.7,19.1,1,0,0,0,2.0,1,0
12.8,23.2,1,1,1,0,1.0,0,0
5.8,30.6,1,0,0,1,1.0,1,0
9.9,29.3,1,1,1,0,1.0,1,0
52.2,22.0,1,0,1,0,1.0,1,0
10.6,18.8,1,0,1,0,1.0,0,0
64.3,24.8,0,0,0,0,1.0,1,0
43.1,27.0,1,0,0,0,0.0,1,0
48.6,18.6,1,1,1,0,1.0,1,0
23.5,22.9,1,0,1,0,2.0,0,0
23.7,28.6,1,0,1,1,0.0,1,0
58.2,24.9,0,1,0,0,0.0,0,0
69.8,28.2,1,0,0,0,1.0,1,0
29.1,31.0,0,1,1,0,1.0,0,0
62.3,23.6,1,1,1,1,1.0,0,0
65.4,27.7,1,0,0,1,2.0,1,0
11.4,34.7,1,1,1,1,0.0,0,0
44.9,29.3,0,0,0,0,1.0,1,0
26.4,33.3,1,0,1,1,2.0,0,0
4.2,30.4,1,0,0,0,1.0,1,0
49.0,34.1,1,1,0,0,1.0,0,0
53.9,28.7,0,1,1,0,1.0,1,0
44.1,35.0,0,0,0,0,2.0,1,0
37.7,18.1,1,1,1,0,1.0,0,0
67.8,34.7,1,0,1,1,1.0,0,0
13.4,34.8,0,0,0,1,2.0,1,0
69.5,20.3,0,1,0,1,1.0,0,0
42.0,33.7,1,1,0,0,1.0,1,0
65.7,20.8,0,1,1,0,2.0,1,0
64.4,34.5,1,1,1,0,0.0,1,0
6.2,25.7,0,0,1,1,1.0,1,0
47.9,28.3,0,0,0,0,0.0,0,0
46.0,24.2,1,0,1,1,2.0,1,0
27.8,34.0,1,0,0,0,2.0,0,0
26.3,28.1,1,0,1,1,2.0,0,0
41.2,33.9,1,0,1,0,1.0,1,0
46.5,21.4,1,0,1,0,2.0,1,0
13.2,25.9,1,0,1,1,1.0,1,0
62.6,29.6,0,1,1,1,1.0,1,0
37.3,22.4,1,1,0,0,1.0,1,0
27.6,30.2,1,1,0,1,1.0,0,0
60.3,19.2,1,1,1,1,0.0,0,0
62.8,18.0,1,0,0,0,1.0,1,0
6.0,18.0,0,1,0,1,0.0,1,0
35.7,29.4,0,0,1,0,1.0,1,0
51.0,29.2,0,0,0,0,1.0,0,0
24.8,18.1,1,0,1,1,1.0,0,0
46.8,25.3,1,1,0,1,1.0,1,0
16.2,27.9,1,1,0,1,2.0,0,0
19.8,23.1,1,0,1,0,2.0,1,0
46.5,29.4,1,0,0,0,1.0,0,0
26.5,27.9,1,1,1,1,1.0,1,0
46.5,20.4,1,1,0,0,1.0,0,0
27.1,27.2,0,1,0,0,1.0,0,0
17.6,32.0,1,1,0,0,1.0,1,0
8.2,31.3,0,0,1,0,1.0,0,0
68.8,19.8,0,0,0,1,0.0,0,0
64.4,34.5,1,0,0,1,0.0,0,0
52.4,24.7,0,1,1,0,0.0,0,0
31.6,23.3,0,1,0,0,1.0,1,0
42.5,29.8,0,0,1,0,1.0,0,0
32.5,30.0,0,0,0,1,1.0,0,0
67.0,31.5,1,1,0,1,1.0,0,0
26.3,26.9,1,0,1,1,1.0,0,0
38.5,31.9,1,1,0,1,1.0,0,0
32.0,27.5,0,0,0,0,2.0,1,0
52.0,21.3,1,0,1,0,1.0,0,0
22.7,21.0,0,0,0,1,1.0,0,0
61.6,18.7,0,1,0,0,2.0,1,0
17.8,28.4,0,1,1,1,1.0,1,0
52.7,22.9,0,1,0,0,2.0,0,0
39.7,21.4,0,1,1,0,0.0,0,0
35.9,25.0,1,1,1,1,0.0,0,0
53.4,22.8,0,1,0,1,2.0,0,0
67.1,23.2,1,0,1,0,1.0,1,0
34.5,22.6,1,1,1,0,0.0,1,0
19.8,34.2,0,1,1,1,0.0,1,0
17.5,26.2,0,0,1,0,1.0,1,0
4.6,25.1,0,1,1,0,1.0,0,0
14.7,30.0,0,1,0,1,1.0,1,0
61.3,21.9,0,1,1,0,0.0,0,0
25.1,28.0,0,0,1,1,1.0,0,0
54.6,28.3,0,1,0,0,1.0,1,0
43.8,28.0,0,1,0,0,2.0,1,0
55.2,18.7,1,1,0,1,1.0,0,0
24.8,26.0,1,1,0,0,1.0,0,0
64.9,19.9,1,1,0,0,2.0,1,0
21.6,32.9,1,0,1,0,2.0,1,0
23.2,26.8,1,1,0,1,1.0,0,0
55.9,34.2,0,1,0,1,1.0,0,0
17.8,35.0,1,1,0,1,2.0,0,0
55.8,27.6,0,1,0,0,0.0,1,0
46.5,31.3,1,0,0,1,1.0,1,0
51.9,29.4,0,0,1,1,2.0,1,0
40.5,25.7,1,0,0,1,2.0,1,0
44.3,22.1,1,0,1,1,2.0,1,0
38.4,20.2,1,0,1,0,0.0,0,0
36.7,19.3,0,0,1,1,1.0,0,0
7.7,24.9,0,0,0,1,1.0,1,0
6.7,27.7,1,1,1,1,0.0,1,0
2.5,34.9,0,1,1,0,1.0,1,0
30.1,29.4,0,0,1,0,2.0,1,0
65.5,30.4,0,1,1,1,1.0,1,0
54.7,31.6,1,0,0,1,2.0,1,0
2.4,28.7,1,1,1,1,0.0,0,0
8.5,27.1,1,0,1,1,1.0,1,0
36.2,18.8,0,0,1,1,1.0,0,0
11.0,18.6,1,1,1,0,0.0,0,0
39.4,22.0,1,0,0,1,1.0,1,0
3.3,26.0,1,1,0,0,1.0,1,0
56.0,25.0,1,0,0,1,2.0,0,0
52.3,34.4,1,0,0,0,1.0,0,0
71.7,24.8,0,0,1,0,1.0,0,0
32.5,24.0,1,0,1,1,2.0,1,0
3.5,31.4,0,1,0,1,1.0,0,0
49.4,26.0,0,0,1,1,1.0,0,0
52.5,29.8,1,0,1,1,1.0,1,0
48.5,27.1,0,1,0,0,0.0,0,0
53.6,28.3,0,1,1,1,1.0,0,0
70.5,28.1,0,1,0,1,1.0,0,0
11.2,19.5,1,0,1,0,0.0,0,0
17.8,22.6,1,1,0,0,1.0,0,0
47.0,29.9,1,0,1,1,1.0,1,0
13.7,19.7,0,0,0,1,1.0,0,0
18.9,20.5,1,1,1,0,2.0,1,0
29.3,23.5,0,1,1,0,0.0,1,0
35.9,20.2,0,1,1,1,0.0,1,0
6.7,32.4,0,0,0,0,1.0,1,0
55.3,20.9,0,1,1,0,1.0,1,0
65.3,19.9,0,1,1,0,1.0,1,0
18.5,28.2,1,0,1,1,2.0,1,0
46.3,29.7,1,1,0,1,1.0,0,0
64.8,30.6,1,0,1,0,0.0,1,0
19.0,22.7,1,1,1,1,2.0,0,0
44.2,19.4,1,1,1,1,1.0,1,0
17.7,34.7,0,0,1,0,2.0,0,0
4.5,22.1,0,1,0,1,1.0,1,0
71.5,24.2,1,0,0,0,2.0,1,0
57.3,21.1,0,1,0,0,1.0,1,0
56.3,19.8,0,1,1,0,0.0,0,0
13.6,30.8,0,1,0,0,2.0,0,0
29.8,30.1,0,0,0,0,0.0,1,0
54.5,33.4,1,1,1,0,1.0,0,0
24.5,24.0,1,1,0,1,1.0,0,0
18.0,26.5,1,1,0,1,1.0,1,0
14.6,24.1,1,0,1,0,0.0,1,0
24.6,33.3,1,0,1,0,1.0,0,0
17.8,19.7,0,1,0,1,0.0,0,0
36.6,34.7,0,0,0,0,0.0,0,0
52.0,21.8,1,1,0,0,1.0,1,0
59.7,20.1,0,1,0,0,2.0,0,0
26.4,18.7,0,0,0,0,1.0,0,0
42.8,31.5,1,0,0,0,1.0,1,0
33.2,30.3,1,0,1,0,1.0,1,0
43.0,31.7,0,1,1,1,0.0,1,0
35.7,32.3,1,1,0,1,0.0,1,0
7.7,28.5,0,1,0,1,0.0,1,0
5.8,18.7,1,0,1,0,0.0,0,0
7.8,18.9,1,0,1,0,1.0,1,0
29.8,33.9,0,0,1,0,1.0,1,0
28.6,33.7,1,1,0,1,1.0,0,0
68.7,27.9,0,0,1,1,1.0,1,0
2.4,32.1,1,1,1,0,0.0,1,0
5.0,33.3,0,1,0,1,2.0,1,0
42.9,19.2,1,1,0,1,2.0,0,0
66.6,19.7,1,1,1,1,2.0,0,0
27.0,32.3,0,0,0,1,1.0,0,0
41.6,18.5,0,1,1,1,2.0,0,0
51.1,22.2,0,0,0,0,0.0,0,0
49.8,21.9,1,1,0,0,2.0,0,0
40.1,21.6,0,0,0,1,1.0,0,0
64.1,29.3,1,1,1,1,0.0,1,0
67.3,29.9,0,1,1,0,1.0,0,0
59.0,24.0,1,0,1,1,2.0,1,0
68.2,20.0,1,1,0,1,0.0,1,0
27.2,30.8,1,0,0,1,0.0,1,0
38.4,25.3,1,0,0,1,1.0,1,0
49.1,24.5,0,1,1,0,0.0,0,0
16.0,21.4,1,1,1,1,1.0,0,0
6.0,23.7,0,1,0,0,1.0,1,0
14.5,30.1,0,0,1,1,1.0,0,0
12.2,23.9,0,1,1,0,1.0,1,0
49.4,30.1,0,1,0,1,1.0,0,0
43.8,28.5,0,1,0,0,0.0,0,0
71.2,19.7,1,1,0,1,1.0,0,0
49.8,33.4,1,1,0,1,2.0,0,0
26.5,29.7,1,1,1,1,2.0,0,0
64.0,21.8,0,0,0,1,0.0,1,0
53.8,34.9,0,1,0,1,0.0,0,0
12.4,26.0,1,1,1,1,1.0,1,0
27.5,34.7,0,1,0,1,1.0,0,0
53.7,18.9,0,0,1,1,1.0,1,0
69.9,24.0,0,0,1,0,2.0,1,0
18.2,20.2,0,1,0,0,1.0,0,0
71.5,30.2,1,1,1,0,0.0,0,0
22.2,30.5,0,1,0,0,1.0,1,0
42.0,18.3,1,1,1,1,0.0,1,0
28.9,28.4,1,1,1,1,0.0,0,0
48.7,20.8,1,0,1,1,0.0,0,0
32.7,21.3,0,0,0,0,1.0,0,0
19.6,29.5,0,1,1,0,2.0,0,0
17.2,33.2,0,1,0,1,1.0,0,0
21.6,19.5,1,1,0,0,2.0,1,0
67.9,22.9,1,0,1,0,0.0,1,0
28.6,21.4,0,1,0,1,1.0,1,0
62.1,18.4,1,1,1,1,2.0,1,0
27.3,30.7,0,1,1,0,1.0,1,0
52.5,24.0,1,0,0,0,1.0,0,0
18.5,18.7,0,0,0,0,1.0,1,0
30.6,20.7,1,1,1,1,2.0,0,0
50.8,20.8,1,0,0,0,2.0,1,0
42.0,27.6,1,0,0,0,0.0,1,0
40.6,34.9,0,0,0,1,1.0,0,0
45.8,19.8,0,0,1,0,1.0,0,0
36.2,20.2,0,1,0,1,0.0,1,0
48.7,25.2,1,1,0,1,2.0,1,0
18.8,33.5,0,0,1,1,2.0,0,0
39.8,31.2,1,1,1,1,1.0,1,0
57.3,25.0,1,1,0,1,1.0,1,0
21.7,34.1,0,1,0,1,1.0,1,0
61.9,27.9,1,0,0,1,2.0,0,0
2.5,28.5,1,1,0,1,2.0,0,0
35.9,24.1,1,1,1,0,2.0,0,0
46.5,31.5,0,0,0,0,1.0,0,0
26.2,33.7,1,1,0,0,1.0,1,0
26.3,30.7,1,0,1,0,2.0,0,0
7.0,24.6,0,1,1,1,0.0,1,0
34.7,18.7,0,0,0,0,1.0,0,0
