malha_peneira_microns,integridade_peneira_sem_rasgos,frequencia_troca_peneira_h,higienizacao_peneira_pos_lote,contagem_residuos_retidos_pct,protecao_contra_poeira,separacao_fluxo,lote_identificado,probabilidade
531.0,1,2.1,0,0.18,1,1,0,0
421.0,1,2.8,0,1.44,1,1,0,0
398.0,0,17.2,0,1.0,1,1,1,0
578.0,0,7.3,1,2.25,1,0,1,3
461.0,1,20.8,0,0.14,1,0,1,3
692.0,1,11.2,0,1.05,0,1,1,0
349.0,0,10.4,1,1.78,0,0,0,3
680.0,1,12.0,1,3.38,1,0,0,3
767.0,0,12.7,1,0.28,0,0,0,3
226.0,0,23.4,0,0.37,1,0,1,3
599.0,0,1.9,1,0.38,1,1,0,0
1033.0,1,20.3,0,1.45,0,1,0,0
491.0,1,18.9,1,0.08,0,1,1,0
1093.0,0,11.5,1,5.0,1,1,1,0
269.0,1,19.2,0,1.51,0,0,0,3
879.0,1,9.7,1,1.47,1,0,1,3
668.0,0,5.2,0,2.8,0,0,0,3
944.0,0,1.2,1,2.48,0,1,1,0
723.0,1,13.7,0,3.55,0,1,1,0
387.0,1,15.5,1,2.27,0,1,1,0
1040.0,1,4.7,0,0.68,1,0,0,3
1093.0,1,3.1,0,2.74,0,0,1,3
930.0,0,23.7,0,4.5,0,0,0,3
586.0,0,3.9,0,0.02,1,0,0,3
399.0,0,4.1,1,0.36,1,0,1,3
291.0,1,7.2,1,4.82,0,0,0,3
963.0,0,12.6,1,3.38,1,1,0,0
444.0,0,1.2,1,3.34,1,0,0,3
818.0,1,2.9,1,0.04,1,1,0,0
1019.0,0,19.6,1,1.69,1,0,0,3
685.0,1,22.3,0,2.73,1,1,1,0
837.0,1,23.4,1,0.86,0,0,0,3
480.0,1,10.3,0,0.52,1,0,1,3
616.0,0,15.5,0,3.65,0,1,0,0
630.0,0,2.1,1,0.91,1,1,0,0
767.0,1,16.0,0,4.45,1,0,1,3
768.0,0,17.0,0,2.56,0,1,0,0
637.0,1,14.0,1,0.58,0,1,1,0
232.0,0,7.9,0,2.81,1,1,0,0
718.0,0,18.8,1,1.82,1,0,0,3
638.0,1,21.7,0,4.13,1,1,1,0
865.0,1,6.3,1,4.34,1,1,0,0
381.0,1,15.7,0,0.85,1,1,0,0
1195.0,1,6.9,0,1.88,0,1,1,0
1132.0,0,8.2,0,0.58,0,1,0,0
947.0,0,7.8,1,2.73,1,0,1,3
541.0,1,10.4,1,3.74,0,1,0,0
762.0,1,8.4,0,4.73,1,1,1,0
721.0,1,7.7,0,4.24,0,1,1,0
948.0,0,15.0,1,2.01,0,1,0,0
636.0,0,20.9,1,3.77,0,0,1,3
690.0,0,2.6,1,4.12,0,1,1,0
952.0,1,7.7,0,2.87,0,1,0,0
624.0,1,8.9,0,2.24,1,1,0,0
962.0,0,14.7,1,3.39,0,0,1,3
883.0,0,3.1,1,0.92,1,0,1,3
795.0,0,2.2,1,1.48,1,1,0,0
575.0,0,4.7,0,0.16,0,0,1,3
951.0,1,7.6,0,4.83,1,1,0,0
864.0,1,7.8,1,1.71,1,0,1,3
1007.0,1,8.9,0,1.32,1,0,0,3
590.0,0,23.2,1,3.83,0,0,1,3
466.0,1,6.2,1,0.06,0,0,1,3
228.0,1,10.7,1,0.74,1,0,1,3
742.0,0,15.2,0,0.56,0,0,0,3
959.0,1,10.1,1,3.16,1,1,1,0
847.0,1,10.7,0,2.69,0,1,0,0
888.0,1,10.7,1,4.93,0,0,1,3
513.0,0,23.0,1,0.27,1,0,1,3
1167.0,1,3.5,0,4.52,0,0,0,3
221.0,1,9.2,0,1.74,0,0,0,3
293.0,1,18.5,0,2.2,0,0,0,3
960.0,1,23.1,1,1.54,1,1,0,0
467.0,1,7.1,1,4.38,1,1,0,0
370.0,0,13.7,0,2.88,1,0,0,3
553.0,0,3.3,0,1.05,0,1,0,0
212.0,0,20.8,1,0.81,1,1,0,0
780.0,1,8.3,1,4.32,1,0,0,3
644.0,0,10.0,1,3.3,0,0,0,3
409.0,1,2.0,0,2.44,1,0,0,3
985.0,0,15.8,0,2.79,0,1,0,0
931.0,1,2.6,0,4.3,0,0,1,3
880.0,1,11.6,0,1.3,0,0,1,3
1133.0,1,16.3,0,1.5,0,1,1,0
498.0,1,20.5,1,1.34,1,1,0,0
498.0,1,17.3,1,2.19,0,1,0,0
959.0,0,5.5,1,4.82,1,0,1,3
404.0,1,11.7,1,4.98,0,1,0,0
1153.0,1,5.9,1,2.61,1,0,0,3
444.0,1,11.5,0,4.14,0,0,0,3
365.0,1,3.1,0,2.57,0,0,0,3
626.0,0,22.0,0,0.59,1,0,0,3
229.0,1,20.2,0,0.66,1,1,0,0
861.0,1,12.8,0,2.08,1,0,0,3
962.0,0,13.7,0,1.95,1,0,1,3
560.0,0,13.2,1,0.44,1,1,1,0
525.0,1,16.3,0,1.18,1,0,0,3
881.0,0,18.1,0,2.51,0,0,1,3
705.0,0,19.4,1,1.37,0,1,0,0
671.0,1,7.7,0,0.29,1,1,0,0
645.0,0,9.3,1,1.49,1,1,0,0
1065.0,1,20.3,0,0.24,0,0,1,3
218.0,1,3.8,0,2.53,0,1,0,0
751.0,1,11.8,0,3.21,0,1,0,0
689.0,0,6.4,1,0.49,0,0,0,3
476.0,0,8.9,1,3.62,1,0,0,3
471.0,0,10.5,0,4.02,0,1,0,0
655.0,1,17.4,0,1.38,0,0,1,3
218.0,1,3.8,1,1.63,1,1,1,0
650.0,1,9.4,1,4.65,0,0,0,3
1088.0,1,14.1,1,4.2,0,1,1,0
965.0,0,19.6,0,3.07,1,1,0,0
474.0,0,15.9,0,0.74,0,0,1,3
255.0,0,13.6,1,1.83,0,0,0,3
595.0,1,7.4,0,0.27,0,1,1,0
510.0,0,23.4,1,1.92,1,1,0,0
289.0,0,17.9,1,0.25,1,1,1,0
481.0,1,3.5,1,4.22,1,0,0,3
1175.0,1,6.0,1,2.2,1,1,0,0
1176.0,1,15.7,0,3.96,0,1,0,0
418.0,0,13.7,0,0.8,0,0,1,3
450.0,1,14.3,0,2.43,0,0,0,3
1065.0,1,9.8,1,3.11,0,0,1,3
975.0,0,22.7,1,4.29,1,1,1,0
967.0,1,5.0,0,0.45,0,0,0,3
750.0,1,5.6,0,0.98,0,1,1,0
676.0,1,8.6,0,3.3,0,0,1,3
293.0,0,19.9,1,2.72,1,0,1,3
1120.0,0,22.4,0,3.46,1,0,1,3
1077.0,1,8.6,0,1.54,1,0,0,3
562.0,1,5.9,1,2.98,0,0,0,3
389.0,1,17.4,0,0.45,1,0,1,3
663.0,1,19.2,1,1.91,1,0,0,3
1181.0,1,16.7,1,3.18,1,1,1,0
656.0,1,3.2,0,0.6,1,1,1,0
1061.0,0,10.4,1,1.71,0,0,0,3
775.0,1,15.8,0,0.13,0,1,0,0
701.0,0,1.3,0,2.68,0,0,1,3
916.0,1,1.2,0,3.79,0,1,1,0
1152.0,1,11.4,1,2.56,1,0,1,3
959.0,1,2.5,0,3.09,1,0,0,3
1147.0,1,21.3,0,2.08,1,0,1,3
596.0,1,10.8,0,1.0,1,0,1,3
284.0,1,16.6,0,3.87,0,1,0,0
326.0,0,23.8,1,1.8,1,0,0,3
400.0,0,3.6,1,1.36,0,0,0,3
961.0,1,20.1,1,2.42,1,1,0,0
491.0,0,4.2,1,2.06,1,0,1,3
418.0,1,22.7,0,0.79,0,1,1,0
1092.0,0,17.4,1,3.07,1,1,1,0
1088.0,0,6.6,1,1.44,0,0,1,3
244.0,0,4.8,0,0.32,1,0,0,3
846.0,0,14.3,1,4.93,1,0,1,3
583.0,0,7.7,0,4.45,1,1,1,0
479.0,1,23.6,0,4.46,1,0,0,3
614.0,1,18.4,0,2.14,0,0,1,3
791.0,0,21.1,0,2.46,0,1,1,0
1070.0,0,2.5,1,1.43,1,0,0,3
759.0,1,18.8,1,3.67,1,0,1,3
1039.0,0,2.9,1,1.45,1,1,1,0
356.0,1,10.9,1,1.81,1,0,0,3
490.0,1,9.5,1,4.27,1,1,0,0
1035.0,1,20.1,0,0.68,0,0,1,3
556.0,1,23.0,1,0.48,0,1,1,0
393.0,1,11.8,1,1.91,1,0,1,3
1052.0,1,6.8,1,2.67,0,1,1,0
221.0,0,16.1,0,2.39,1,1,0,0
881.0,0,13.9,1,1.27,0,1,0,0
572.0,1,19.3,1,0.95,1,0,1,3
473.0,1,6.6,1,1.84,0,1,0,0
1166.0,0,13.4,1,0.62,1,1,0,0
771.0,1,12.1,0,2.69,0,1,1,0
1089.0,0,6.3,1,3.69,1,1,1,0
688.0,1,13.2,0,0.3,1,1,0,0
1009.0,1,20.7,1,4.21,1,1,0,0
454.0,0,16.7,1,1.33,1,1,1,0
593.0,0,19.5,0,3.89,1,0,1,3
561.0,1,13.8,1,0.87,1,1,1,0
552.0,1,21.9,0,0.31,1,1,0,0
719.0,0,10.0,0,1.16,1,1,1,0
217.0,0,14.7,1,4.34,1,1,0,0
810.0,0,14.4,0,2.67,1,1,0,0
316.0,1,4.6,0,4.04,0,0,0,3
454.0,0,20.0,1,2.83,1,0,1,3
774.0,1,21.8,0,4.69,1,1,1,0
1147.0,0,12.8,1,1.26,1,0,1,3
1001.0,1,12.0,1,0.35,1,1,1,0
480.0,0,13.9,1,1.54,0,0,0,3
1191.0,0,20.9,1,2.22,0,0,0,3
254.0,0,4.0,1,1.66,1,1,0,0
222.0,1,4.4,0,2.75,0,0,0,3
394.0,0,8.2,1,2.83,0,1,1,0
562.0,1,23.9,0,1.59,1,0,1,3
1074.0,1,9.4,0,4.55,1,0,1,3
1041.0,1,15.4,1,1.86,0,0,0,3
742.0,1,20.3,0,2.59,1,0,1,3
622.0,0,13.8,1,2.55,0,1,1,0
276.0,1,3.0,0,4.37,1,0,0,3
457.0,1,16.5,1,3.62,1,1,0,0
717.0,1,11.2,1,1.34,0,0,1,3
374.0,1,14.4,0,3.47,1,0,0,3
840.0,1,16.9,1,1.02,0,0,1,3
1010.0,0,6.2,0,4.92,0,0,1,3
329.0,1,2.5,0,3.94,1,0,1,3
768.0,1,22.2,1,0.45,1,0,1,3
634.0,0,18.2,1,4.27,1,1,1,0
685.0,0,17.2,0,2.89,0,0,1,3
274.0,0,13.9,0,0.98,0,0,1,3
871.0,0,12.9,1,0.29,1,1,0,0
860.0,1,18.6,1,1.86,0,0,1,3
515.0,1,1.8,1,2.96,0,1,1,0
631.0,0,18.0,1,4.45,1,1,0,0
1057.0,1,22.5,1,4.79,0,0,0,3
627.0,1,19.3,1,1.67,1,1,1,0
1175.0,0,23.3,0,0.25,0,0,1,3
1129.0,1,11.9,1,4.73,0,1,1,0
1156.0,1,21.1,1,3.45,1,0,0,3
206.0,0,16.9,0,1.55,1,0,1,3
1075.0,1,20.5,0,4.56,0,0,0,3
773.0,0,2.2,0,4.62,0,0,0,3
260.0,0,1.0,0,1.95,0,1,1,0
788.0,1,18.9,0,0.06,1,1,1,0
979.0,1,13.5,1,0.85,0,1,0,0
655.0,1,3.3,1,4.55,0,0,1,3
978.0,1,5.2,1,0.14,0,0,1,3
1047.0,1,4.5,0,4.23,1,0,0,3
652.0,0,6.0,1,1.54,1,0,0,3
753.0,1,23.9,1,0.95,1,1,1,0
943.0,0,13.3,1,4.56,0,0,0,3
201.0,1,23.5,1,3.54,1,1,1,0
1015.0,1,5.5,1,0.2,1,0,1,3
301.0,0,11.8,0,4.2,1,0,0,3
884.0,0,13.0,1,4.36,0,1,0,0
490.0,1,19.9,0,0.35,1,1,1,0
1153.0,1,1.5,1,1.37,1,1,0,0
1182.0,0,11.2,1,4.97,1,1,1,0
356.0,0,6.2,0,2.38,1,1,0,0
786.0,1,19.3,0,1.24,0,0,0,3
222.0,1,11.2,1,0.37,0,0,0,3
1153.0,0,1.0,0,0.07,1,0,1,3
1169.0,0,3.0,0,1.39,0,0,1,3
651.0,1,4.9,1,2.9,0,1,1,0
532.0,0,1.5,0,2.71,0,0,1,3
829.0,0,8.4,0,1.28,1,0,0,3
975.0,1,21.8,0,0.39,0,1,0,0
1132.0,1,15.8,0,1.05,1,1,1,0
619.0,1,6.5,0,2.84,1,0,1,3
604.0,1,3.2,1,0.1,1,1,1,0
708.0,0,7.2,1,0.69,0,0,1,3
401.0,1,19.3,1,3.86,0,0,1,3
212.0,0,5.1,0,0.12,0,0,1,3
1069.0,1,18.1,1,2.78,0,0,0,3
643.0,0,19.9,0,4.15,0,1,1,0
890.0,0,17.2,1,3.18,0,1,0,0
976.0,1,13.1,1,3.46,1,1,1,0
593.0,1,6.8,0,0.66,1,1,1,0
587.0,1,15.9,1,0.25,0,1,0,0
1179.0,0,13.4,0,2.74,1,0,0,3
1017.0,0,1.3,1,3.96,1,1,1,0
953.0,0,23.5,1,3.92,0,0,0,3
341.0,1,18.4,1,0.31,0,1,0,0
439.0,1,1.7,1,0.05,1,0,0,3
1155.0,0,10.3,1,0.55,1,1,1,0
645.0,1,14.9,0,4.89,0,1,0,0
243.0,0,21.0,1,0.81,0,0,1,3
1035.0,0,15.3,1,0.41,1,1,0,0
237.0,1,5.5,0,2.66,0,0,0,3
567.0,0,16.0,0,4.74,0,0,1,3
568.0,1,12.7,1,1.68,0,0,0,3
515.0,1,11.1,0,1.68,1,0,0,3
962.0,0,15.3,1,4.73,1,0,0,3
349.0,1,21.6,0,3.37,1,0,1,3
352.0,1,2.5,0,0.29,0,0,0,3
654.0,1,10.1,0,2.73,0,1,0,0
1161.0,1,13.7,1,0.52,0,1,0,0
255.0,0,13.4,0,4.12,1,1,1,0
1008.0,0,19.8,0,3.44,0,1,0,0
1163.0,1,15.0,1,2.7,1,0,0,3
209.0,1,2.6,1,4.08,1,1,0,0
422.0,1,10.4,1,1.03,1,1,1,0
256.0,0,13.3,0,2.97,1,0,0,3
747.0,0,14.3,1,1.3,0,1,0,0
1153.0,0,8.8,1,0.84,0,1,1,0
1037.0,1,19.2,0,0.31,1,1,1,0
811.0,0,19.9,0,4.95,0,1,1,0
1143.0,0,18.9,1,0.59,1,0,0,3
662.0,0,15.5,1,3.88,0,1,1,0
1184.0,0,10.2,1,3.47,1,0,0,3
404.0,0,19.0,1,3.57,1,0,0,3
998.0,1,7.7,0,2.01,1,0,0,3
270.0,0,8.1,1,2.07,0,1,0,0
204.0,1,5.8,1,1.8,1,1,1,0
698.0,0,22.9,0,0.47,1,1,1,0
989.0,1,15.1,0,0.17,0,1,0,0
247.0,1,3.4,0,2.09,0,1,1,0
993.0,0,23.9,1,2.42,0,1,0,0
1133.0,1,22.6,0,0.72,1,1,0,0
241.0,1,9.2,1,2.7,0,1,1,0
280.0,0,9.6,0,0.64,1,0,1,3
1020.0,1,3.1,1,1.56,0,0,1,3
358.0,1,19.6,0,1.31,1,1,0,0
359.0,1,11.5,1,2.74,1,1,0,0
727.0,1,14.1,1,3.54,0,0,0,3
807.0,1,14.8,1,1.24,0,1,0,0
489.0,0,21.4,0,0.88,0,0,0,3
733.0,1,22.8,0,0.09,1,0,0,3
373.0,0,15.3,0,0.86,1,0,1,3
227.0,1,1.2,1,4.0,1,0,1,3
272.0,1,14.7,1,4.27,1,1,0,0
606.0,1,12.9,0,4.23,1,1,1,0
382.0,1,2.9,0,2.58,0,0,0,3
837.0,1,6.4,0,3.16,0,0,0,3
746.0,1,17.3,1,1.91,1,1,0,0
804.0,0,5.9,0,3.5,0,1,0,0
311.0,1,18.9,0,4.9,0,1,0,0
1113.0,1,5.7,1,1.49,0,1,1,0
1065.0,1,15.9,0,0.68,1,1,0,0
566.0,1,12.9,1,2.69,1,1,1,0
638.0,1,20.5,1,0.77,1,1,0,0
646.0,0,19.0,1,4.87,1,1,1,0
629.0,0,1.9,0,3.76,0,0,1,3
611.0,1,5.2,0,2.56,1,0,1,3
699.0,1,15.9,1,3.39,1,1,1,0
822.0,1,23.0,1,1.67,1,1,1,0
653.0,0,4.2,0,3.58,1,0,0,3
449.0,1,9.4,0,1.7,0,1,0,0
803.0,1,13.8,0,4.04,1,1,0,0
517.0,1,23.4,1,0.44,1,1,0,0
294.0,0,12.4,1,3.09,0,1,0,0
604.0,1,18.6,1,2.96,1,0,0,3
792.0,1,11.5,0,0.18,0,0,1,3
459.0,0,10.5,1,1.28,1,1,0,0
1184.0,1,16.5,0,2.65,0,0,1,3
1092.0,1,15.5,0,0.75,0,1,0,0
450.0,1,4.7,1,1.59,0,0,0,3
1106.0,0,4.1,0,1.48,1,0,0,3
423.0,1,22.6,1,0.57,0,1,1,0
1028.0,1,15.1,0,1.54,0,1,0,0
409.0,1,5.7,1,0.92,1,1,1,0
547.0,1,1.8,0,4.02,1,0,0,3
993.0,1,20.9,1,1.57,0,0,1,3
726.0,1,19.5,0,4.33,1,0,1,3
362.0,1,12.0,0,3.51,0,0,1,3
1111.0,0,22.0,1,4.92,0,1,0,0
692.0,0,6.2,1,4.66,0,0,0,3
771.0,1,23.4,0,3.97,0,1,0,0
1041.0,0,14.0,0,3.79,1,0,0,3
592.0,1,9.5,1,3.26,1,0,1,3
494.0,1,2.2,1,0.61,1,1,0,0
1157.0,0,3.1,1,4.85,0,1,1,0
274.0,0,5.8,0,0.67,0,1,0,0
757.0,0,11.8,1,3.35,0,0,0,3
596.0,0,1.6,0,0.72,1,0,0,3
471.0,0,12.2,0,0.6,1,0,1,3
279.0,0,22.4,1,3.49,0,1,0,0
1064.0,0,18.9,1,2.58,0,0,0,3
925.0,1,23.9,1,3.35,0,0,1,3
693.0,0,18.7,1,4.05,1,1,0,0
1028.0,0,11.2,0,0.44,0,0,0,3
662.0,0,7.4,0,4.29,1,1,1,0
1168.0,0,23.6,1,0.4,0,0,0,3
350.0,0,13.9,1,4.5,0,1,0,0
1158.0,1,9.5,0,3.3,1,1,1,0
1127.0,1,19.9,1,2.42,1,1,0,0
1131.0,0,20.5,0,2.32,1,0,1,3
299.0,1,12.5,1,0.1,1,1,1,0
539.0,1,11.3,0,1.91,1,0,0,3
972.0,0,21.8,1,0.56,0,1,1,0
712.0,0,8.5,1,3.11,0,1,0,0
1006.0,1,21.4,0,3.55,0,0,0,3
719.0,0,20.0,0,4.73,0,1,0,0
379.0,0,5.0,1,3.82,1,0,0,3
429.0,1,4.2,1,4.85,0,0,1,3
1095.0,1,3.5,1,1.14,1,0,0,3
578.0,1,21.6,1,3.44,1,1,1,0
660.0,1,16.5,0,1.29,0,1,1,0
1007.0,0,7.3,0,0.84,1,0,1,3
1053.0,0,12.8,1,2.55,0,0,1,3
534.0,1,8.7,0,2.53,0,1,0,0
338.0,0,22.6,1,4.7,0,1,1,0
309.0,0,7.9,1,3.1,1,1,1,0
1089.0,0,5.6,0,1.98,1,0,0,3
749.0,1,11.7,1,3.2,0,1,1,0
579.0,0,1.0,0,0.48,0,0,0,3
604.0,1,20.6,0,4.56,0,0,1,3
913.0,1,15.8,1,1.48,1,1,0,0
465.0,1,16.8,0,1.06,0,0,0,3
865.0,1,8.4,0,2.26,0,1,1,0
633.0,1,13.2,0,2.68,0,1,0,0
572.0,1,6.6,1,3.24,0,1,0,0
745.0,1,21.9,0,3.42,0,0,0,3
884.0,0,15.7,1,1.67,0,1,1,0
704.0,0,21.0,0,3.16,1,1,1,0
931.0,0,1.4,0,1.15,0,1,1,0
541.0,1,11.7,0,3.84,1,0,0,3
456.0,1,14.3,1,2.45,0,0,1,3
732.0,1,10.3,1,0.88,1,0,1,3
557.0,1,8.9,0,1.08,1,0,0,3
1108.0,1,16.5,0,4.28,1,0,1,3
831.0,1,23.8,1,4.87,1,0,1,3
641.0,1,5.2,0,4.26,1,1,1,0
1047.0,0,11.9,0,2.93,0,0,1,3
1146.0,0,5.5,1,0.12,1,0,1,3
645.0,0,1.1,0,0.2,1,0,0,3
842.0,1,4.9,1,2.49,1,1,0,0
546.0,0,3.5,1,2.44,0,1,1,0
682.0,1,7.1,1,4.56,1,1,0,0
748.0,1,10.7,1,1.63,0,1,0,0
479.0,1,21.5,1,1.72,1,1,1,0
1010.0,0,21.9,0,1.94,1,0,0,3
372.0,0,5.6,1,2.68,1,1,0,0
1041.0,0,2.9,1,2.24,0,1,0,0
335.0,1,22.6,0,3.99,0,0,1,3
1044.0,0,11.2,1,1.98,1,1,1,0
1080.0,0,13.4,1,4.75,0,0,1,3
524.0,1,9.1,1,1.28,0,1,0,0
1030.0,1,23.0,0,2.66,1,0,1,3
418.0,1,22.9,0,2.15,1,1,0,0
648.0,1,22.7,0,0.7,1,1,0,0
793.0,0,17.0,1,4.9,0,0,0,3
1192.0,0,17.5,0,3.54,1,0,1,3
594.0,1,5.6,1,2.31,1,1,1,0
376.0,0,8.6,1,0.83,1,0,0,3
1134.0,1,7.0,0,4.38,0,0,1,3
531.0,1,12.5,0,1.8,0,0,0,3
1002.0,0,1.9,0,1.56,1,0,0,3
1166.0,0,21.0,0,0.08,0,0,0,3
1059.0,1,23.8,0,4.46,1,1,0,0
428.0,0,13.6,0,2.25,1,0,0,3
225.0,0,10.4,1,3.34,0,0,1,3
1116.0,1,18.1,1,1.98,1,0,1,3
1126.0,1,12.0,0,4.88,0,1,1,0
456.0,1,12.0,1,0.9,0,0,1,3
849.0,0,18.7,1,4.35,1,0,1,3
263.0,1,1.4,0,3.13,1,0,1,3
780.0,1,17.7,1,4.06,0,0,1,3
920.0,1,4.6,0,2.2,1,1,1,0
474.0,0,10.6,1,0.67,1,1,1,0
391.0,0,9.6,0,2.6,0,1,0,0
579.0,1,23.7,0,3.75,1,1,0,0
1166.0,0,19.7,1,2.09,1,1,1,0
274.0,0,5.0,1,4.03,1,0,1,3
472.0,0,4.4,0,4.27,1,1,0,0
206.0,1,6.6,0,4.06,0,1,1,0
696.0,0,16.7,0,2.25,0,1,0,0
1152.0,1,20.4,0,1.86,1,1,1,0
1115.0,0,12.0,0,2.38,1,0,1,3
832.0,1,18.7,0,1.75,0,0,1,3
207.0,1,6.2,0,1.01,0,1,0,0
271.0,0,20.1,0,1.59,1,1,0,0
505.0,1,17.8,1,2.46,1,1,1,0
994.0,1,18.6,0,2.95,0,1,1,0
689.0,0,4.0,1,4.92,1,1,1,0
843.0,0,3.2,0,3.41,1,0,0,3
1050.0,1,12.3,0,1.82,1,1,0,0
263.0,0,18.5,1,0.71,1,0,0,3
585.0,1,7.7,1,4.27,1,1,0,0
720.0,1,4.5,1,1.61,0,1,1,0
1093.0,1,4.6,0,4.71,0,1,0,0
858.0,0,8.0,1,0.97,1,0,0,3
1171.0,1,21.2,0,2.63,1,0,1,3
583.0,1,9.9,0,3.53,0,1,0,0
531.0,0,4.5,1,0.89,1,0,0,3
332.0,1,9.3,0,0.61,1,1,0,0
569.0,1,9.0,0,1.62,0,0,0,3
546.0,1,1.8,1,4.91,0,0,1,3
650.0,0,7.3,1,2.09,1,0,1,3
881.0,0,2.0,0,1.66,1,0,1,3
238.0,0,6.2,1,1.85,1,0,1,3
1156.0,0,4.9,0,4.98,1,0,1,3
359.0,0,19.1,1,0.45,1,1,0,0
1198.0,0,11.0,1,0.08,0,0,0,3
500.0,0,6.2,0,2.75,1,0,0,3
404.0,1,12.3,1,3.44,1,0,1,3
925.0,0,22.8,0,0.58,1,0,1,3
410.0,0,1.5,1,0.49,1,1,0,0
793.0,1,10.3,1,3.03,1,0,0,3
1014.0,1,10.1,0,4.39,1,1,0,0
926.0,1,8.4,0,1.64,1,1,1,0
1065.0,0,12.9,1,2.09,0,1,1,0
464.0,1,19.3,0,0.36,0,1,0,0
820.0,0,20.5,1,4.37,0,0,0,3
609.0,0,9.5,1,0.53,1,0,1,3
565.0,0,15.7,1,1.81,0,1,1,0
1033.0,0,5.2,0,0.84,0,0,1,3
621.0,1,17.1,1,1.88,0,1,1,0
384.0,1,19.8,1,4.67,0,1,1,0
1165.0,0,3.5,1,3.38,1,0,0,3
572.0,0,15.0,0,1.22,0,0,0,3
1100.0,0,5.1,1,4.54,1,0,1,3
645.0,0,20.0,0,2.83,1,0,1,3
674.0,0,7.9,0,2.89,1,1,1,0
1092.0,1,3.6,0,1.78,1,0,1,3
1026.0,1,22.6,0,0.99,1,0,0,3
383.0,0,6.6,0,4.01,0,1,0,0
523.0,0,12.4,0,4.43,1,0,1,3
602.0,1,3.6,1,0.99,0,0,0,3
894.0,0,22.9,1,0.18,1,0,0,3
789.0,0,19.0,1,2.75,1,1,1,0
766.0,1,4.2,1,4.67,1,1,1,0
879.0,1,18.5,1,1.68,0,0,0,3
335.0,0,2.1,1,3.13,0,1,1,0
817.0,0,8.6,0,0.74,0,1,1,0
629.0,0,19.9,0,4.02,1,0,1,3
1180.0,0,9.5,0,2.87,0,0,1,3
853.0,1,6.0,0,2.82,1,0,0,3
477.0,0,10.4,1,2.44,1,0,0,3
1156.0,1,15.8,1,3.45,1,1,1,0
252.0,0,19.5,0,1.3,1,0,1,3
762.0,0,9.2,1,4.36,1,1,1,0
943.0,0,3.2,0,3.35,0,1,1,0
805.0,0,21.5,1,2.68,1,0,1,3
1071.0,1,15.1,1,4.79,0,1,1,0
596.0,1,16.3,0,3.03,1,1,0,0
1040.0,1,12.3,1,4.7,0,1,0,0
558.0,1,11.1,1,0.86,0,1,0,0
978.0,1,13.3,0,0.66,0,1,0,0
742.0,0,4.8,0,0.92,1,1,1,0
242.0,0,15.6,1,4.19,1,1,1,0
848.0,1,14.4,0,3.02,0,1,1,0
767.0,1,18.4,1,4.97,1,0,0,3
477.0,0,23.3,0,0.84,0,0,1,3
863.0,0,4.3,0,2.81,0,1,1,0
950.0,0,18.5,1,0.59,0,0,1,3
394.0,1,11.4,1,4.37,1,0,1,3
942.0,1,14.1,1,4.23,1,1,1,0
1094.0,0,4.3,1,3.97,1,1,1,0
1098.0,1,18.3,0,1.18,1,1,1,0
275.0,1,16.2,0,2.23,0,1,1,0
1161.0,1,17.6,0,4.32,0,1,0,0
460.0,1,21.3,1,3.18,0,1,1,0
937.0,1,3.3,0,0.47,1,0,1,3
628.0,1,13.0,0,4.04,1,1,1,0
1079.0,0,11.1,0,1.91,1,1,0,0
543.0,1,19.2,0,0.55,0,0,0,3
1139.0,0,3.6,0,2.25,0,0,1,3
724.0,0,20.3,0,0.28,1,1,0,0
732.0,1,22.4,1,0.35,1,0,1,3
787.0,0,16.5,0,1.94,0,1,1,0
535.0,1,3.6,0,4.1,1,0,1,3
1074.0,0,23.7,0,0.33,0,1,1,0
356.0,0,10.8,0,2.11,0,1,1,0
790.0,1,13.8,0,2.87,0,1,0,0
729.0,0,5.3,0,4.38,1,0,1,3
678.0,0,17.2,1,2.89,1,1,0,0
792.0,1,9.5,1,2.63,0,1,1,0
598.0,1,7.8,1,2.26,1,1,1,0
616.0,0,15.9,1,2.73,0,0,0,3
1095.0,0,7.7,1,2.93,1,1,1,0
806.0,0,15.1,1,4.84,0,1,1,0
916.0,0,14.4,1,2.35,0,1,0,0
505.0,0,18.3,1,0.86,0,1,1,0
996.0,1,11.4,1,2.06,0,0,0,3
1134.0,1,19.2,0,3.25,0,1,1,0
449.0,0,10.8,1,1.5,0,1,0,0
398.0,1,10.0,0,3.92,0,1,0,0
356.0,1,2.2,0,4.46,0,0,1,3
780.0,1,13.3,1,3.0,0,0,0,3
428.0,0,4.4,1,4.7,0,1,1,0
558.0,0,17.5,1,0.53,0,1,0,0
1050.0,0,13.8,0,1.92,0,0,0,3
303.0,1,4.3,1,0.44,1,1,0,0
533.0,0,9.7,1,2.93,0,1,0,0
933.0,0,14.1,1,3.59,1,1,1,0
318.0,1,2.2,0,0.7,0,0,1,3
222.0,0,13.6,0,0.19,1,0,1,3
777.0,0,22.9,1,4.83,0,0,1,3
466.0,1,10.8,1,4.28,1,0,1,3
487.0,1,23.8,0,0.95,0,1,0,0
912.0,1,16.5,1,2.09,0,0,0,3
999.0,1,7.0,1,0.28,0,1,1,0
1136.0,1,8.6,1,1.53,1,0,1,3
521.0,0,5.6,1,1.09,1,1,1,0
