fornecedor_auditado,laudo_residuos_agrotoxicos,temperatura_recebimento_c,tempo_desde_coleta_h,integridade_containers,sujeira_visivel_externa,umidade_lote_pct,documentacao_lote_ok,transporte_segregado_de_quimicos,lacre_viagem_integro,lote_identificado,probabilidade
0,0,32.1,60.0,0,1,16.1,1,1,0,0,3
0,1,18.4,38.4,0,0,23.9,1,0,1,0,2
1,0,16.4,21.0,1,0,21.1,0,0,1,0,0
1,1,32.4,29.0,0,0,21.1,0,1,0,0,2
1,1,13.7,23.1,1,1,20.2,0,0,0,1,2
0,1,11.5,34.6,1,0,22.9,0,0,0,0,0
0,0,17.9,56.7,1,1,17.2,1,1,1,1,2
1,0,29.0,35.9,1,0,22.3,1,1,1,1,0
1,0,27.4,20.8,0,0,22.5,0,1,0,0,2
0,1,34.7,8.1,1,0,16.3,1,1,1,1,0
0,1,19.0,61.9,0,1,17.1,1,0,0,1,3
0,0,16.9,31.2,0,0,20.4,0,0,0,0,2
0,0,19.5,32.9,1,1,16.7,0,1,1,0,2
0,1,29.6,55.5,1,1,18.3,0,1,0,1,2
1,1,15.4,61.5,1,1,19.2,1,1,1,1,2
1,1,33.7,37.8,0,0,17.3,1,1,0,0,2
1,0,22.8,46.3,0,0,21.6,0,0,1,0,2
1,1,29.6,18.7,1,0,20.0,1,0,1,0,0
0,0,30.7,67.5,1,1,21.1,0,1,0,1,2
1,1,22.0,41.8,1,0,19.8,1,1,0,1,0
1,0,28.5,52.4,0,1,19.3,0,1,0,1,3
0,0,19.1,10.0,1,1,19.9,0,1,1,0,2
0,1,30.3,46.6,1,0,23.2,1,0,0,0,0
0,1,30.6,27.8,1,0,19.2,1,1,0,1,0
0,1,24.2,33.5,1,0,21.1,1,0,0,1,0
0,1,15.5,49.8,0,1,22.7,0,1,1,0,3
1,0,34.3,57.7,1,0,21.0,1,0,1,0,0
1,0,33.7,26.5,0,0,17.8,0,0,1,0,2
1,0,25.5,63.1,1,0,17.0,0,1,0,0,0
0,1,34.6,17.3,1,0,20.7,0,0,1,0,0
1,0,22.6,41.4,0,1,21.8,1,0,0,1,3
0,1,19.4,12.6,1,1,22.1,0,0,0,0,2
0,0,21.5,22.2,1,1,21.6,0,1,0,0,2
1,1,11.1,64.7,0,1,16.0,1,1,0,1,3
1,0,23.7,2.8,0,0,22.2,0,1,1,0,2
1,1,26.7,66.1,0,1,20.8,1,1,0,0,3
0,1,12.7,25.0,0,1,23.9,1,1,1,0,3
0,0,16.4,50.7,1,0,22.1,1,1,1,0,0
0,0,28.0,8.4,1,1,19.4,1,0,1,1,2
0,1,29.8,46.9,0,0,21.4,1,0,0,0,2
0,1,34.6,65.7,1,0,20.9,0,1,1,0,0
0,0,16.3,40.9,0,1,18.7,0,1,0,1,3
0,0,31.0,27.3,1,1,20.3,1,1,1,1,2
1,1,14.3,57.6,0,0,17.6,1,1,0,1,2
0,1,13.3,51.9,1,1,16.7,1,0,1,1,2
0,0,28.2,10.2,1,1,21.9,1,1,0,1,2
1,1,21.1,48.6,0,1,19.1,1,1,0,1,3
1,1,29.8,48.5,0,1,22.0,1,1,0,1,3
1,1,17.1,54.6,0,0,19.9,0,1,1,1,2
0,0,15.3,24.1,0,0,22.5,0,0,1,1,2
0,1,23.7,30.1,1,0,21.9,0,0,0,1,0
1,0,12.9,69.2,0,1,22.1,1,0,1,0,3
1,0,17.0,42.1,0,0,19.4,1,0,0,0,2
1,0,14.2,37.6,0,0,23.7,1,0,0,1,2
1,0,18.0,71.1,1,1,19.2,1,1,0,1,2
0,1,29.1,18.1,1,0,22.3,0,0,1,0,0
1,0,13.0,29.9,0,0,19.9,0,0,1,1,2
0,0,25.3,55.2,0,1,17.9,1,0,0,0,3
1,0,24.6,51.9,0,1,21.0,0,0,1,1,3
0,0,23.5,69.7,0,0,19.8,0,1,1,1,2
1,1,22.1,47.8,0,1,18.1,1,0,0,1,3
1,0,26.6,23.9,1,0,19.1,0,0,1,1,0
1,0,31.3,29.8,0,0,17.3,0,0,0,1,2
1,0,14.1,8.3,1,1,23.9,1,0,0,1,2
0,0,30.4,66.7,0,0,21.1,0,0,1,1,2
1,1,11.5,11.0,0,0,17.4,1,0,1,0,2
0,0,22.1,40.2,0,0,22.1,0,0,0,1,2
0,0,22.8,30.1,0,0,20.8,1,1,0,1,2
1,1,14.9,11.4,0,0,21.8,0,0,0,1,2
0,0,12.2,22.5,1,0,20.7,0,1,0,0,0
0,0,11.9,46.3,1,1,16.5,0,0,0,0,2
1,0,10.9,4.2,1,0,17.6,1,0,0,1,0
1,0,24.3,69.6,0,1,22.1,1,1,1,1,3
1,0,13.9,65.6,1,0,22.0,0,1,1,0,0
1,0,30.2,7.9,1,1,22.0,0,0,1,0,2
1,0,32.5,62.8,0,1,16.1,0,1,1,0,3
0,0,17.3,25.0,0,1,22.4,1,1,1,1,3
1,0,14.1,6.7,1,0,19.5,1,1,1,0,0
0,1,20.2,23.4,0,0,21.5,1,1,1,0,2
1,0,32.0,58.6,0,1,18.2,0,1,1,1,3
0,0,20.0,48.6,1,1,22.2,0,1,0,1,2
1,0,12.7,18.7,0,0,23.9,1,1,0,0,2
1,1,34.6,52.3,0,0,18.0,1,1,0,0,2
1,0,22.5,51.5,1,0,22.3,1,1,1,0,0
1,0,18.6,54.0,1,1,20.8,0,1,1,1,2
1,1,32.3,39.8,1,1,18.2,0,0,0,0,2
1,0,33.2,59.3,0,1,18.4,1,0,1,1,3
1,0,22.4,46.9,0,1,21.9,0,1,0,0,3
0,0,17.7,10.8,0,0,18.3,1,0,0,1,2
1,1,22.1,58.7,0,0,16.4,0,0,1,0,2
0,1,15.5,24.7,0,1,23.0,0,1,0,0,3
0,1,22.0,51.4,1,0,20.7,1,0,1,1,0
1,1,15.7,49.3,0,0,22.1,1,0,0,1,2
1,1,25.6,25.5,0,1,20.8,1,1,1,0,3
1,0,29.0,13.3,0,0,20.1,1,1,0,0,2
1,0,34.2,50.6,0,0,22.2,1,1,1,0,2
1,0,31.1,61.4,0,1,16.3,0,1,1,0,3
0,1,12.2,60.7,0,0,18.5,1,1,0,0,2
1,1,15.3,45.9,1,0,21.0,1,1,1,1,0
1,1,23.3,17.9,0,1,23.6,1,1,1,0,3
1,1,16.4,24.1,0,0,19.1,1,0,1,0,2
0,1,10.4,54.8,1,1,23.8,0,1,0,1,2
1,1,28.9,30.8,0,1,22.0,0,0,0,0,3
0,1,18.9,53.3,0,1,19.9,0,1,1,0,3
0,1,11.7,23.7,0,0,19.4,0,0,1,1,2
0,0,22.7,2.4,1,0,17.0,0,1,0,1,0
1,1,34.4,44.2,1,0,20.9,0,0,0,0,0
1,1,27.0,44.1,1,1,16.4,1,0,1,0,2
0,0,14.0,45.9,1,1,19.4,0,1,0,1,2
1,1,22.9,20.8,0,0,17.9,0,0,1,0,2
1,0,32.5,58.8,0,1,23.7,0,0,1,0,3
1,0,11.4,36.1,1,1,18.9,0,0,0,0,2
1,1,25.9,55.4,1,1,19.9,0,1,0,1,2
0,0,28.0,44.8,0,0,19.0,0,1,0,1,2
0,0,27.6,31.1,1,0,17.1,0,0,1,1,0
1,1,13.8,49.6,1,1,18.8,0,1,0,0,2
0,0,32.7,42.2,1,1,22.2,0,0,1,0,2
0,0,18.1,37.7,1,1,21.0,1,1,0,1,2
0,1,11.3,47.4,1,0,19.5,0,0,0,1,0
0,1,12.1,8.0,1,0,22.6,1,0,1,1,0
0,0,21.4,65.7,1,0,16.0,0,1,1,1,0
0,0,11.0,25.5,0,1,22.6,0,1,0,0,3
0,1,29.5,17.7,0,0,16.5,0,1,1,0,2
1,1,31.6,56.0,1,1,23.0,1,1,0,0,2
0,1,10.3,18.2,0,0,23.6,1,0,0,1,2
0,0,30.3,71.7,1,0,22.6,0,1,0,0,0
0,1,34.5,31.4,1,0,16.2,0,0,1,0,0
1,1,10.8,22.8,0,0,20.2,0,0,0,0,2
0,0,28.1,6.3,0,0,22.6,1,1,0,0,2
1,1,35.0,4.9,0,0,20.4,0,1,0,0,2
0,0,29.9,8.7,1,0,18.9,1,1,1,0,0
0,1,22.6,2.4,0,1,19.8,1,1,1,1,3
0,1,32.1,24.9,0,0,16.6,1,1,1,0,2
1,0,27.7,23.7,0,1,20.0,1,1,1,1,3
0,1,17.3,32.1,1,0,16.2,0,1,0,1,0
0,0,15.6,18.3,0,0,21.2,1,0,1,1,2
0,1,22.8,6.4,1,1,19.1,0,0,0,1,2
0,0,19.3,7.0,1,0,17.5,1,0,0,0,0
1,1,18.2,14.8,0,1,16.1,0,0,1,0,3
0,0,14.4,24.2,1,1,23.4,0,0,0,0,2
0,0,31.1,12.4,0,0,20.5,0,1,0,1,2
1,1,27.6,27.6,0,0,21.2,1,0,0,1,2
0,0,18.3,66.6,0,1,22.2,0,0,0,0,3
1,0,15.9,20.3,1,0,21.0,1,1,0,0,0
1,1,13.2,13.8,1,0,19.3,0,0,0,1,0
1,0,12.8,48.5,1,0,21.0,0,1,0,1,0
0,1,25.6,36.4,1,0,18.0,1,0,0,1,0
1,1,12.7,5.3,0,1,20.5,0,1,0,1,3
1,1,34.0,57.1,1,1,17.6,1,1,0,0,2
0,0,17.0,52.1,1,1,23.3,0,0,1,0,2
0,0,10.6,70.4,0,1,20.1,0,0,0,1,3
1,0,31.4,67.7,1,1,17.9,0,0,0,0,2
1,1,19.2,42.9,1,1,21.1,0,1,1,1,2
0,1,18.6,50.0,1,0,16.7,0,1,1,1,0
1,1,13.0,30.7,0,0,19.5,0,1,1,1,2
0,0,26.5,64.2,0,1,22.9,0,1,1,1,3
0,0,19.0,40.7,1,0,22.1,0,1,1,1,0
1,1,30.6,24.8,0,0,21.6,1,1,1,0,2
1,1,25.8,2.7,1,0,19.8,0,0,1,1,0
0,1,32.0,43.1,1,1,19.6,1,1,0,0,2
1,0,25.6,38.8,1,0,16.1,0,0,0,1,0
0,0,29.5,58.8,0,0,20.8,1,1,1,0,2
1,0,27.4,15.1,1,1,20.6,1,0,1,0,2
0,1,21.6,59.1,0,1,16.0,1,1,0,1,3
1,1,27.2,3.1,1,0,17.1,1,0,0,1,0
0,1,26.6,43.1,0,1,16.1,1,1,0,0,3
0,1,10.2,29.8,1,1,18.0,0,0,1,0,2
1,0,27.5,25.2,0,1,16.0,0,0,0,1,3
0,0,16.6,32.3,1,0,19.3,1,1,0,0,0
0,1,23.5,17.7,0,0,19.8,1,0,0,1,2
1,0,12.8,14.8,1,0,19.5,1,0,0,1,0
1,0,10.6,58.4,1,1,17.6,1,1,0,1,2
0,1,10.4,17.9,1,0,20.2,0,1,0,1,0
0,1,14.0,53.6,0,1,22.5,1,0,1,0,3
0,0,10.5,51.8,1,0,18.3,1,0,1,1,0
1,1,13.3,4.3,1,0,18.5,1,0,1,0,0
0,0,24.0,63.7,1,1,20.3,1,1,0,0,2
1,0,20.0,57.3,1,0,17.9,0,0,0,1,0
1,1,34.5,57.7,0,1,18.7,1,1,1,0,3
1,0,30.2,58.6,1,1,19.6,1,1,0,1,2
1,0,13.7,42.8,0,0,19.1,0,0,1,1,2
1,0,20.4,71.5,0,1,22.5,0,0,0,0,3
0,1,20.8,14.5,1,1,22.8,0,1,1,1,2
1,1,19.1,7.1,0,1,19.2,0,1,1,1,3
1,0,22.4,51.3,1,0,19.6,1,1,1,1,0
1,1,26.7,22.6,1,0,23.7,1,1,0,1,0
1,0,26.0,44.6,1,0,20.0,0,1,0,0,0
1,0,18.9,29.4,1,1,23.9,1,1,0,1,2
0,0,27.6,25.3,1,0,22.1,0,0,0,1,0
0,0,17.2,64.5,0,0,18.1,0,0,0,1,2
1,1,30.9,11.9,1,0,17.8,1,1,0,1,0
0,1,34.1,15.2,1,0,17.3,0,1,1,1,0
1,1,17.4,48.7,0,1,22.4,0,1,0,1,3
1,0,29.6,56.8,1,1,18.5,1,1,0,1,2
0,1,30.3,60.3,0,1,21.4,1,1,1,1,3
0,0,22.3,18.2,0,1,20.3,0,0,0,0,3
0,1,12.2,63.7,1,1,22.6,0,0,1,1,2
0,0,29.7,44.7,1,1,22.0,1,1,0,1,2
1,0,20.2,59.6,1,1,16.5,1,1,0,0,2
1,1,15.2,6.8,1,1,18.7,0,0,1,1,2
1,1,25.7,27.0,0,0,20.2,0,0,1,1,2
0,0,20.9,38.7,1,0,22.4,1,1,0,1,0
0,0,12.2,42.4,1,1,21.7,1,0,0,0,2
0,1,34.6,8.9,0,1,20.4,0,1,1,0,3
0,0,16.1,39.7,0,0,22.5,0,0,0,1,2
1,1,22.8,48.6,0,0,19.5,1,1,1,1,2
1,0,26.7,27.3,1,1,16.4,0,0,0,0,2
0,0,12.9,37.1,0,1,23.0,1,1,1,1,3
1,0,28.5,22.5,0,1,20.2,0,0,1,0,3
0,1,26.2,62.9,0,1,22.5,0,0,1,1,3
1,0,22.3,43.9,0,0,19.1,1,1,0,1,2
0,0,23.2,40.6,0,1,20.7,1,1,1,1,3
0,1,33.9,68.1,0,0,18.6,0,1,1,0,2
0,0,32.8,48.5,1,1,19.3,1,1,0,0,2
0,0,12.8,21.6,1,1,17.2,0,0,0,0,2
0,1,19.2,46.9,1,1,21.9,0,0,1,1,2
1,1,22.9,69.3,1,1,18.2,1,1,0,1,2
1,0,33.0,3.6,0,0,18.4,1,1,1,1,2
1,0,30.4,45.9,1,1,18.8,1,1,1,1,2
0,1,19.7,13.0,1,1,19.5,1,1,1,1,2
1,1,32.2,59.2,1,0,20.6,1,0,0,1,0
0,1,19.5,46.8,0,0,21.5,1,0,1,0,2
0,0,16.8,67.6,1,1,21.4,1,0,1,0,2
1,0,25.2,48.9,0,1,19.4,1,1,1,1,3
1,0,18.9,3.2,1,1,19.9,1,1,1,0,2
0,1,25.6,37.7,1,0,17.1,0,0,1,1,0
1,1,20.2,65.3,1,1,20.2,1,1,0,1,2
0,1,29.9,18.3,1,1,23.0,1,0,0,0,2
0,1,33.9,7.8,1,0,19.7,0,1,1,1,0
0,0,16.8,52.4,0,1,23.5,1,0,1,1,3
0,1,22.8,37.2,0,0,17.2,1,1,0,1,2
0,1,28.1,5.3,1,1,21.9,0,0,1,1,2
1,1,14.0,21.6,1,1,21.7,1,0,0,0,2
0,1,29.9,24.9,1,0,21.5,0,0,1,1,0
1,0,24.6,48.8,1,1,21.3,0,1,1,1,2
0,0,13.7,35.0,1,1,16.2,1,0,0,1,2
0,0,31.7,36.1,0,0,21.9,1,0,1,1,2
1,0,20.7,58.5,1,1,20.0,1,1,0,0,2
1,0,14.4,21.5,0,0,20.2,0,1,1,1,2
1,0,14.9,49.1,0,0,16.4,0,0,0,1,2
0,1,29.6,27.7,0,0,17.5,1,1,0,1,2
1,0,33.4,31.3,0,0,23.3,0,1,0,1,2
0,0,19.5,40.9,0,0,18.5,1,1,0,1,2
0,0,12.0,50.7,1,0,19.2,1,0,0,1,0
0,1,12.5,68.2,1,1,17.5,0,1,0,0,2
1,1,26.4,20.8,0,1,21.1,0,0,0,0,3
1,1,19.3,9.3,0,1,21.9,0,1,1,1,3
1,1,20.7,32.0,0,1,23.4,1,1,0,0,3
1,0,18.4,40.3,1,0,20.5,1,1,1,0,0
0,1,21.6,18.0,0,1,18.2,1,0,1,0,3
0,0,26.1,64.3,0,0,16.6,0,0,1,1,2
1,0,23.5,57.9,0,0,18.1,1,0,0,1,2
1,1,14.1,36.6,1,1,20.9,0,1,0,0,2
1,0,22.3,33.5,0,0,23.8,0,1,0,1,2
1,1,21.5,4.9,1,0,16.6,0,1,1,1,0
0,0,23.6,39.6,0,1,19.1,1,0,1,1,3
1,1,12.8,43.7,1,0,21.3,1,0,0,1,0
1,0,13.8,64.4,1,1,20.6,1,0,0,1,2
0,1,23.3,37.1,0,0,21.2,1,1,1,0,2
0,1,16.9,13.0,0,0,19.7,1,1,1,0,2
0,1,25.7,14.6,1,0,18.1,1,0,0,0,0
0,0,19.3,13.2,1,0,19.9,0,0,1,0,0
1,1,15.5,67.7,1,0,19.1,1,0,1,1,0
0,1,26.4,57.5,0,0,21.7,1,1,0,1,2
1,1,19.8,59.7,1,1,17.4,0,1,1,1,2
0,0,13.9,60.8,0,1,20.0,1,0,0,0,3
0,1,30.2,8.7,1,0,23.7,0,0,1,1,0
1,1,20.8,51.2,1,1,20.3,1,0,0,1,2
0,0,32.9,51.3,1,0,17.9,0,1,0,0,0
1,1,14.8,17.7,0,1,23.5,0,0,0,1,3
0,0,31.9,36.3,0,0,18.0,0,1,0,0,2
0,1,30.4,48.4,0,1,22.0,0,0,1,0,3
1,0,12.6,64.8,1,0,16.9,1,1,1,0,0
1,1,23.3,9.7,1,1,22.8,0,1,0,1,2
0,1,26.3,64.5,0,1,17.4,1,0,1,0,3
1,1,22.4,66.6,0,0,19.2,0,1,0,1,2
0,1,19.8,66.7,0,0,23.7,1,0,0,0,2
1,1,33.6,2.3,0,0,20.6,1,1,0,1,2
1,1,27.5,17.5,0,0,18.1,0,1,0,0,2
1,0,34.1,50.4,1,0,16.0,1,0,0,1,0
1,1,31.2,24.5,0,1,16.1,0,0,0,1,3
1,0,30.4,6.3,0,1,18.2,1,1,0,1,3
1,0,28.1,55.4,1,0,20.2,0,1,1,0,0
1,1,26.2,4.0,1,1,19.9,0,1,1,1,2
1,0,32.2,33.2,0,0,23.4,0,1,0,0,2
0,0,25.3,68.3,0,1,22.1,0,0,0,0,3
1,1,11.9,32.8,0,1,23.4,0,1,1,1,3
1,1,24.6,65.8,0,1,20.1,0,0,1,1,3
1,1,12.6,30.6,0,1,19.6,1,0,0,0,3
0,0,33.7,26.3,0,0,20.5,0,0,1,1,2
0,1,26.2,9.5,1,1,19.0,1,0,0,1,2
0,1,23.9,27.1,1,0,17.7,1,0,1,1,0
1,0,14.9,25.6,1,0,22.7,1,0,0,0,0
0,0,22.9,61.3,0,1,21.4,0,0,0,0,3
1,1,18.6,66.4,1,0,18.6,1,0,0,0,0
0,1,26.9,3.5,1,1,19.6,0,0,0,0,2
0,1,25.1,8.9,0,0,17.8,0,0,0,0,2
1,0,22.5,47.0,1,0,20.5,1,1,1,1,0
0,0,16.3,35.9,0,1,18.9,1,0,0,0,3
1,0,23.1,22.8,1,0,23.0,0,0,1,1,0
0,1,21.5,20.2,1,1,20.2,0,0,1,0,2
0,1,31.3,17.7,0,1,19.3,0,0,1,1,3
1,1,32.4,38.8,1,1,22.0,1,0,0,1,2
1,0,29.0,3.2,1,1,23.2,1,1,0,0,2
1,0,18.0,53.7,1,1,22.5,1,0,1,0,2
0,0,11.0,23.0,1,1,20.0,0,1,0,1,2
1,0,33.1,31.9,1,1,18.9,1,1,1,0,2
1,1,34.8,38.9,0,0,21.3,1,0,0,1,2
1,0,13.2,16.8,0,1,22.5,1,0,1,1,3
0,1,27.1,63.9,1,0,23.8,0,0,1,1,0
1,1,20.6,49.7,0,0,19.7,0,0,1,1,2
0,0,13.7,62.9,0,0,21.3,1,1,1,1,2
0,1,35.0,35.3,1,1,18.3,0,1,1,1,2
1,1,33.3,32.3,1,0,16.7,0,0,1,0,0
1,0,34.6,18.6,0,0,18.0,1,0,1,1,2
1,0,13.6,40.1,1,1,16.1,0,1,1,1,2
0,0,22.3,43.5,1,0,20.1,1,1,1,0,0
0,0,32.4,31.4,0,1,19.0,1,1,1,0,3
1,1,26.9,12.2,1,1,21.4,0,0,0,0,2
0,1,20.9,21.1,0,1,20.9,0,1,1,1,3
1,0,22.9,3.0,0,0,17.3,0,0,0,0,2
0,0,11.0,24.3,1,0,21.4,0,1,1,0,0
1,1,25.3,42.7,1,1,17.5,0,0,1,0,2
1,0,31.5,68.9,1,0,16.0,0,1,1,1,0
1,0,10.1,14.5,0,1,23.8,1,1,0,0,3
0,0,14.0,5.9,1,1,16.2,0,1,1,0,2
1,0,22.9,22.7,0,0,18.7,0,1,0,1,2
0,1,24.0,13.0,0,0,21.1,0,0,1,0,2
1,1,18.6,50.7,1,0,19.0,1,1,0,0,0
1,1,10.7,2.4,1,0,19.0,1,0,1,1,0
1,0,28.6,70.7,0,0,21.8,0,0,1,0,2
1,0,16.1,61.9,1,0,20.8,0,0,1,0,0
1,0,26.1,36.3,1,1,20.1,0,0,0,1,2
0,1,24.0,66.5,1,0,23.1,1,1,1,0,0
1,0,20.8,46.0,1,1,16.9,1,0,1,0,2
1,1,24.8,71.6,0,0,19.8,0,0,1,1,2
1,0,27.4,21.5,0,1,17.9,1,0,0,1,3
0,0,24.3,71.8,1,0,16.3,0,1,1,0,0
1,1,23.9,14.6,1,0,23.8,1,1,1,1,0
0,1,20.9,26.7,0,1,21.9,1,0,1,1,3
0,1,20.8,67.5,0,1,17.7,0,0,1,1,3
1,0,22.3,27.9,1,0,19.2,1,1,0,1,0
0,1,21.3,16.7,1,1,17.8,1,1,0,1,2
0,0,21.0,6.2,0,1,21.5,1,0,1,0,3
1,0,15.3,12.4,0,1,18.8,1,0,1,1,3
0,0,28.1,26.9,1,1,23.4,0,1,1,0,2
1,0,13.3,31.5,0,1,17.7,0,0,1,0,3
1,0,32.7,40.0,0,1,18.8,0,0,1,1,3
0,1,25.6,59.0,0,0,23.5,1,0,0,0,2
1,1,11.2,2.9,0,1,23.1,1,1,0,1,3
0,0,26.5,60.9,1,1,18.3,1,0,0,0,2
1,1,19.0,42.4,0,0,19.9,0,1,1,0,2
0,1,33.2,55.0,0,0,23.1,0,0,0,0,2
1,1,33.4,55.0,1,0,21.4,0,0,1,1,0
1,1,31.1,65.2,1,1,21.1,0,0,1,0,2
0,0,24.2,8.5,1,1,21.3,0,1,0,0,2
1,1,33.0,42.0,0,1,23.4,0,0,1,1,3
1,0,26.2,65.6,1,1,20.1,0,1,1,0,2
1,0,31.9,52.3,1,1,17.5,0,1,1,0,2
0,0,14.0,8.8,1,0,19.8,1,1,1,0,0
0,0,32.6,45.0,0,1,21.8,0,0,0,0,3
1,0,26.5,58.0,0,0,19.9,1,1,1,1,2
0,0,17.6,21.2,1,1,18.5,0,1,1,1,2
0,1,34.9,46.3,0,1,21.3,1,0,0,0,3
0,1,27.2,60.8,0,0,19.6,0,0,0,1,2
0,1,32.7,38.7,0,1,23.7,0,1,0,0,3
0,0,10.1,15.6,1,1,18.8,1,0,1,0,2
0,1,23.8,40.5,0,1,21.7,1,1,1,1,3
1,0,27.8,43.2,0,0,20.4,1,0,0,0,2
1,1,10.3,30.2,1,1,16.6,1,1,1,0,2
1,0,29.1,49.6,1,0,19.8,1,0,1,1,0
0,0,26.3,32.3,0,1,16.2,1,1,0,1,3
1,0,16.9,63.4,1,1,22.3,1,1,1,1,2
1,0,27.2,57.4,1,1,21.9,1,1,1,1,2
1,1,13.3,58.3,0,0,16.4,0,1,1,1,2
1,0,30.6,38.8,1,1,20.0,1,1,0,0,2
0,1,31.7,15.7,0,0,23.7,1,1,0,0,2
1,1,22.1,52.7,1,1,18.3,0,1,0,0,2
1,0,22.7,6.8,0,0,23.2,0,0,1,0,2
0,0,20.1,38.2,0,0,17.2,1,0,1,0,2
0,0,18.6,5.7,0,0,16.1,1,0,1,1,2
0,0,31.8,39.0,1,1,20.2,1,1,0,0,2
0,1,17.6,50.0,1,0,17.9,1,0,1,1,0
1,1,20.1,31.3,1,1,23.0,1,0,0,0,2
1,0,17.5,31.2,1,1,21.4,1,1,1,1,2
1,0,26.4,10.6,1,1,21.5,1,1,1,0,2
1,1,30.4,23.1,0,0,21.4,0,0,0,0,2
0,1,14.1,33.1,1,0,21.4,0,1,1,0,0
0,0,16.4,62.4,1,0,22.0,0,1,1,1,0
1,0,12.6,64.9,0,1,21.4,1,0,0,1,3
1,0,14.0,68.8,1,1,22.7,0,1,0,0,2
0,1,20.2,9.0,1,0,20.5,0,0,0,0,0
1,1,29.4,22.7,0,1,18.8,1,0,1,1,3
0,0,23.5,34.4,1,1,19.7,1,0,1,0,2
1,0,11.3,46.9,1,1,19.5,1,1,0,0,2
0,1,25.6,51.2,1,0,18.7,0,1,1,0,0
0,0,29.9,57.0,0,0,19.3,1,1,0,0,2
0,1,19.8,36.7,1,1,19.1,0,0,0,0,2
1,0,16.1,41.0,0,0,16.9,1,0,1,0,2
0,0,29.1,69.2,1,1,22.6,1,0,0,1,2
0,0,10.6,18.8,1,1,22.1,0,1,1,0,2
1,1,30.4,58.3,0,0,18.7,1,0,1,1,2
1,0,30.1,51.8,1,0,23.6,1,1,1,0,0
0,1,32.2,11.8,0,1,23.6,0,0,1,0,3
1,1,12.2,66.9,1,0,22.9,1,0,0,0,0
1,1,12.7,61.9,1,1,16.2,0,0,1,1,2
0,1,31.8,56.6,1,0,19.0,1,1,0,1,0
1,1,21.9,10.9,1,0,19.7,0,0,0,0,0
0,1,19.8,11.8,0,1,21.7,1,0,1,0,3
1,1,24.3,49.8,1,0,21.1,0,1,1,1,0
0,1,11.5,9.5,1,1,21.4,1,1,0,0,2
0,0,26.1,9.9,0,0,22.1,0,1,1,0,2
1,0,33.6,30.0,0,0,23.6,0,0,0,0,2
1,0,26.9,2.4,1,1,20.4,1,1,0,1,2
1,0,21.6,52.5,1,0,23.2,1,0,0,0,0
0,0,34.0,39.8,1,0,22.5,0,0,0,0,0
1,0,27.2,7.5,0,0,18.7,0,0,1,0,2
1,1,11.4,40.1,1,0,22.5,0,0,1,0,0
1,0,26.8,5.8,0,0,16.9,0,0,0,0,2
0,1,11.5,6.9,0,0,17.3,1,0,1,1,2
1,1,17.7,36.0,0,0,23.9,0,1,1,1,2
1,1,25.4,37.0,0,0,19.4,0,1,0,0,2
0,1,15.4,25.7,0,0,19.7,0,1,1,0,2
0,0,11.0,45.5,1,0,23.6,0,0,0,1,0
1,1,25.4,29.1,1,0,18.9,1,0,1,0,0
1,1,17.1,43.1,1,1,17.9,0,0,1,1,2
0,0,23.3,26.5,1,1,16.6,0,0,1,0,2
0,1,16.5,52.0,0,0,20.2,0,1,1,0,2
1,0,27.2,42.6,0,0,17.6,0,0,1,1,2
0,0,32.4,13.2,1,1,16.5,1,0,0,1,2
0,0,12.2,50.0,1,1,22.5,0,1,0,0,2
1,1,29.7,56.9,0,1,18.6,1,1,0,0,3
1,1,13.9,6.6,0,0,20.6,1,1,0,0,2
0,0,18.2,44.7,0,1,16.8,0,1,0,1,3
1,0,18.9,57.3,1,1,20.0,0,1,0,1,2
1,1,15.2,10.0,0,0,21.1,1,1,1,0,2
1,1,11.9,65.1,0,0,19.6,1,1,1,1,2
1,0,29.2,31.0,0,1,18.7,1,0,1,0,3
0,0,29.8,53.6,0,1,18.5,1,0,1,0,3
1,1,34.9,64.9,1,1,16.9,1,0,0,0,2
0,0,33.4,71.3,0,1,16.9,1,0,1,1,3
1,0,20.9,42.9,0,1,20.0,1,1,1,1,3
1,0,13.3,51.3,0,1,17.1,0,1,0,1,3
1,0,10.3,19.6,1,0,17.8,1,0,1,1,0
0,1,23.3,22.3,1,0,17.3,0,1,1,1,0
1,1,31.5,61.6,0,0,22.4,1,0,1,1,2
0,0,16.7,29.9,1,1,19.6,0,0,0,1,2
0,1,15.0,59.6,0,1,20.4,0,0,0,0,3
1,0,21.0,5.5,1,1,20.7,1,0,0,1,2
1,0,32.3,17.3,0,0,19.2,0,0,0,0,2
0,1,21.3,13.9,0,1,18.4,1,1,1,0,3
1,0,28.1,38.9,0,1,19.1,1,0,0,1,3
1,1,21.6,7.6,0,1,20.3,0,1,0,0,3
0,1,19.3,26.1,1,1,18.9,1,1,0,1,2
1,1,21.0,71.0,1,1,17.1,0,1,1,0,2
0,1,29.2,57.6,1,1,23.3,1,1,1,0,2
0,0,28.9,55.2,0,0,21.9,1,1,1,0,2
0,0,20.8,11.5,1,1,16.5,1,0,1,1,2
1,1,16.7,27.5,0,0,23.2,1,1,0,0,2
1,0,13.5,49.6,1,1,17.4,1,1,0,1,2
0,1,10.0,3.5,1,1,16.8,1,0,1,0,2
0,0,12.8,32.4,1,0,17.4,1,1,1,1,0
