temperatura_armazenamento_c,umidade_relativa_ambiente_pct,tempo_armazenado_dias,bombonas_integra_limpa,lacres_integro,segregacao_de_produtos_quimicos,piso_limpo_seco,PEPS_FEFO_aplicado,lote_identificado,probabilidade
17.4,70.0,316.0,1,0,1,0,0,1,0
33.9,32.0,185.0,0,1,0,0,1,0,3
26.0,58.0,12.0,0,0,0,1,0,1,3
13.8,85.0,116.0,0,0,1,0,0,1,0
16.7,45.0,148.0,1,0,1,0,1,1,0
25.8,81.0,80.0,0,0,0,0,1,1,3
22.2,78.0,309.0,1,1,1,0,1,0,0
19.0,39.0,8.0,1,0,1,0,0,0,0
34.5,79.0,42.0,0,0,0,1,0,0,3
17.9,64.0,145.0,1,1,0,0,0,1,3
10.9,69.0,177.0,0,1,0,0,0,1,3
25.1,90.0,12.0,1,1,1,0,0,1,0
14.9,69.0,11.0,1,0,1,1,1,0,0
20.7,72.0,90.0,0,1,1,0,0,1,0
24.3,45.0,175.0,1,1,1,0,0,1,0
24.2,50.0,210.0,1,1,1,0,1,1,0
26.0,33.0,261.0,0,0,1,0,1,1,0
30.4,63.0,276.0,0,1,0,1,0,1,3
17.8,47.0,262.0,1,0,1,0,1,0,0
29.6,38.0,344.0,0,1,0,0,1,1,3
12.1,52.0,184.0,0,1,0,1,0,1,3
14.0,55.0,108.0,0,1,0,1,1,1,3
23.6,76.0,137.0,0,0,1,1,0,0,0
27.7,52.0,76.0,0,1,0,0,1,1,3
23.1,61.0,40.0,0,1,0,0,1,1,3
30.5,48.0,359.0,1,0,0,0,0,0,3
10.8,84.0,302.0,0,0,1,1,1,0,0
10.7,86.0,277.0,1,1,0,0,0,0,3
28.8,42.0,196.0,0,0,0,1,0,1,3
21.4,56.0,154.0,0,0,0,1,0,1,3
33.5,58.0,334.0,1,0,0,0,0,0,3
31.5,55.0,224.0,0,1,1,0,0,0,0
28.0,58.0,360.0,1,1,0,1,0,0,3
28.3,83.0,305.0,1,0,0,1,1,0,3
28.3,56.0,155.0,0,1,0,0,0,1,3
29.0,62.0,106.0,1,0,0,0,0,0,3
20.3,80.0,157.0,0,1,0,1,1,1,3
20.5,38.0,261.0,1,0,1,1,1,1,0
12.7,70.0,312.0,0,0,0,0,0,0,3
31.1,47.0,302.0,0,1,1,0,1,0,0
17.9,79.0,102.0,1,0,1,1,1,1,0
14.4,38.0,228.0,1,0,1,1,0,1,0
11.9,40.0,31.0,1,0,0,0,1,0,3
25.3,45.0,96.0,0,1,1,1,0,0,0
31.0,64.0,209.0,0,0,1,1,0,1,0
30.3,87.0,326.0,0,1,1,0,1,0,0
18.6,62.0,257.0,0,1,0,0,0,1,3
12.6,53.0,104.0,1,1,1,1,0,1,0
25.4,43.0,76.0,1,1,0,1,1,1,3
23.3,79.0,148.0,1,1,1,1,0,0,0
22.4,41.0,245.0,1,1,1,1,0,1,0
34.1,78.0,166.0,1,1,1,0,0,0,0
25.8,46.0,345.0,0,0,1,1,1,1,0
31.7,58.0,105.0,0,1,0,1,0,1,3
33.7,66.0,333.0,0,0,1,1,0,1,0
23.8,33.0,184.0,1,0,1,0,1,1,0
15.4,71.0,123.0,1,0,0,1,1,0,3
18.2,40.0,289.0,1,0,1,1,1,1,0
25.6,43.0,271.0,0,1,1,0,1,1,0
10.1,87.0,249.0,1,0,1,1,0,1,0
11.6,62.0,230.0,0,1,1,1,0,0,0
34.2,43.0,211.0,1,1,1,1,1,1,0
21.3,75.0,221.0,0,1,0,1,0,0,3
32.3,31.0,261.0,0,0,1,1,0,1,0
17.1,51.0,63.0,1,0,1,1,0,1,0
12.0,63.0,124.0,1,0,0,1,1,0,3
15.3,78.0,63.0,1,1,1,0,1,0,0
15.2,47.0,210.0,0,1,1,1,1,1,0
26.9,54.0,208.0,1,1,0,1,1,0,3
15.6,43.0,17.0,0,1,0,1,1,0,3
19.1,81.0,72.0,1,1,1,1,1,0,0
21.8,87.0,357.0,0,1,1,0,1,0,0
23.6,57.0,248.0,1,0,1,1,0,0,0
24.5,31.0,271.0,1,1,1,0,1,1,0
14.8,82.0,207.0,1,1,0,1,0,1,3
18.7,49.0,169.0,1,1,1,0,1,1,0
33.8,54.0,260.0,0,0,1,0,0,0,0
24.9,76.0,114.0,1,1,1,0,1,1,0
15.4,77.0,69.0,1,1,1,1,1,0,0
23.8,68.0,51.0,0,1,0,0,1,1,3
33.8,35.0,324.0,0,0,1,0,1,1,0
16.8,84.0,59.0,0,1,0,1,0,0,3
20.4,41.0,317.0,0,0,0,1,0,1,3
22.6,69.0,22.0,0,0,1,1,1,1,0
13.0,83.0,159.0,0,0,1,1,1,0,0
12.3,64.0,74.0,0,1,1,1,0,0,0
19.1,59.0,11.0,1,0,1,0,1,0,0
32.1,70.0,269.0,1,1,1,1,0,0,0
13.8,65.0,110.0,0,1,0,0,1,1,3
20.7,32.0,230.0,1,0,1,0,0,1,0
13.3,71.0,118.0,1,0,1,0,1,1,0
10.8,30.0,52.0,1,1,0,1,0,1,3
14.7,45.0,267.0,0,0,0,1,0,0,3
19.5,52.0,94.0,1,1,0,1,1,0,3
29.8,71.0,44.0,1,0,0,0,0,1,3
34.7,52.0,238.0,1,0,0,0,0,0,3
14.8,53.0,177.0,0,0,1,1,1,1,0
21.9,86.0,111.0,1,0,1,1,0,0,0
21.9,48.0,252.0,1,1,1,0,1,1,0
33.1,87.0,12.0,1,1,0,1,0,1,3
14.3,78.0,343.0,0,1,0,0,0,1,3
19.8,58.0,40.0,1,1,0,1,1,0,3
20.2,82.0,51.0,1,0,1,0,1,1,0
17.3,51.0,156.0,0,1,0,1,1,0,3
29.9,32.0,120.0,0,0,0,0,0,0,3
13.7,52.0,305.0,0,1,1,0,1,1,0
19.4,46.0,102.0,0,1,0,0,1,0,3
27.5,68.0,2.0,1,0,0,0,1,1,3
30.0,72.0,224.0,1,1,0,1,0,0,3
13.2,89.0,172.0,1,1,0,1,0,0,3
22.7,42.0,342.0,1,1,0,1,1,0,3
17.1,47.0,156.0,0,1,0,1,1,1,3
13.9,74.0,353.0,1,1,1,1,1,0,0
26.0,81.0,15.0,0,1,0,0,1,0,3
18.4,52.0,91.0,0,1,1,1,0,0,0
34.0,50.0,173.0,0,0,1,1,1,0,0
24.8,63.0,95.0,1,1,1,1,1,0,0
10.3,32.0,336.0,0,0,0,1,1,0,3
28.8,69.0,154.0,0,0,0,0,0,0,3
16.5,53.0,231.0,0,1,1,0,0,1,0
13.9,40.0,267.0,1,0,0,0,0,0,3
12.5,51.0,57.0,0,0,1,0,0,1,0
23.5,45.0,78.0,0,0,1,1,0,0,0
29.6,62.0,301.0,1,1,1,0,1,1,0
18.6,61.0,148.0,0,0,1,0,0,1,0
16.7,41.0,100.0,1,1,1,1,1,0,0
14.2,48.0,226.0,1,1,1,1,1,1,0
16.6,66.0,95.0,1,0,1,0,0,1,0
30.1,41.0,360.0,0,0,1,0,0,0,0
13.1,36.0,280.0,0,1,1,1,1,1,0
24.6,72.0,74.0,1,1,0,1,0,1,3
11.2,64.0,214.0,1,0,1,0,1,0,0
12.7,46.0,275.0,1,0,1,0,0,0,0
31.6,56.0,352.0,0,0,0,1,0,0,3
18.7,82.0,18.0,1,1,0,1,0,0,3
17.8,82.0,342.0,0,0,1,1,1,0,0
31.0,46.0,318.0,1,0,1,0,0,0,0
28.6,35.0,205.0,1,0,0,1,0,1,3
12.6,66.0,103.0,1,1,1,1,1,0,0
16.1,85.0,194.0,1,1,0,0,0,1,3
32.2,68.0,248.0,1,0,1,0,0,0,0
19.2,53.0,311.0,0,1,0,0,1,1,3
22.1,35.0,268.0,0,1,0,0,0,1,3
12.1,51.0,125.0,0,1,1,1,0,0,0
23.5,62.0,319.0,0,0,0,1,1,1,3
28.2,71.0,72.0,0,0,1,1,1,0,0
33.8,63.0,129.0,0,1,1,0,0,0,0
28.5,44.0,59.0,0,1,0,1,1,0,3
17.6,85.0,213.0,0,0,1,0,1,0,0
26.9,87.0,17.0,0,0,0,1,0,1,3
25.0,52.0,36.0,1,1,0,0,1,0,3
23.8,81.0,6.0,1,0,0,1,1,0,3
15.8,42.0,88.0,1,0,0,0,0,1,3
17.1,56.0,52.0,0,1,1,0,1,1,0
21.9,64.0,38.0,0,0,0,0,0,0,3
17.9,33.0,329.0,1,1,0,1,1,0,3
23.1,80.0,230.0,1,1,0,0,1,0,3
22.0,68.0,312.0,1,0,0,1,0,0,3
27.2,75.0,202.0,0,0,0,1,0,1,3
16.8,88.0,210.0,1,1,1,0,0,0,0
31.1,64.0,180.0,1,1,1,1,0,0,0
30.8,72.0,349.0,0,0,1,1,0,0,0
28.8,39.0,161.0,1,0,1,0,1,0,0
22.9,34.0,322.0,1,1,1,1,1,0,0
17.5,43.0,35.0,1,1,0,1,1,0,3
28.1,60.0,333.0,0,0,1,0,1,0,0
17.2,86.0,19.0,0,1,0,1,1,1,3
18.7,44.0,142.0,1,1,0,1,0,0,3
18.1,59.0,324.0,0,0,1,0,1,0,0
20.3,40.0,167.0,1,1,0,1,1,0,3
12.2,83.0,316.0,1,0,0,1,0,0,3
11.3,89.0,49.0,1,1,1,0,0,0,0
26.5,74.0,32.0,0,1,0,0,1,1,3
33.1,68.0,346.0,1,0,0,0,0,1,3
32.6,76.0,365.0,1,1,1,1,0,0,0
33.8,82.0,173.0,0,1,0,1,0,1,3
20.2,65.0,72.0,0,1,0,0,1,0,3
32.4,88.0,249.0,0,1,1,0,0,0,0
34.7,72.0,204.0,0,0,0,1,0,0,3
17.7,66.0,59.0,0,1,1,1,0,1,0
20.1,86.0,191.0,1,0,0,1,0,0,3
23.6,81.0,356.0,1,0,0,1,1,1,3
30.1,84.0,95.0,0,1,1,1,1,0,0
17.4,65.0,220.0,0,1,0,1,1,0,3
14.9,78.0,81.0,0,0,1,0,0,0,0
30.7,51.0,216.0,0,0,0,0,1,1,3
28.5,43.0,79.0,1,0,1,1,1,0,0
24.3,51.0,363.0,0,1,0,0,1,0,3
22.6,66.0,13.0,1,0,0,0,0,1,3
13.5,75.0,82.0,1,0,0,0,0,0,3
21.7,42.0,249.0,0,1,1,1,0,1,0
25.5,32.0,92.0,0,1,1,1,0,0,0
26.8,54.0,182.0,0,0,0,0,1,0,3
30.5,49.0,192.0,0,0,0,0,0,1,3
19.6,70.0,217.0,1,0,1,1,1,0,0
24.5,70.0,320.0,1,0,0,0,0,0,3
10.9,67.0,336.0,0,0,0,1,1,0,3
28.9,82.0,92.0,1,0,0,0,1,0,3
19.5,31.0,269.0,1,0,1,0,1,0,0
24.5,67.0,10.0,0,1,1,1,1,1,0
15.8,60.0,186.0,1,0,0,1,0,0,3
21.2,72.0,51.0,1,0,1,1,0,1,0
30.1,89.0,203.0,0,0,0,0,1,0,3
30.0,70.0,233.0,1,1,0,0,0,1,3
31.7,76.0,54.0,1,1,0,0,0,1,3
22.9,90.0,31.0,1,1,0,0,1,1,3
28.7,60.0,222.0,0,1,1,0,1,0,0
31.9,38.0,35.0,0,0,0,1,1,0,3
28.5,46.0,166.0,1,0,0,0,0,0,3
18.9,45.0,324.0,0,0,0,0,0,0,3
13.2,31.0,314.0,1,1,0,1,0,0,3
23.6,74.0,263.0,0,1,0,0,1,0,3
14.4,71.0,121.0,0,1,0,1,1,0,3
32.5,53.0,328.0,1,0,1,0,1,0,0
22.9,43.0,248.0,0,0,0,0,1,0,3
34.9,45.0,193.0,0,1,0,1,0,0,3
21.0,83.0,260.0,0,0,1,1,0,1,0
12.0,32.0,89.0,0,1,1,1,0,1,0
20.4,68.0,321.0,1,0,1,0,1,0,0
15.6,65.0,26.0,1,1,1,0,1,0,0
10.0,56.0,252.0,1,1,1,1,0,1,0
14.5,42.0,262.0,0,0,0,1,1,1,3
23.4,65.0,359.0,0,0,1,1,0,0,0
20.9,64.0,336.0,0,1,0,0,0,0,3
17.6,57.0,66.0,1,0,1,1,0,1,0
11.4,74.0,214.0,1,1,1,0,1,1,0
12.3,75.0,86.0,1,0,1,1,1,0,0
17.4,69.0,326.0,0,1,1,1,1,1,0
25.0,55.0,186.0,0,1,1,0,1,0,0
34.7,84.0,44.0,1,1,0,1,1,1,3
11.6,76.0,345.0,1,1,1,1,0,1,0
25.4,90.0,95.0,0,0,1,0,0,0,0
19.7,42.0,202.0,0,1,0,1,1,0,3
11.6,64.0,164.0,0,0,1,1,0,0,0
19.2,58.0,345.0,0,1,1,0,0,1,0
26.8,43.0,131.0,0,1,0,1,0,1,3
34.2,36.0,72.0,1,1,1,0,0,0,0
12.3,64.0,36.0,1,1,0,0,0,0,3
21.4,63.0,265.0,1,1,1,0,1,0,0
23.4,87.0,276.0,1,1,0,1,0,0,3
13.7,51.0,343.0,0,1,0,1,1,0,3
15.2,47.0,325.0,0,1,1,0,0,1,0
26.4,55.0,163.0,0,0,1,1,0,0,0
30.8,55.0,125.0,0,1,1,1,1,1,0
14.7,56.0,20.0,1,1,0,0,1,0,3
28.4,83.0,56.0,0,0,0,0,0,0,3
11.7,81.0,222.0,1,0,1,0,1,0,0
17.9,74.0,179.0,0,1,1,1,1,1,0
23.6,74.0,347.0,0,0,1,0,0,0,0
21.1,44.0,83.0,0,1,1,1,0,0,0
28.6,40.0,138.0,1,0,0,1,0,1,3
22.8,55.0,226.0,0,0,1,0,1,0,0
28.1,35.0,318.0,0,0,1,1,0,1,0
29.7,69.0,260.0,1,0,1,1,0,1,0
26.7,37.0,190.0,1,1,0,1,0,0,3
31.4,89.0,269.0,0,1,1,0,0,0,0
19.6,71.0,306.0,0,0,0,0,0,1,3
22.5,60.0,296.0,1,1,1,1,0,1,0
14.1,77.0,331.0,0,0,0,0,1,1,3
12.2,42.0,239.0,0,1,1,1,0,1,0
23.1,38.0,105.0,0,1,0,1,0,0,3
12.4,36.0,219.0,0,0,1,0,0,0,0
19.3,57.0,18.0,0,0,0,0,1,1,3
34.2,40.0,47.0,0,1,0,0,1,0,3
29.0,49.0,355.0,1,1,1,0,1,1,0
24.0,89.0,145.0,1,1,0,0,0,1,3
31.4,69.0,57.0,1,0,0,1,1,1,3
14.9,62.0,224.0,0,0,0,0,0,1,3
10.7,73.0,325.0,1,0,1,0,0,0,0
15.5,71.0,234.0,1,0,1,1,1,0,0
20.1,32.0,360.0,0,1,1,0,0,0,0
33.1,33.0,341.0,0,0,0,1,1,0,3
22.1,86.0,61.0,0,0,1,1,0,1,0
15.3,74.0,130.0,0,0,1,1,1,0,0
19.2,90.0,289.0,1,0,0,0,1,1,3
34.3,88.0,30.0,1,0,1,1,0,1,0
20.8,42.0,321.0,1,0,1,1,0,1,0
26.1,78.0,294.0,0,1,1,0,0,0,0
33.6,43.0,86.0,1,0,1,1,0,1,0
34.5,83.0,281.0,0,1,0,0,0,0,3
19.8,35.0,27.0,0,0,1,0,1,0,0
21.9,38.0,50.0,1,1,1,0,0,1,0
17.4,79.0,224.0,0,0,1,1,0,1,0
27.8,64.0,265.0,1,1,1,1,1,0,0
23.6,30.0,260.0,0,1,1,0,1,1,0
13.2,79.0,71.0,1,0,1,1,0,0,0
11.8,54.0,143.0,1,0,0,1,1,1,3
27.4,35.0,56.0,0,1,1,1,0,0,0
34.7,64.0,213.0,1,0,1,1,1,1,0
21.3,73.0,27.0,1,0,1,0,1,0,0
10.2,57.0,222.0,0,0,1,0,0,1,0
18.3,54.0,185.0,1,0,1,0,0,1,0
21.7,82.0,46.0,1,1,0,1,0,1,3
12.1,47.0,23.0,0,1,0,0,0,1,3
23.7,43.0,254.0,1,1,1,0,0,0,0
28.7,47.0,224.0,1,0,1,1,0,0,0
34.8,66.0,306.0,1,0,0,1,1,0,3
22.9,76.0,361.0,1,1,1,0,1,1,0
21.3,59.0,210.0,1,0,1,1,0,0,0
20.9,41.0,119.0,1,0,0,0,0,0,3
31.0,89.0,346.0,0,1,1,1,0,1,0
32.8,72.0,349.0,0,1,1,1,0,1,0
34.4,85.0,333.0,0,1,0,1,0,0,3
19.0,82.0,264.0,0,0,1,0,1,1,0
13.9,44.0,101.0,0,0,0,1,0,1,3
17.9,47.0,315.0,0,1,1,1,0,0,0
13.0,51.0,231.0,1,0,0,0,0,0,3
28.9,88.0,20.0,1,1,1,1,0,1,0
16.9,74.0,21.0,1,1,0,1,1,0,3
18.1,77.0,348.0,0,1,0,1,0,0,3
32.4,56.0,48.0,0,1,0,0,0,0,3
17.1,76.0,25.0,1,1,0,1,1,0,3
16.0,43.0,244.0,1,0,1,1,0,0,0
33.8,72.0,265.0,1,1,0,1,1,1,3
23.9,68.0,33.0,0,0,1,0,0,1,0
26.6,73.0,335.0,1,0,1,1,1,0,0
32.5,38.0,337.0,1,1,0,0,1,1,3
13.6,79.0,24.0,1,1,0,0,1,1,3
23.0,83.0,344.0,1,0,1,0,0,0,0
12.2,57.0,155.0,1,1,0,0,1,1,3
16.1,42.0,255.0,1,0,0,1,1,1,3
24.8,71.0,270.0,0,0,1,1,0,1,0
18.6,71.0,338.0,0,1,0,1,1,1,3
28.9,60.0,303.0,0,0,0,0,1,1,3
20.9,78.0,164.0,1,0,0,0,0,0,3
32.1,31.0,364.0,1,0,0,0,0,0,3
31.8,72.0,278.0,1,1,1,1,1,1,0
25.2,78.0,143.0,1,0,0,0,0,1,3
17.3,39.0,142.0,1,1,0,0,0,1,3
23.4,82.0,356.0,0,1,1,0,1,0,0
10.0,51.0,58.0,0,1,0,1,0,0,3
31.3,62.0,295.0,0,0,0,1,1,1,3
23.5,38.0,68.0,1,0,0,0,0,1,3
32.8,76.0,279.0,1,0,0,1,0,1,3
26.3,47.0,133.0,0,0,0,0,0,0,3
21.8,42.0,120.0,1,1,0,1,1,0,3
34.7,76.0,239.0,1,0,0,0,1,1,3
25.1,65.0,228.0,1,0,0,1,0,1,3
31.2,45.0,280.0,0,0,1,0,0,1,0
24.0,31.0,77.0,1,1,1,1,0,1,0
27.3,73.0,115.0,1,0,1,0,0,0,0
17.8,37.0,143.0,0,1,0,1,1,1,3
12.5,87.0,143.0,0,0,1,0,0,1,0
26.2,63.0,132.0,1,1,1,0,0,1,0
31.2,68.0,353.0,0,0,1,1,0,0,0
14.2,30.0,92.0,1,0,0,0,0,1,3
20.6,56.0,50.0,0,0,0,0,0,0,3
19.3,78.0,307.0,0,0,0,1,1,0,3
30.1,42.0,10.0,1,1,0,0,0,0,3
23.3,38.0,283.0,1,0,1,0,1,0,0
30.0,66.0,211.0,1,1,1,0,1,1,0
23.2,41.0,329.0,1,1,1,0,0,1,0
23.8,64.0,103.0,1,1,1,1,0,0,0
27.7,56.0,250.0,1,0,0,0,0,1,3
30.5,46.0,315.0,0,1,0,1,1,0,3
30.6,81.0,51.0,0,1,1,1,0,1,0
14.3,67.0,310.0,0,0,0,1,0,1,3
28.2,55.0,150.0,1,1,0,1,0,0,3
18.1,63.0,26.0,1,1,0,1,1,0,3
26.4,79.0,25.0,0,1,0,0,1,0,3
10.0,43.0,31.0,1,0,1,1,1,1,0
29.7,61.0,87.0,0,0,1,0,0,1,0
15.6,50.0,179.0,0,1,1,1,0,1,0
10.4,57.0,289.0,1,1,0,0,1,0,3
32.5,67.0,152.0,0,0,1,1,1,0,0
11.2,35.0,320.0,1,1,0,1,1,1,3
24.7,75.0,160.0,0,1,1,1,0,0,0
18.1,57.0,121.0,0,1,0,0,1,1,3
22.8,74.0,70.0,1,0,0,1,0,1,3
25.6,34.0,195.0,1,0,1,0,1,0,0
23.7,70.0,226.0,0,0,1,1,1,1,0
23.4,79.0,21.0,0,1,1,1,0,0,0
33.4,78.0,113.0,0,0,1,0,1,0,0
26.6,70.0,337.0,1,1,1,1,0,1,0
16.2,56.0,332.0,0,0,0,1,0,1,3
33.6,69.0,159.0,0,1,0,1,0,1,3
11.3,84.0,188.0,1,1,1,0,1,1,0
33.8,63.0,127.0,1,0,1,0,0,1,0
15.8,32.0,171.0,1,0,0,1,0,1,3
19.2,78.0,22.0,1,0,0,0,0,0,3
34.2,76.0,317.0,0,1,0,0,1,1,3
31.1,63.0,284.0,1,1,1,0,1,0,0
15.0,75.0,45.0,1,1,1,0,0,0,0
13.3,53.0,2.0,1,0,1,1,0,0,0
18.7,60.0,183.0,1,0,1,1,0,1,0
33.2,84.0,336.0,0,1,1,0,0,1,0
19.3,84.0,252.0,0,0,1,1,0,1,0
31.2,73.0,50.0,0,0,0,1,0,0,3
32.1,52.0,279.0,0,0,1,1,0,1,0
34.2,81.0,221.0,1,1,1,1,0,1,0
31.3,82.0,56.0,1,0,0,1,1,0,3
10.7,43.0,68.0,1,0,1,0,1,0,0
28.2,87.0,219.0,0,0,1,1,1,0,0
31.1,61.0,294.0,0,0,1,0,1,1,0
30.4,79.0,35.0,0,1,0,0,0,1,3
18.0,54.0,306.0,0,1,1,1,0,1,0
20.7,36.0,297.0,0,0,0,1,0,0,3
13.6,51.0,356.0,1,1,1,0,0,1,0
21.4,39.0,95.0,1,0,0,0,1,1,3
16.6,86.0,235.0,1,0,1,0,1,1,0
16.8,85.0,332.0,1,0,1,0,1,0,0
28.9,81.0,249.0,0,1,1,0,1,0,0
20.1,65.0,83.0,1,1,0,1,1,0,3
21.8,38.0,101.0,0,0,0,1,0,1,3
31.0,55.0,353.0,1,0,0,1,0,1,3
20.9,87.0,24.0,0,0,1,0,1,1,0
22.2,59.0,210.0,1,1,0,1,1,0,3
34.7,71.0,235.0,0,1,1,0,0,1,0
32.8,76.0,166.0,0,0,1,0,0,1,0
22.3,43.0,211.0,0,1,1,0,1,0,0
26.2,85.0,192.0,0,1,1,0,1,1,0
20.8,49.0,154.0,0,1,0,1,1,1,3
25.9,63.0,239.0,1,0,0,0,1,1,3
17.1,66.0,289.0,0,0,1,1,1,0,0
11.6,90.0,15.0,0,1,0,1,0,1,3
24.0,75.0,305.0,1,0,0,0,0,0,3
17.5,66.0,330.0,0,0,1,1,1,0,0
34.5,41.0,212.0,0,1,0,0,0,1,3
30.7,59.0,275.0,1,0,1,1,0,0,0
18.1,32.0,177.0,1,0,0,0,1,1,3
29.9,59.0,134.0,0,1,1,1,1,1,0
18.7,69.0,328.0,0,0,1,1,0,0,0
28.5,66.0,155.0,1,0,1,1,1,0,0
19.2,85.0,191.0,0,1,1,0,1,1,0
32.3,86.0,139.0,0,1,0,1,1,1,3
17.3,78.0,277.0,1,1,1,0,1,1,0
30.4,80.0,159.0,1,1,0,0,1,1,3
31.9,57.0,244.0,1,1,0,1,0,0,3
21.6,70.0,21.0,1,1,1,0,0,0,0
19.4,46.0,28.0,1,0,0,0,1,0,3
13.0,47.0,251.0,1,0,0,1,1,0,3
14.8,65.0,268.0,1,0,0,0,0,1,3
15.1,63.0,262.0,1,1,1,0,1,1,0
10.2,70.0,339.0,0,1,1,0,0,0,0
33.3,39.0,364.0,0,0,0,0,1,1,3
10.0,71.0,2.0,1,0,0,1,0,1,3
17.6,73.0,165.0,0,1,1,1,0,0,0
18.4,80.0,125.0,1,1,1,1,0,0,0
19.9,38.0,122.0,1,0,1,1,0,0,0
10.0,46.0,271.0,1,0,1,0,0,0,0
19.0,70.0,320.0,1,1,0,1,0,1,3
26.4,53.0,332.0,1,0,0,1,1,1,3
25.1,67.0,211.0,0,0,0,1,0,0,3
15.0,48.0,105.0,0,1,1,1,0,0,0
17.6,60.0,364.0,1,0,0,1,1,0,3
29.3,54.0,327.0,1,1,0,1,0,0,3
24.3,68.0,353.0,1,1,1,1,1,0,0
32.1,32.0,214.0,0,1,0,0,0,1,3
20.5,31.0,116.0,0,1,0,1,1,1,3
14.5,72.0,173.0,0,1,0,0,1,1,3
11.1,48.0,159.0,0,1,1,1,1,1,0
17.0,67.0,160.0,1,0,0,1,0,1,3
28.2,55.0,208.0,0,0,1,0,0,1,0
15.4,75.0,200.0,0,0,1,0,0,1,0
13.4,42.0,321.0,0,1,0,1,1,1,3
12.7,72.0,128.0,0,1,0,1,1,0,3
27.5,72.0,118.0,1,1,0,0,0,1,3
34.3,52.0,244.0,1,1,1,1,1,0,0
33.4,68.0,286.0,0,0,1,0,0,0,0
15.0,76.0,274.0,1,0,1,0,1,0,0
30.9,38.0,113.0,0,0,1,0,0,1,0
19.3,90.0,282.0,0,0,1,1,1,0,0
14.3,68.0,211.0,1,1,1,0,0,1,0
26.8,65.0,279.0,1,0,1,0,1,0,0
23.0,55.0,225.0,0,1,1,0,1,1,0
30.1,31.0,302.0,1,1,1,1,0,1,0
31.2,44.0,358.0,0,0,0,1,1,0,3
16.6,78.0,97.0,0,1,0,1,0,0,3
32.7,85.0,356.0,1,1,0,0,1,0,3
27.2,31.0,75.0,0,1,0,1,0,1,3
16.5,81.0,94.0,0,1,1,1,1,0,0
18.3,80.0,81.0,0,0,1,0,1,0,0
21.4,85.0,197.0,0,1,1,1,0,0,0
20.5,82.0,270.0,1,1,0,0,1,1,3
12.4,42.0,238.0,1,1,1,1,0,1,0
31.7,69.0,88.0,1,1,1,1,1,0,0
25.3,75.0,142.0,0,0,1,1,1,1,0
12.6,52.0,274.0,1,1,0,1,1,0,3
31.4,41.0,334.0,1,0,0,1,0,0,3
31.6,61.0,277.0,0,0,1,1,0,0,0
18.4,55.0,212.0,0,1,0,1,1,0,3
32.5,76.0,304.0,1,0,1,1,0,1,0
31.2,39.0,238.0,1,0,0,1,1,1,3
34.7,62.0,62.0,1,0,1,0,0,1,0
11.0,83.0,310.0,1,1,0,0,1,1,3
33.7,38.0,113.0,1,1,0,0,0,1,3
30.3,57.0,144.0,0,0,0,0,1,0,3
26.6,42.0,311.0,1,1,0,0,1,0,3
28.2,66.0,276.0,0,1,0,1,0,0,3
10.9,88.0,95.0,0,1,0,1,1,1,3
33.6,49.0,210.0,1,0,0,0,0,0,3
28.4,87.0,278.0,1,0,1,0,0,1,0
11.7,67.0,244.0,0,0,0,0,1,1,3
25.1,45.0,267.0,1,1,1,1,1,1,0
26.8,60.0,96.0,1,0,0,1,1,0,3
10.6,71.0,87.0,0,1,1,1,0,0,0
24.6,53.0,356.0,1,0,0,1,1,0,3
12.1,82.0,156.0,1,1,0,0,1,1,3
23.7,30.0,50.0,1,1,0,1,1,0,3
34.4,39.0,210.0,0,1,1,1,0,0,0
22.9,82.0,246.0,1,1,1,1,0,1,0
16.1,79.0,291.0,0,0,1,1,0,1,0
30.3,34.0,166.0,1,0,1,0,1,1,0
26.6,80.0,57.0,1,0,0,0,1,0,3
10.1,60.0,279.0,0,1,1,1,1,1,0
26.6,73.0,42.0,1,1,0,0,1,1,3
19.8,56.0,36.0,1,1,0,0,0,0,3
19.2,78.0,272.0,1,1,0,1,0,0,3
15.4,77.0,298.0,0,0,1,1,0,0,0
22.8,77.0,222.0,0,0,1,0,0,0,0
30.7,51.0,290.0,1,1,0,1,1,0,3
20.8,57.0,150.0,0,0,1,0,0,1,0
15.8,32.0,354.0,0,0,0,1,0,1,3
26.7,57.0,352.0,0,0,1,0,0,0,0
12.9,76.0,354.0,1,1,0,0,0,0,3
17.7,45.0,331.0,0,1,1,0,1,0,0
12.8,87.0,39.0,0,1,1,1,0,0,0
14.0,83.0,284.0,1,0,0,1,0,0,3
25.9,44.0,200.0,0,0,1,1,0,0,0
11.7,63.0,186.0,1,0,0,0,0,1,3
21.9,85.0,160.0,0,1,1,0,0,0,0
20.7,41.0,12.0,1,1,0,0,1,1,3
13.1,71.0,296.0,1,1,1,1,1,0,0
14.2,81.0,191.0,0,0,0,0,0,0,3
22.4,43.0,150.0,0,0,1,0,1,1,0
32.9,34.0,45.0,0,0,1,1,1,1,0
16.0,88.0,138.0,1,0,1,1,0,1,0
12.7,58.0,334.0,1,1,0,1,1,1,3
10.3,38.0,128.0,0,1,1,0,1,1,0
10.1,82.0,71.0,1,0,0,1,1,1,3
30.7,50.0,104.0,1,1,1,0,1,0,0
28.3,70.0,299.0,0,1,1,0,0,1,0
24.6,55.0,277.0,1,1,1,0,0,0,0
26.9,66.0,257.0,1,1,0,1,1,1,3
