velocidade_centrifuga_rpm,tempo_centrifugacao_min,limpeza_equipamento_pre_turno,lubrificante_grau_alimentar,vazamento_lubrificante,uso_epi,higiene_das_maos,inspecao_fragmentos_cera_pos_centrifuga,lote_identificado,probabilidade
380.0,9.1,1,1,1,2,1,1,1,0
239.0,15.2,0,0,0,1,1,1,0,2
349.0,14.7,1,0,0,0,1,1,1,1
461.0,4.0,1,1,0,1,0,1,0,2
603.0,3.0,0,1,0,2,0,1,0,2
700.0,5.4,1,1,1,1,0,1,0,2
233.0,10.1,1,0,1,1,0,0,1,2
348.0,12.4,1,0,0,2,1,0,0,0
281.0,10.3,0,0,1,2,1,1,0,1
409.0,16.6,0,1,0,0,1,0,1,2
306.0,11.1,0,0,1,0,0,1,1,3
341.0,15.3,0,1,0,2,1,0,0,2
750.0,19.8,0,1,0,1,1,1,1,2
585.0,13.8,0,0,1,2,0,0,0,3
720.0,13.1,1,0,0,2,1,0,1,0
526.0,15.8,1,1,1,0,0,0,0,2
692.0,11.1,1,1,0,2,1,0,0,0
410.0,18.5,0,0,1,0,0,1,0,3
347.0,13.4,0,0,1,2,1,1,0,1
529.0,18.2,1,0,0,2,0,1,1,2
765.0,10.8,0,0,0,1,1,1,1,2
701.0,6.1,1,1,1,0,0,1,0,2
346.0,17.2,0,1,1,2,1,0,0,2
773.0,5.2,0,1,0,1,0,1,0,3
515.0,19.3,1,1,1,1,1,0,0,1
453.0,18.5,1,1,0,1,1,0,0,1
373.0,8.9,0,1,1,0,0,0,0,3
576.0,17.5,0,1,0,1,0,1,0,3
547.0,18.4,1,0,0,1,1,0,0,1
695.0,8.8,0,0,1,1,0,1,0,3
749.0,18.0,1,0,1,2,1,1,0,1
648.0,14.1,0,1,1,1,0,0,1,3
311.0,7.7,0,0,1,1,1,0,0,2
279.0,10.3,1,0,0,2,1,0,1,0
522.0,18.5,1,0,1,1,1,1,0,1
292.0,13.5,0,0,0,2,1,0,0,1
570.0,13.7,1,1,1,2,1,0,1,0
297.0,15.1,0,0,0,0,0,1,0,3
339.0,15.4,0,1,1,0,0,0,1,3
250.0,8.1,1,1,0,0,1,0,1,1
702.0,17.3,1,0,0,0,1,0,0,1
554.0,12.6,1,1,1,2,1,0,1,0
408.0,19.5,1,1,0,1,0,0,1,2
438.0,12.0,0,1,1,0,0,0,1,3
281.0,5.5,0,0,1,1,0,1,1,3
709.0,3.2,0,0,0,0,1,0,0,2
383.0,14.4,0,0,0,1,0,1,0,3
243.0,12.1,0,1,1,2,1,1,0,1
415.0,17.6,1,0,1,1,1,1,1,1
346.0,17.3,0,0,1,2,0,1,1,3
445.0,8.8,0,1,1,1,1,0,1,2
716.0,19.9,0,1,1,2,0,1,0,3
647.0,17.3,0,1,1,2,1,0,0,2
346.0,3.3,0,0,0,1,0,1,1,3
393.0,8.1,1,1,0,1,1,1,0,0
460.0,13.7,0,0,1,1,0,1,1,3
297.0,2.8,0,0,1,2,1,1,1,1
371.0,7.2,0,0,1,1,1,1,0,2
385.0,11.9,1,1,0,2,0,1,0,1
313.0,19.2,1,0,0,1,1,0,1,1
364.0,17.6,0,0,0,1,1,0,1,2
455.0,2.6,0,0,1,1,0,0,1,3
709.0,16.3,0,1,1,0,1,0,0,2
608.0,4.7,0,0,1,1,0,0,0,3
240.0,18.6,1,1,0,2,1,0,0,1
505.0,14.0,1,1,0,0,1,0,1,1
341.0,4.6,0,0,1,1,0,0,1,3
201.0,19.7,0,0,1,1,1,0,1,2
539.0,3.9,0,0,0,1,0,0,1,3
319.0,5.6,0,0,0,2,1,0,0,1
588.0,3.4,0,0,1,2,0,0,1,2
356.0,8.7,1,1,0,0,0,0,0,2
345.0,5.1,0,0,1,2,0,1,1,2
554.0,19.9,1,1,1,0,0,0,1,2
554.0,11.6,1,0,0,0,1,1,1,1
709.0,16.0,0,1,0,1,1,0,1,2
319.0,7.4,0,0,0,0,1,1,0,2
792.0,6.7,0,0,1,0,1,0,1,2
422.0,10.9,1,0,0,2,1,0,1,0
782.0,16.0,1,1,0,2,0,1,0,2
293.0,13.3,1,0,1,1,1,1,1,1
772.0,10.6,0,0,1,0,0,1,0,3
778.0,4.6,1,1,0,0,1,0,1,1
374.0,10.9,0,1,0,2,0,1,1,2
322.0,13.5,1,1,1,0,1,1,1,1
562.0,3.2,0,1,0,1,0,0,1,3
282.0,13.3,0,1,1,0,0,0,1,3
377.0,19.3,1,0,1,1,1,1,0,1
790.0,5.7,1,1,1,0,1,0,0,1
659.0,6.1,1,0,0,0,1,1,1,1
678.0,10.0,1,0,1,2,0,1,0,1
724.0,14.9,0,0,0,0,1,1,1,2
614.0,10.7,1,0,1,2,1,1,1,0
630.0,4.7,0,0,0,1,1,1,0,2
640.0,15.1,0,0,0,2,0,0,0,3
435.0,11.5,1,0,0,0,1,0,1,1
260.0,15.8,1,1,1,1,0,1,0,2
566.0,6.7,1,1,1,1,1,0,1,0
680.0,19.7,1,1,1,2,1,1,0,1
341.0,4.9,0,1,1,0,0,0,0,3
309.0,19.4,0,1,1,1,1,0,0,2
774.0,3.6,0,0,1,2,1,1,0,1
283.0,6.7,0,0,1,0,0,0,0,3
529.0,4.5,0,0,1,0,1,0,1,2
645.0,16.8,1,0,1,1,1,0,0,1
257.0,14.5,1,1,1,2,1,1,0,0
536.0,11.2,0,0,1,1,0,1,0,3
608.0,18.9,0,0,0,2,1,1,1,2
226.0,5.2,0,0,1,0,0,0,1,3
452.0,8.5,1,1,0,2,1,1,1,0
485.0,2.2,1,0,1,2,0,0,1,1
534.0,9.6,1,1,1,0,1,0,0,1
224.0,2.9,0,1,1,0,1,1,0,2
736.0,5.9,0,1,1,2,1,1,0,1
716.0,5.5,1,1,1,2,1,1,0,0
712.0,12.2,1,0,0,2,0,1,1,1
512.0,7.2,1,0,0,0,1,0,0,1
673.0,3.5,0,1,0,1,1,0,0,2
681.0,14.1,1,1,1,1,0,1,1,2
778.0,5.0,1,1,1,2,1,0,0,0
690.0,6.1,1,0,1,2,1,0,1,0
272.0,12.0,1,0,1,1,0,0,1,2
286.0,19.6,1,0,0,2,1,0,0,1
505.0,16.8,0,1,1,1,0,0,0,3
626.0,16.7,0,1,1,0,0,0,1,3
701.0,13.8,0,0,0,1,0,0,0,3
207.0,7.4,1,1,1,1,1,0,0,0
460.0,12.6,1,1,1,1,0,1,1,2
454.0,16.4,0,1,0,1,0,1,0,3
617.0,5.2,0,0,1,1,0,0,1,3
533.0,19.2,1,0,1,0,1,1,1,1
682.0,16.6,1,1,0,2,0,1,0,2
620.0,12.3,0,0,1,2,1,1,0,1
488.0,10.8,1,1,0,2,1,0,1,0
343.0,15.5,0,1,1,1,1,1,1,2
587.0,19.2,0,0,1,2,0,0,1,3
336.0,6.5,1,0,1,1,0,0,0,2
589.0,3.6,1,1,1,2,0,1,1,1
291.0,13.5,0,1,1,0,0,1,1,3
327.0,8.3,1,1,0,0,1,0,0,1
458.0,7.2,0,0,0,1,0,1,1,3
511.0,9.8,0,0,1,0,1,1,0,2
772.0,13.1,0,0,0,1,0,1,1,3
565.0,5.4,1,1,0,1,1,1,1,0
455.0,10.4,1,1,0,1,0,1,1,2
697.0,10.4,0,1,0,1,1,1,1,2
284.0,6.0,1,0,1,2,1,0,1,0
209.0,2.0,1,1,1,0,1,1,0,1
353.0,5.7,0,1,0,0,0,1,1,3
520.0,2.5,0,1,0,2,0,1,0,2
582.0,2.6,1,0,1,1,1,0,0,0
681.0,12.3,1,0,0,2,1,0,0,0
562.0,19.8,1,1,0,0,1,0,0,1
270.0,7.9,1,0,1,0,0,0,1,2
675.0,17.0,1,1,1,1,0,1,0,2
207.0,9.1,0,1,1,1,0,1,1,3
623.0,13.9,0,1,1,2,1,0,1,2
513.0,10.6,1,0,0,0,0,1,0,2
497.0,19.7,0,1,0,1,0,1,0,3
647.0,13.4,0,1,0,0,0,0,1,3
226.0,12.1,1,0,0,2,1,0,1,0
446.0,8.3,1,0,1,1,0,0,0,2
765.0,16.7,0,1,0,2,1,1,1,2
208.0,19.9,1,1,1,1,0,1,1,2
726.0,6.9,1,1,1,2,1,1,0,0
589.0,4.4,1,0,1,2,0,0,1,1
745.0,19.5,1,1,1,2,0,0,1,2
228.0,14.8,1,1,0,0,1,1,0,1
684.0,3.1,0,0,1,2,1,0,1,1
519.0,5.7,0,1,1,0,1,0,1,2
349.0,15.7,0,1,1,0,1,0,0,2
483.0,18.5,1,1,1,0,1,0,0,1
754.0,3.2,1,0,0,2,1,0,1,0
464.0,4.1,1,1,1,2,0,0,1,1
282.0,4.4,1,1,1,1,1,0,0,0
239.0,18.8,1,1,1,2,1,1,1,1
209.0,18.8,1,1,1,2,0,0,0,2
327.0,13.2,0,0,0,1,1,1,0,2
530.0,9.4,1,1,0,1,1,0,0,0
410.0,12.1,1,0,0,1,0,1,1,2
725.0,13.6,0,0,1,0,1,1,0,2
672.0,17.3,0,0,1,1,0,1,1,3
479.0,14.1,1,0,1,2,1,1,0,0
338.0,14.3,1,0,1,1,1,1,1,1
449.0,19.5,1,0,1,2,0,1,1,2
583.0,5.0,0,1,1,0,1,1,1,2
214.0,15.6,1,1,0,2,0,0,1,2
734.0,19.0,0,0,1,0,0,0,0,3
593.0,5.3,0,0,0,2,1,1,0,1
778.0,8.7,0,1,0,2,0,1,0,2
599.0,8.7,0,0,1,2,1,1,0,1
418.0,17.4,0,0,0,0,0,0,1,3
463.0,12.7,0,0,0,2,0,1,1,2
204.0,13.3,0,1,1,0,1,1,1,2
234.0,12.8,0,1,0,1,1,0,0,2
262.0,9.9,0,1,1,0,1,1,1,2
436.0,5.3,0,0,0,0,0,0,1,3
372.0,2.8,0,1,0,2,1,1,1,1
440.0,7.0,1,0,0,2,0,0,0,1
444.0,19.6,0,0,1,1,1,1,1,2
411.0,16.7,0,0,0,1,0,0,0,3
508.0,5.8,1,0,1,1,0,0,1,2
761.0,7.1,1,1,0,1,0,0,0,2
514.0,11.4,0,1,1,2,1,1,1,1
692.0,13.9,1,0,1,1,1,0,1,1
668.0,3.3,1,0,0,2,0,0,1,1
450.0,3.2,0,0,0,2,1,0,1,1
344.0,13.6,0,1,0,0,1,1,0,2
219.0,12.9,0,1,0,0,1,1,1,2
233.0,11.9,0,0,1,1,1,1,1,2
331.0,7.7,0,0,1,0,0,0,0,3
726.0,10.8,1,1,1,2,1,0,1,0
263.0,13.9,1,0,0,0,1,1,1,1
695.0,6.2,1,0,1,1,1,1,0,0
474.0,2.6,1,1,0,2,1,0,0,0
587.0,10.9,1,0,0,1,1,0,0,0
286.0,14.7,0,0,1,1,1,1,0,2
676.0,5.5,1,1,1,2,1,1,1,0
254.0,8.5,0,0,1,1,0,0,0,3
514.0,7.8,1,1,0,2,0,0,0,1
262.0,16.9,1,0,1,1,1,1,0,1
713.0,19.6,1,1,0,1,1,0,1,1
553.0,11.1,1,1,0,2,0,0,0,1
527.0,9.2,1,1,1,0,1,0,0,1
364.0,13.3,0,0,1,1,1,0,1,2
507.0,19.6,1,1,0,0,0,0,0,2
212.0,15.4,0,1,0,2,0,0,0,3
489.0,3.3,0,1,1,1,1,0,1,2
329.0,9.6,1,0,0,1,1,1,1,0
735.0,5.5,0,0,1,0,1,1,1,2
363.0,4.8,1,1,0,1,1,1,1,0
507.0,14.3,1,1,0,1,1,1,0,1
202.0,15.3,0,0,1,0,0,0,1,3
646.0,10.7,1,1,1,0,0,1,0,2
296.0,10.1,1,0,1,1,1,0,1,0
799.0,8.5,0,0,0,2,0,0,0,2
376.0,19.1,0,0,1,1,0,1,1,3
599.0,7.0,1,0,1,2,0,0,0,1
776.0,5.9,1,1,1,1,1,1,0,0
654.0,19.0,0,0,0,1,0,0,1,3
410.0,12.1,1,0,0,1,1,0,0,1
752.0,4.4,1,1,0,2,1,1,1,0
328.0,16.4,0,0,1,0,0,0,1,3
581.0,13.1,0,0,0,2,0,1,0,3
647.0,16.5,0,1,0,2,1,1,0,2
414.0,12.8,0,1,0,1,1,0,0,2
699.0,17.5,1,0,1,0,1,0,0,1
484.0,15.2,1,0,1,1,0,0,1,2
717.0,14.3,0,1,0,2,1,0,0,2
329.0,17.4,0,0,0,1,1,1,0,2
737.0,7.0,0,0,0,2,1,1,1,1
520.0,3.4,0,1,0,2,1,1,1,1
457.0,2.8,0,0,1,0,0,1,1,3
341.0,5.4,1,1,1,0,0,0,1,2
262.0,10.3,0,1,1,1,0,0,1,3
375.0,2.1,0,1,1,0,0,0,0,3
439.0,14.0,0,0,0,2,1,0,0,2
559.0,19.1,1,0,1,1,0,0,1,2
634.0,9.6,1,0,1,1,0,0,1,2
226.0,11.8,1,0,1,2,0,1,0,1
771.0,19.2,1,1,0,0,1,0,1,1
349.0,4.2,1,1,0,0,0,1,0,2
607.0,9.2,1,1,0,1,1,1,0,0
684.0,19.8,1,0,0,0,1,0,0,1
450.0,4.5,0,0,0,1,1,0,0,2
463.0,17.9,0,0,0,0,1,1,0,2
229.0,9.3,0,1,1,0,1,0,1,2
445.0,11.3,1,1,0,1,1,0,0,0
762.0,16.8,1,0,1,0,1,1,0,1
422.0,19.7,0,1,1,1,1,1,0,2
738.0,2.5,1,0,0,1,0,1,1,2
621.0,8.3,1,1,1,2,0,1,1,1
731.0,7.3,0,1,1,2,0,0,0,2
318.0,10.3,1,1,1,0,0,1,1,2
601.0,4.8,1,1,1,2,1,1,1,0
260.0,7.7,1,0,0,2,1,1,1,0
492.0,13.1,1,0,1,2,1,1,1,0
635.0,16.4,1,1,0,1,1,0,1,1
297.0,19.3,0,1,0,1,0,1,0,3
775.0,6.7,0,1,0,0,1,1,0,2
482.0,19.5,1,1,1,0,0,0,0,2
469.0,7.5,0,1,1,2,1,1,1,1
732.0,18.7,1,0,1,2,0,1,1,2
716.0,15.5,0,0,0,2,0,0,0,3
750.0,9.4,1,0,0,2,0,0,1,1
602.0,19.5,0,0,0,1,1,0,1,2
597.0,2.5,1,1,1,0,0,1,0,2
338.0,16.1,1,1,1,2,0,1,1,2
645.0,14.1,0,0,0,1,1,1,0,2
573.0,3.6,1,0,0,1,1,0,0,0
406.0,7.1,1,0,0,1,1,0,1,0
780.0,10.1,0,1,1,2,0,1,0,2
492.0,6.4,0,1,0,1,0,0,1,3
634.0,18.8,1,0,1,2,0,1,1,2
600.0,4.8,0,0,1,1,1,1,1,2
206.0,12.1,1,1,1,0,1,1,1,1
474.0,11.9,0,1,1,2,1,0,1,1
564.0,11.6,1,0,0,0,1,1,1,1
800.0,4.5,1,1,1,0,1,1,1,1
293.0,10.8,0,0,1,2,0,0,0,2
609.0,18.6,1,0,1,2,0,0,1,2
462.0,5.8,0,1,1,0,1,1,0,2
482.0,3.3,0,1,1,0,0,0,0,3
295.0,19.1,0,1,1,0,0,1,0,3
518.0,18.6,0,1,1,1,0,0,1,3
228.0,12.0,0,0,0,1,1,0,0,2
448.0,18.0,1,0,0,1,1,1,1,1
443.0,19.5,1,0,0,0,0,1,1,2
304.0,5.1,0,1,1,2,0,0,1,2
799.0,5.9,0,0,1,0,0,0,0,3
627.0,11.6,0,0,0,1,0,0,1,3
773.0,14.7,1,0,1,1,0,1,1,2
645.0,16.6,1,1,0,0,1,1,1,1
496.0,10.9,0,1,1,1,0,0,1,3
568.0,2.4,0,0,0,2,1,1,0,1
301.0,3.3,0,0,1,0,0,0,1,3
292.0,17.1,0,0,1,0,1,0,1,2
492.0,12.1,0,0,0,2,0,1,0,2
322.0,3.0,1,0,1,0,1,1,0,1
662.0,14.5,0,0,1,2,1,1,1,2
378.0,13.3,0,0,0,0,0,0,1,3
252.0,9.7,0,1,1,0,0,0,0,3
551.0,17.5,0,1,1,1,0,1,0,3
533.0,7.3,0,0,0,2,1,0,1,1
357.0,15.6,0,1,1,1,0,1,1,3
277.0,7.9,1,0,1,0,0,0,1,2
577.0,12.0,1,1,1,1,0,1,0,2
644.0,19.9,1,1,1,0,1,0,1,1
313.0,13.0,0,0,1,0,0,0,1,3
648.0,12.1,1,0,0,0,0,0,0,2
593.0,12.3,1,1,0,2,1,0,0,0
665.0,14.5,0,0,0,2,1,0,0,2
238.0,16.4,1,0,0,0,0,1,0,2
780.0,16.3,1,1,1,1,0,0,0,2
596.0,15.8,1,1,0,2,1,1,0,0
355.0,8.1,0,1,0,1,0,1,0,3
726.0,6.4,1,0,0,1,1,1,0,0
548.0,9.2,1,1,1,1,0,0,0,2
296.0,11.4,1,1,0,1,0,1,0,2
712.0,16.6,1,0,1,0,0,1,1,2
633.0,11.4,0,1,0,2,0,1,0,2
368.0,8.6,0,0,0,0,1,1,1,2
526.0,11.7,0,1,1,1,0,0,1,3
440.0,3.3,0,1,0,2,0,1,0,2
204.0,11.7,1,0,1,2,0,0,1,1
487.0,11.3,0,1,1,2,1,0,1,1
341.0,12.6,1,0,1,2,1,1,0,0
293.0,17.6,0,0,1,0,0,0,1,3
256.0,12.2,1,0,0,1,1,1,0,1
334.0,12.1,1,0,0,0,0,1,1,2
656.0,14.2,0,1,1,0,1,0,0,2
415.0,19.5,0,1,0,2,0,0,0,3
283.0,15.1,0,1,1,1,0,1,1,3
302.0,5.5,0,1,0,2,1,1,1,1
591.0,9.8,0,1,1,2,0,0,0,2
442.0,4.4,0,1,0,1,0,1,0,3
573.0,2.6,1,0,1,2,1,1,1,0
231.0,16.7,1,0,1,1,1,1,0,1
637.0,8.4,0,1,1,1,0,1,1,3
778.0,6.8,0,1,0,0,1,1,0,2
672.0,10.7,1,0,1,1,0,1,0,2
633.0,5.7,1,0,0,1,0,0,0,2
319.0,2.9,1,0,0,1,0,0,1,2
443.0,14.0,0,1,0,0,1,0,1,2
293.0,5.9,1,0,0,1,0,0,0,2
657.0,2.5,0,1,0,1,1,1,0,2
645.0,15.3,0,1,1,2,0,1,1,3
274.0,19.1,0,1,1,0,1,0,0,2
647.0,4.1,0,0,0,2,1,1,0,1
543.0,10.4,0,1,1,2,1,1,0,1
788.0,5.8,1,1,0,1,1,1,1,0
794.0,2.8,1,1,0,0,1,1,1,1
248.0,9.1,0,1,1,2,1,1,1,1
702.0,16.4,0,1,1,0,0,1,1,3
296.0,7.6,0,1,0,1,0,0,0,3
530.0,3.7,1,0,0,0,1,1,0,1
503.0,12.8,0,1,1,1,0,1,1,3
364.0,17.1,0,1,1,2,1,1,0,2
633.0,8.2,0,1,0,2,0,0,1,2
522.0,10.1,1,0,0,1,1,0,0,0
573.0,5.0,0,1,0,1,0,1,1,3
615.0,19.8,1,0,1,0,1,0,1,1
443.0,19.4,0,0,0,0,1,0,0,2
225.0,16.4,1,1,1,0,0,0,1,2
355.0,3.3,1,0,0,1,0,0,0,2
305.0,7.4,1,0,1,0,0,1,0,2
652.0,5.5,1,0,0,0,0,0,1,2
350.0,4.1,1,1,1,0,1,0,0,1
419.0,9.6,1,0,1,0,1,1,0,1
468.0,9.5,0,0,1,0,0,1,1,3
701.0,19.3,1,0,1,1,0,1,1,2
707.0,15.1,0,1,0,0,1,1,1,2
332.0,3.4,1,1,0,0,0,1,1,2
445.0,2.9,1,1,1,2,0,0,1,1
347.0,19.1,0,1,1,0,0,1,0,3
786.0,16.5,0,1,0,0,1,1,1,2
520.0,2.7,1,1,0,1,0,1,0,2
200.0,17.4,0,1,1,1,0,0,0,3
254.0,10.8,0,0,0,0,0,0,0,3
714.0,15.4,1,1,1,0,1,1,1,1
439.0,12.5,1,0,0,2,1,1,0,0
743.0,14.3,0,0,0,1,1,0,0,2
598.0,7.9,1,1,1,1,1,1,1,0
520.0,11.4,1,1,1,2,0,0,1,1
689.0,5.6,0,1,1,1,0,1,1,3
638.0,9.1,1,0,1,0,1,1,0,1
549.0,3.7,1,1,0,1,1,0,0,0
251.0,13.9,1,0,0,2,1,1,1,0
681.0,3.1,1,0,0,2,1,0,1,0
699.0,7.3,1,1,0,2,1,0,0,0
736.0,3.8,0,0,1,2,0,1,1,2
261.0,14.0,0,1,1,1,0,0,0,3
783.0,10.4,0,0,1,2,1,0,0,1
463.0,8.6,0,1,0,0,1,0,0,2
331.0,10.5,0,1,1,0,0,1,0,3
626.0,4.9,0,1,0,2,1,0,1,1
665.0,18.0,1,0,0,1,1,1,1,1
200.0,8.2,1,0,1,1,1,0,1,0
395.0,14.1,1,0,1,1,0,0,0,2
481.0,19.0,1,0,1,0,0,0,0,2
709.0,4.2,1,1,0,1,0,0,0,2
212.0,14.2,1,1,1,1,0,1,0,2
651.0,2.1,1,0,1,0,1,0,0,1
759.0,19.1,1,0,1,1,0,1,0,2
765.0,8.1,1,0,0,0,0,0,1,2
335.0,7.2,1,0,0,2,0,0,1,1
570.0,7.5,1,1,0,1,1,0,1,0
486.0,19.8,1,1,0,2,1,0,0,1
570.0,7.3,0,0,0,1,1,0,1,2
528.0,18.4,0,0,1,1,0,1,1,3
743.0,18.2,0,1,1,2,1,1,1,2
640.0,17.4,1,1,1,2,1,0,0,0
528.0,4.9,1,0,0,2,1,0,0,0
798.0,13.9,1,0,1,1,0,0,1,2
763.0,8.8,1,1,0,1,1,0,0,0
290.0,10.5,0,0,1,2,1,0,0,1
581.0,4.8,0,1,1,2,1,1,1,1
762.0,19.6,1,0,0,1,0,0,1,2
707.0,6.8,0,1,1,0,1,0,0,2
736.0,17.5,0,1,0,1,1,0,1,2
570.0,3.1,1,1,0,0,1,1,0,1
247.0,16.3,1,1,0,1,1,1,1,1
210.0,16.3,1,1,1,0,0,0,0,2
381.0,6.7,0,0,1,2,0,1,0,2
570.0,12.2,1,0,1,0,0,1,0,2
755.0,7.4,1,0,0,1,0,0,0,2
437.0,5.8,0,0,1,2,1,0,1,1
576.0,13.1,1,0,0,0,1,0,1,1
520.0,15.1,1,0,1,1,0,0,0,2
342.0,14.8,1,0,0,2,0,0,0,2
388.0,17.1,0,1,1,0,0,0,0,3
424.0,14.9,1,0,0,1,0,1,1,2
659.0,8.9,0,1,1,2,1,0,1,1
601.0,19.6,0,0,0,1,1,0,1,2
485.0,19.2,0,0,0,1,0,0,0,3
795.0,10.1,0,0,0,0,0,1,1,3
379.0,19.5,1,0,0,2,0,0,0,2
640.0,19.7,0,1,0,1,0,0,0,3
266.0,15.4,0,0,1,2,1,0,0,2
471.0,16.5,0,1,1,0,0,1,0,3
667.0,4.1,1,1,0,2,0,0,1,1
487.0,6.9,1,1,0,2,1,0,1,0
551.0,4.2,1,1,0,2,1,1,1,0
487.0,4.8,0,0,0,0,0,1,1,3
335.0,16.0,0,1,1,2,0,0,1,3
723.0,5.7,1,0,1,0,0,0,0,2
598.0,8.8,1,1,1,1,0,1,0,2
646.0,9.9,1,0,0,1,1,1,0,0
769.0,3.2,1,0,0,0,1,1,0,1
615.0,17.5,1,1,0,0,1,0,1,1
239.0,17.2,1,0,0,1,1,1,1,1
578.0,2.3,1,0,1,1,1,1,1,0
503.0,12.7,0,0,1,1,0,1,1,3
333.0,12.8,0,1,1,1,0,1,1,3
556.0,13.3,1,0,0,0,1,0,0,1
604.0,6.7,0,1,0,2,0,1,0,2
535.0,5.0,1,1,0,0,1,1,1,1
292.0,3.6,1,0,0,0,0,1,0,2
581.0,15.0,1,1,1,1,0,1,1,2
215.0,10.9,1,0,0,1,1,0,0,0
296.0,13.0,0,0,1,1,1,1,0,2
679.0,12.0,1,1,0,0,0,1,0,2
494.0,13.8,1,1,0,1,1,1,1,1
554.0,14.7,0,1,0,1,0,0,0,3
404.0,5.8,0,1,1,0,0,0,1,3
540.0,14.4,0,0,0,2,1,0,1,2
223.0,7.0,1,1,0,0,0,1,0,2
214.0,2.5,0,0,1,0,0,1,1,3
742.0,16.7,0,0,1,0,0,0,1,3
372.0,15.5,1,0,0,0,0,0,0,2
682.0,15.5,0,0,0,0,0,0,0,3
510.0,8.8,1,0,1,2,0,0,1,1
245.0,15.9,0,0,0,1,1,0,1,2
238.0,7.2,1,1,0,2,1,1,0,0
237.0,7.4,0,0,0,1,0,0,0,3
501.0,8.6,1,1,0,1,0,1,0,2
400.0,15.0,0,0,0,1,0,1,1,3
787.0,6.5,0,0,1,2,1,1,1,1
265.0,3.3,0,1,1,1,0,0,0,3
438.0,6.7,0,0,0,1,0,1,0,3
208.0,10.3,1,1,0,1,1,0,0,0
568.0,7.7,0,0,1,0,0,0,0,3
257.0,15.0,1,1,1,0,0,0,0,2
608.0,3.4,0,0,1,2,0,1,0,2
631.0,13.8,0,1,1,1,1,0,0,2
792.0,7.6,0,1,1,1,1,0,0,2
333.0,5.3,0,1,0,0,1,1,1,2
594.0,6.2,1,1,0,2,1,1,0,0
383.0,5.6,0,1,0,2,0,0,1,2
383.0,17.5,1,1,1,0,1,1,1,1
714.0,7.3,1,1,0,2,0,0,1,1
734.0,16.6,1,1,0,2,1,0,0,0
361.0,7.2,0,1,1,1,1,1,1,2
559.0,2.1,0,0,0,0,0,0,0,3
644.0,2.1,0,0,0,0,0,1,0,3
404.0,8.6,0,0,1,0,0,0,0,3
292.0,17.4,1,1,1,0,1,1,1,1
690.0,12.7,1,0,0,2,1,0,1,0
514.0,14.2,0,0,1,0,0,1,0,3
367.0,9.5,1,1,0,0,1,1,0,1
217.0,7.0,1,0,1,0,0,1,1,2
715.0,13.6,1,1,1,1,1,0,1,1
467.0,12.4,0,0,1,1,0,1,1,3
533.0,2.6,0,1,0,2,1,0,0,1
280.0,12.0,1,0,0,2,0,0,1,1
250.0,13.4,0,0,1,0,1,1,1,2
414.0,8.6,0,0,1,1,0,1,1,3
337.0,8.2,0,0,0,0,0,0,0,3
221.0,16.2,1,1,1,0,0,1,0,2
306.0,8.7,0,0,0,0,1,0,0,2
592.0,7.2,0,1,1,0,0,1,1,3
351.0,16.1,1,1,0,2,1,0,0,0
779.0,19.7,1,0,0,0,0,1,1,2
741.0,5.3,1,1,1,0,1,1,0,1
407.0,8.8,0,1,0,1,0,0,0,3
675.0,2.0,0,1,1,0,1,1,1,2
308.0,10.7,0,1,0,0,0,0,1,3
479.0,7.1,0,1,1,2,0,0,0,2
457.0,16.9,1,1,0,2,1,0,0,0
724.0,18.5,1,0,0,2,0,0,1,2
443.0,4.1,1,0,1,0,0,1,0,2
298.0,17.5,0,1,0,1,0,1,0,3
619.0,5.9,0,0,1,1,1,0,1,2
584.0,7.5,0,1,1,2,0,1,1,2
393.0,17.9,0,0,0,2,1,0,0,2
645.0,8.6,0,0,0,1,1,1,0,2
584.0,2.3,0,1,0,2,1,1,1,1
293.0,2.9,0,1,0,0,0,0,1,3
321.0,8.1,0,0,1,0,1,0,1,2
597.0,17.9,1,1,0,1,0,0,0,2
560.0,3.6,1,0,0,1,0,1,1,2
221.0,5.5,0,0,1,2,1,1,1,1
353.0,19.4,1,1,0,2,0,1,1,2
256.0,9.4,0,1,1,2,1,1,1,1
784.0,17.7,1,0,0,0,1,1,1,1
490.0,8.9,1,0,0,2,1,0,1,0
504.0,11.3,0,1,0,1,1,0,0,2
288.0,19.0,1,0,1,2,1,0,0,1
481.0,19.2,0,1,1,2,1,0,1,2
778.0,5.0,1,1,0,1,0,0,0,2
719.0,14.2,1,0,1,2,0,1,1,2
489.0,9.6,1,0,0,0,0,1,1,2
728.0,4.7,0,1,0,2,1,1,0,1
453.0,2.5,1,1,0,2,1,0,0,0
567.0,11.1,0,0,1,1,0,0,1,3
429.0,3.7,0,0,1,1,1,0,1,2
608.0,18.9,0,1,1,1,0,1,0,3
621.0,6.5,1,1,0,2,1,1,1,0
262.0,9.9,1,1,0,0,1,1,0,1
739.0,15.1,0,1,0,1,1,0,0,2
350.0,11.1,1,1,1,2,1,1,1,0
657.0,8.8,0,0,1,2,1,1,1,1
765.0,13.3,0,0,0,2,1,1,0,1
376.0,5.6,1,1,1,1,0,1,0,2
785.0,10.8,0,0,0,1,0,1,0,3
665.0,19.3,0,1,0,1,0,1,0,3
640.0,16.1,0,1,1,2,0,0,1,3
264.0,8.0,1,1,0,2,0,0,1,1
